name,threads,n,run,duration
openMP-pi,4,8192,8,4.67284
mpi-pi,4,8192,8,4.72046935
mpi-pi++,4,8192,8,4.34364
cpp11-pi,4,8192,9,4.62438
openMP-pi,4,8192,9,4.70994
mpi-pi,4,8192,9,4.95159704
mpi-pi++,4,8192,9,4.3776
cpp11-pi,4,8192,10,4.62418
openMP-pi,4,8192,10,4.36098
mpi-pi,4,8192,10,4.65272103
mpi-pi++,4,8192,10,4.72247
cpp11-pi,8,8192,1,2.55743
openMP-pi,8,8192,1,2.56043
mpi-pi,8,8192,1,2.58901015
mpi-pi++,8,8192,1,2.58197
cpp11-pi,8,8192,2,2.60756
openMP-pi,8,8192,2,2.57309
mpi-pi,8,8192,2,2.63495599
mpi-pi++,8,8192,2,2.59757
cpp11-pi,8,8192,3,2.6104
openMP-pi,8,8192,3,2.56766
mpi-pi,8,8192,3,2.61092983
mpi-pi++,8,8192,3,2.60845
cpp11-pi,8,8192,4,2.62802
openMP-pi,8,8192,4,2.58057
mpi-pi,8,8192,4,2.62102028
mpi-pi++,8,8192,4,2.60284
cpp11-pi,8,8192,5,2.62015
openMP-pi,8,8192,5,2.58174
mpi-pi,8,8192,5,2.61409691
mpi-pi++,8,8192,5,2.60439
cpp11-pi,8,8192,6,2.6309
openMP-pi,8,8192,6,2.58952
mpi-pi,8,8192,6,2.62887484
mpi-pi++,8,8192,6,2.60534
cpp11-pi,8,8192,7,2.63089
openMP-pi,8,8192,7,2.58899
mpi-pi,8,8192,7,2.63849786
mpi-pi++,8,8192,7,2.61799
cpp11-pi,8,8192,8,2.62682
openMP-pi,8,8192,8,2.59049
mpi-pi,8,8192,8,2.61463726
mpi-pi++,8,8192,8,2.6212
cpp11-pi,8,8192,9,2.64655
openMP-pi,8,8192,9,2.5977
mpi-pi,8,8192,9,2.64034008
mpi-pi++,8,8192,9,2.61692
cpp11-pi,8,8192,10,2.62816
openMP-pi,8,8192,10,2.60349
mpi-pi,8,8192,10,2.62941539
mpi-pi++,8,8192,10,2.62117
