name,threads,n,run,duration
mpi-pi,4,16,4,0.01996612
mpi-pi++,4,16,4,0.028972
cpp11-pi,4,16,5,0.015028
openMP-pi,4,16,5,0.013082
mpi-pi,4,16,5,0.02021222
mpi-pi++,4,16,5,0.0303749
cpp11-pi,4,16,6,0.009008
openMP-pi,4,16,6,0.010267
mpi-pi,4,16,6,0.01962464
mpi-pi++,4,16,6,0.0285208
cpp11-pi,4,16,7,0.019374
openMP-pi,4,16,7,0.012704
mpi-pi,4,16,7,0.01843348
mpi-pi++,4,16,7,0.0286462
cpp11-pi,4,16,8,0.008519
openMP-pi,4,16,8,0.010974
mpi-pi,4,16,8,0.02094389
mpi-pi++,4,16,8,0.0185068
cpp11-pi,4,16,9,0.008636
openMP-pi,4,16,9,0.009471
mpi-pi,4,16,9,0.01837342
mpi-pi++,4,16,9,0.0285483
cpp11-pi,4,16,10,0.008441
openMP-pi,4,16,10,0.011244
mpi-pi,4,16,10,0.02841899
mpi-pi++,4,16,10,0.0289075
cpp11-pi,8,16,1,0.007361
openMP-pi,8,16,1,0.007632
mpi-pi,8,16,1,0.03465479
mpi-pi++,8,16,1,0.0343601
cpp11-pi,8,16,2,0.00448
openMP-pi,8,16,2,0.01053
mpi-pi,8,16,2,0.03428816
mpi-pi++,8,16,2,0.0256347
cpp11-pi,8,16,3,0.010142
openMP-pi,8,16,3,0.009967
mpi-pi,8,16,3,0.02566924
mpi-pi++,8,16,3,0.0344524
cpp11-pi,8,16,4,0.004438
openMP-pi,8,16,4,0.012088
mpi-pi,8,16,4,0.02490250
mpi-pi++,8,16,4,0.0343437
cpp11-pi,8,16,5,0.00913
openMP-pi,8,16,5,0.00835
mpi-pi,8,16,5,0.02438376
mpi-pi++,8,16,5,0.0350901
cpp11-pi,8,16,6,0.00441
openMP-pi,8,16,6,0.010135
mpi-pi,8,16,6,0.03438808
mpi-pi++,8,16,6,0.0348303
cpp11-pi,8,16,7,0.004421
openMP-pi,8,16,7,0.007668
mpi-pi,8,16,7,0.03529317
mpi-pi++,8,16,7,0.0342575
cpp11-pi,8,16,8,0.004492
openMP-pi,8,16,8,0.007648
mpi-pi,8,16,8,0.03509657
mpi-pi++,8,16,8,0.0345063
cpp11-pi,8,16,9,0.004433
openMP-pi,8,16,9,0.005601
mpi-pi,8,16,9,0.03444830
mpi-pi++,8,16,9,0.0344994
cpp11-pi,8,16,10,0.004598
openMP-pi,8,16,10,0.010943
mpi-pi,8,16,10,0.03432590
mpi-pi++,8,16,10,0.0343001
cpp11-pi,1,32,1,0.066353
openMP-pi,1,32,1,0.066542
mpi-pi,1,32,1,0.06508511
mpi-pi++,1,32,1,0.0645756
cpp11-pi,1,32,2,0.074374
openMP-pi,1,32,2,0.066124
mpi-pi,1,32,2,0.06466008
mpi-pi++,1,32,2,0.0643361
cpp11-pi,1,32,3,0.068005
openMP-pi,1,32,3,0.066045
mpi-pi,1,32,3,0.06470359
mpi-pi++,1,32,3,0.064551
cpp11-pi,1,32,4,0.077755
openMP-pi,1,32,4,0.069412
mpi-pi,1,32,4,0.06473611
mpi-pi++,1,32,4,0.0653044
cpp11-pi,1,32,5,0.073382
openMP-pi,1,32,5,0.065625
mpi-pi,1,32,5,0.06440011
mpi-pi++,1,32,5,0.0645116
cpp11-pi,1,32,6,0.07234
openMP-pi,1,32,6,0.066669
mpi-pi,1,32,6,0.06479684
mpi-pi++,1,32,6,0.0645879
cpp11-pi,1,32,7,0.06996
openMP-pi,1,32,7,0.065766
mpi-pi,1,32,7,0.06429936
mpi-pi++,1,32,7,0.067098
cpp11-pi,1,32,8,0.079406
openMP-pi,1,32,8,0.067419
mpi-pi,1,32,8,0.06452634
mpi-pi++,1,32,8,0.0647229
cpp11-pi,1,32,9,0.077235
openMP-pi,1,32,9,0.065369
mpi-pi,1,32,9,0.06478189
mpi-pi++,1,32,9,0.0646474
cpp11-pi,1,32,10,0.072898
openMP-pi,1,32,10,0.065917
mpi-pi,1,32,10,0.06481638
mpi-pi++,1,32,10,0.0650842
cpp11-pi,2,32,1,0.04453
openMP-pi,2,32,1,0.034314
mpi-pi,2,32,1,0.03257652
mpi-pi++,2,32,1,0.0330622
cpp11-pi,2,32,2,0.036249
openMP-pi,2,32,2,0.034596
mpi-pi,2,32,2,0.04362986
mpi-pi++,2,32,2,0.0427041
cpp11-pi,2,32,3,0.038004
openMP-pi,2,32,3,0.034432
mpi-pi,2,32,3,0.04555297
mpi-pi++,2,32,3,0.0327946
cpp11-pi,2,32,4,0.037719
openMP-pi,2,32,4,0.034357
mpi-pi,2,32,4,0.04317787
mpi-pi++,2,32,4,0.0428961
cpp11-pi,2,32,5,0.041383
openMP-pi,2,32,5,0.034459
mpi-pi,2,32,5,0.03390272
mpi-pi++,2,32,5,0.0424298
cpp11-pi,2,32,6,0.037721
openMP-pi,2,32,6,0.033524
mpi-pi,2,32,6,0.03325387
mpi-pi++,2,32,6,0.042957
cpp11-pi,2,32,7,0.033216
openMP-pi,2,32,7,0.034378
mpi-pi,2,32,7,0.04283222
mpi-pi++,2,32,7,0.0426948
cpp11-pi,2,32,8,0.033466
openMP-pi,2,32,8,0.033322
mpi-pi,2,32,8,0.04288731
mpi-pi++,2,32,8,0.0432054
cpp11-pi,2,32,9,0.037776
openMP-pi,2,32,9,0.034347
mpi-pi,2,32,9,0.04312315
mpi-pi++,2,32,9,0.0432155
cpp11-pi,2,32,10,0.034654
openMP-pi,2,32,10,0.033878
mpi-pi,2,32,10,0.04332392
mpi-pi++,2,32,10,0.0461925
cpp11-pi,4,32,1,0.028683
openMP-pi,4,32,1,0.018254
mpi-pi,4,32,1,0.03700920
mpi-pi++,4,32,1,0.0272606
cpp11-pi,4,32,2,0.023882
openMP-pi,4,32,2,0.017715
mpi-pi,4,32,2,0.02722137
mpi-pi++,4,32,2,0.0364368
cpp11-pi,4,32,3,0.017153
openMP-pi,4,32,3,0.017922
mpi-pi,4,32,3,0.02904981
mpi-pi++,4,32,3,0.028401
cpp11-pi,4,32,4,0.021676
openMP-pi,4,32,4,0.018438
mpi-pi,4,32,4,0.02819926
mpi-pi++,4,32,4,0.0282882
cpp11-pi,4,32,5,0.017235
openMP-pi,4,32,5,0.017622
mpi-pi,4,32,5,0.02713577
mpi-pi++,4,32,5,0.0286657
cpp11-pi,4,32,6,0.017167
openMP-pi,4,32,6,0.017994
mpi-pi,4,32,6,0.03764786
mpi-pi++,4,32,6,0.0282507
cpp11-pi,4,32,7,0.017032
openMP-pi,4,32,7,0.019526
mpi-pi,4,32,7,0.02728584
mpi-pi++,4,32,7,0.0399921
cpp11-pi,4,32,8,0.016933
openMP-pi,4,32,8,0.017682
mpi-pi,4,32,8,0.03773657
mpi-pi++,4,32,8,0.0282436
cpp11-pi,4,32,9,0.025789
openMP-pi,4,32,9,0.017947
mpi-pi,4,32,9,0.02762807
mpi-pi++,4,32,9,0.0368907
cpp11-pi,4,32,10,0.01745
openMP-pi,4,32,10,0.019315
mpi-pi,4,32,10,0.02736447
mpi-pi++,4,32,10,0.039427
cpp11-pi,8,32,1,0.014387
openMP-pi,8,32,1,0.013891
mpi-pi,8,32,1,0.03863401
mpi-pi++,8,32,1,0.0388361
cpp11-pi,8,32,2,0.00924
openMP-pi,8,32,2,0.011246
mpi-pi,8,32,2,0.04074362
mpi-pi++,8,32,2,0.0392154
cpp11-pi,8,32,3,0.009108
openMP-pi,8,32,3,0.012124
mpi-pi,8,32,3,0.03855795
mpi-pi++,8,32,3,0.0400157
cpp11-pi,8,32,4,0.009188
openMP-pi,8,32,4,0.011581
mpi-pi,8,32,4,0.03912508
mpi-pi++,8,32,4,0.0399045
cpp11-pi,8,32,5,0.009106
openMP-pi,8,32,5,0.011317
mpi-pi,8,32,5,0.04089918
mpi-pi++,8,32,5,0.0387206
cpp11-pi,8,32,6,0.009225
openMP-pi,8,32,6,0.012952
mpi-pi,8,32,6,0.03872229
mpi-pi++,8,32,6,0.0390989
cpp11-pi,8,32,7,0.009138
openMP-pi,8,32,7,0.014987
mpi-pi,8,32,7,0.03943686
mpi-pi++,8,32,7,0.0386772
cpp11-pi,8,32,8,0.009161
openMP-pi,8,32,8,0.012344
mpi-pi,8,32,8,0.03989372
mpi-pi++,8,32,8,0.039378
cpp11-pi,8,32,9,0.009135
openMP-pi,8,32,9,0.011306
mpi-pi,8,32,9,0.03912923
mpi-pi++,8,32,9,0.039101
cpp11-pi,8,32,10,0.009524
openMP-pi,8,32,10,0.011237
mpi-pi,8,32,10,0.03937373
mpi-pi++,8,32,10,0.0402875
cpp11-pi,1,64,1,0.142029
openMP-pi,1,64,1,0.131488
mpi-pi,1,64,1,0.13064362
mpi-pi++,1,64,1,0.13134
cpp11-pi,1,64,2,0.141813
openMP-pi,1,64,2,0.132752
mpi-pi,1,64,2,0.13152415
mpi-pi++,1,64,2,0.131332
cpp11-pi,1,64,3,0.143603
openMP-pi,1,64,3,0.134324
mpi-pi,1,64,3,0.13153420
mpi-pi++,1,64,3,0.130874
cpp11-pi,1,64,4,0.143237
openMP-pi,1,64,4,0.131935
mpi-pi,1,64,4,0.13084792
mpi-pi++,1,64,4,0.130773
cpp11-pi,1,64,5,0.143662
openMP-pi,1,64,5,0.131556
mpi-pi,1,64,5,0.13025148
mpi-pi++,1,64,5,0.131868
cpp11-pi,1,64,6,0.134195
openMP-pi,1,64,6,0.133396
mpi-pi,1,64,6,0.13096384
mpi-pi++,1,64,6,0.13116
cpp11-pi,1,64,7,0.143465
openMP-pi,1,64,7,0.131718
mpi-pi,1,64,7,0.13161073
mpi-pi++,1,64,7,0.130379
cpp11-pi,1,64,8,0.140814
openMP-pi,1,64,8,0.132073
mpi-pi,1,64,8,0.13135821
mpi-pi++,1,64,8,0.131041
cpp11-pi,1,64,9,0.135174
openMP-pi,1,64,9,0.132024
mpi-pi,1,64,9,0.13136145
mpi-pi++,1,64,9,0.130933
cpp11-pi,1,64,10,0.135637
openMP-pi,1,64,10,0.131877
mpi-pi,1,64,10,0.13166997
mpi-pi++,1,64,10,0.130268
cpp11-pi,2,64,1,0.069262
openMP-pi,2,64,1,0.069602
mpi-pi,2,64,1,0.06541245
mpi-pi++,2,64,1,0.0757947
cpp11-pi,2,64,2,0.066691
openMP-pi,2,64,2,0.069679
mpi-pi,2,64,2,0.07602951
mpi-pi++,2,64,2,0.0661817
cpp11-pi,2,64,3,0.078737
openMP-pi,2,64,3,0.06845
mpi-pi,2,64,3,0.07624016
mpi-pi++,2,64,3,0.0759582
cpp11-pi,2,64,4,0.080043
openMP-pi,2,64,4,0.06996
mpi-pi,2,64,4,0.07677159
mpi-pi++,2,64,4,0.0759817
cpp11-pi,2,64,5,0.073183
openMP-pi,2,64,5,0.069147
mpi-pi,2,64,5,0.07572094
mpi-pi++,2,64,5,0.0653964
cpp11-pi,2,64,6,0.068681
openMP-pi,2,64,6,0.067003
mpi-pi,2,64,6,0.07616893
mpi-pi++,2,64,6,0.0763996
cpp11-pi,2,64,7,0.071857
openMP-pi,2,64,7,0.068004
mpi-pi,2,64,7,0.07622068
mpi-pi++,2,64,7,0.0758229
cpp11-pi,2,64,8,0.07765
openMP-pi,2,64,8,0.068262
mpi-pi,2,64,8,0.07602143
mpi-pi++,2,64,8,0.0766154
cpp11-pi,2,64,9,0.067079
openMP-pi,2,64,9,0.072353
mpi-pi,2,64,9,0.07658421
mpi-pi++,2,64,9,0.0760232
cpp11-pi,2,64,10,0.069711
openMP-pi,2,64,10,0.068023
mpi-pi,2,64,10,0.07650584
mpi-pi++,2,64,10,0.0767879
cpp11-pi,4,64,1,0.034036
openMP-pi,4,64,1,0.037858
mpi-pi,4,64,1,0.06182658
mpi-pi++,4,64,1,0.0548871
cpp11-pi,4,64,2,0.040218
openMP-pi,4,64,2,0.038912
mpi-pi,4,64,2,0.04401485
mpi-pi++,4,64,2,0.0556885
cpp11-pi,4,64,3,0.042813
openMP-pi,4,64,3,0.035572
mpi-pi,4,64,3,0.05562410
mpi-pi++,4,64,3,0.0548396
cpp11-pi,4,64,4,0.034187
openMP-pi,4,64,4,0.035836
mpi-pi,4,64,4,0.06161632
mpi-pi++,4,64,4,0.0452216
cpp11-pi,4,64,5,0.045996
openMP-pi,4,64,5,0.038946
mpi-pi,4,64,5,0.05488038
mpi-pi++,4,64,5,0.0520874
cpp11-pi,4,64,6,0.043235
openMP-pi,4,64,6,0.035554
mpi-pi,4,64,6,0.05357762
mpi-pi++,4,64,6,0.0531427
cpp11-pi,4,64,7,0.043825
openMP-pi,4,64,7,0.035177
mpi-pi,4,64,7,0.05414595
mpi-pi++,4,64,7,0.0451629
cpp11-pi,4,64,8,0.038985
openMP-pi,4,64,8,0.037262
mpi-pi,4,64,8,0.04412914
mpi-pi++,4,64,8,0.0543026
cpp11-pi,4,64,9,0.034606
openMP-pi,4,64,9,0.037096
mpi-pi,4,64,9,0.05547670
mpi-pi++,4,64,9,0.0458926
cpp11-pi,4,64,10,0.044328
openMP-pi,4,64,10,0.036928
mpi-pi,4,64,10,0.05481070
mpi-pi++,4,64,10,0.0454102
cpp11-pi,8,64,1,0.018579
openMP-pi,8,64,1,0.021441
mpi-pi,8,64,1,0.05017388
mpi-pi++,8,64,1,0.0523281
cpp11-pi,8,64,2,0.018623
openMP-pi,8,64,2,0.025496
mpi-pi,8,64,2,0.05083335
mpi-pi++,8,64,2,0.0531663
cpp11-pi,8,64,3,0.018594
openMP-pi,8,64,3,0.024388
mpi-pi,8,64,3,0.05144578
mpi-pi++,8,64,3,0.051493
cpp11-pi,8,64,4,0.018768
openMP-pi,8,64,4,0.022114
mpi-pi,8,64,4,0.05151191
mpi-pi++,8,64,4,0.0528731
cpp11-pi,8,64,5,0.018662
openMP-pi,8,64,5,0.039839
mpi-pi,8,64,5,0.04284350
mpi-pi++,8,64,5,0.0406664
cpp11-pi,8,64,6,0.018592
openMP-pi,8,64,6,0.022352
mpi-pi,8,64,6,0.04730713
mpi-pi++,8,64,6,0.047647
cpp11-pi,8,64,7,0.018572
openMP-pi,8,64,7,0.023465
mpi-pi,8,64,7,0.04955497
mpi-pi++,8,64,7,0.0411559
cpp11-pi,8,64,8,0.018985
openMP-pi,8,64,8,0.02863
mpi-pi,8,64,8,0.05027013
mpi-pi++,8,64,8,0.0497587
cpp11-pi,8,64,9,0.019034
openMP-pi,8,64,9,0.023169
mpi-pi,8,64,9,0.04803441
mpi-pi++,8,64,9,0.0496279
cpp11-pi,8,64,10,0.018758
openMP-pi,8,64,10,0.022783
mpi-pi,8,64,10,0.04730457
mpi-pi++,8,64,10,0.0489631
cpp11-pi,1,128,1,0.273715
openMP-pi,1,128,1,0.26434
mpi-pi,1,128,1,0.26431464
mpi-pi++,1,128,1,0.263591
cpp11-pi,1,128,2,0.282262
openMP-pi,1,128,2,0.264334
mpi-pi,1,128,2,0.26406838
mpi-pi++,1,128,2,0.264
cpp11-pi,1,128,3,0.267407
openMP-pi,1,128,3,0.2678
mpi-pi,1,128,3,0.26432467
mpi-pi++,1,128,3,0.264512
cpp11-pi,1,128,4,0.266731
openMP-pi,1,128,4,0.270158
mpi-pi,1,128,4,0.26408315
mpi-pi++,1,128,4,0.26384
cpp11-pi,1,128,5,0.278821
openMP-pi,1,128,5,0.264209
mpi-pi,1,128,5,0.26346466
mpi-pi++,1,128,5,0.263593
cpp11-pi,1,128,6,0.271667
openMP-pi,1,128,6,0.28058
mpi-pi,1,128,6,0.26503438
mpi-pi++,1,128,6,0.263795
cpp11-pi,1,128,7,0.266276
openMP-pi,1,128,7,0.263624
mpi-pi,1,128,7,0.26575111
mpi-pi++,1,128,7,0.268729
cpp11-pi,1,128,8,0.277243
openMP-pi,1,128,8,0.263792
mpi-pi,1,128,8,0.26401961
mpi-pi++,1,128,8,0.263894
cpp11-pi,1,128,9,0.277398
openMP-pi,1,128,9,0.26328
mpi-pi,1,128,9,0.26386755
mpi-pi++,1,128,9,0.263144
cpp11-pi,1,128,10,0.269348
openMP-pi,1,128,10,0.265272
mpi-pi,1,128,10,0.26454177
mpi-pi++,1,128,10,0.263187
cpp11-pi,2,128,1,0.137795
openMP-pi,2,128,1,0.134624
mpi-pi,2,128,1,0.14379032
mpi-pi++,2,128,1,0.142967
cpp11-pi,2,128,2,0.137785
openMP-pi,2,128,2,0.133925
mpi-pi,2,128,2,0.14369384
mpi-pi++,2,128,2,0.14301
cpp11-pi,2,128,3,0.144758
openMP-pi,2,128,3,0.135973
mpi-pi,2,128,3,0.13305533
mpi-pi++,2,128,3,0.132196
cpp11-pi,2,128,4,0.144099
openMP-pi,2,128,4,0.136025
mpi-pi,2,128,4,0.14301747
mpi-pi++,2,128,4,0.132639
cpp11-pi,2,128,5,0.137221
openMP-pi,2,128,5,0.145994
mpi-pi,2,128,5,0.14280098
mpi-pi++,2,128,5,0.13167
cpp11-pi,2,128,6,0.143046
openMP-pi,2,128,6,0.140314
mpi-pi,2,128,6,0.14351224
mpi-pi++,2,128,6,0.142857
cpp11-pi,2,128,7,0.136129
openMP-pi,2,128,7,0.144613
mpi-pi,2,128,7,0.13295501
mpi-pi++,2,128,7,0.132609
cpp11-pi,2,128,8,0.137912
openMP-pi,2,128,8,0.133427
mpi-pi,2,128,8,0.14295195
mpi-pi++,2,128,8,0.14469
cpp11-pi,2,128,9,0.136686
openMP-pi,2,128,9,0.136799
mpi-pi,2,128,9,0.15155962
mpi-pi++,2,128,9,0.143108
cpp11-pi,2,128,10,0.137809
openMP-pi,2,128,10,0.137752
mpi-pi,2,128,10,0.14467119
mpi-pi++,2,128,10,0.132063
cpp11-pi,4,128,1,0.075724
openMP-pi,4,128,1,0.080746
mpi-pi,4,128,1,0.09938310
mpi-pi++,4,128,1,0.0866601
cpp11-pi,4,128,2,0.069781
openMP-pi,4,128,2,0.076035
mpi-pi,4,128,2,0.09040240
mpi-pi++,4,128,2,0.0899192
cpp11-pi,4,128,3,0.076558
openMP-pi,4,128,3,0.074343
mpi-pi,4,128,3,0.08797203
mpi-pi++,4,128,3,0.0923029
cpp11-pi,4,128,4,0.071237
openMP-pi,4,128,4,0.074783
mpi-pi,4,128,4,0.09468055
mpi-pi++,4,128,4,0.079433
cpp11-pi,4,128,5,0.070795
openMP-pi,4,128,5,0.072829
mpi-pi,4,128,5,0.09228226
mpi-pi++,4,128,5,0.0890607
cpp11-pi,4,128,6,0.078733
openMP-pi,4,128,6,0.076598
mpi-pi,4,128,6,0.08013421
mpi-pi++,4,128,6,0.0894903
cpp11-pi,4,128,7,0.074195
openMP-pi,4,128,7,0.072266
mpi-pi,4,128,7,0.08216995
mpi-pi++,4,128,7,0.106015
cpp11-pi,4,128,8,0.076021
openMP-pi,4,128,8,0.070032
mpi-pi,4,128,8,0.08405723
mpi-pi++,4,128,8,0.100192
cpp11-pi,4,128,9,0.077513
openMP-pi,4,128,9,0.074254
mpi-pi,4,128,9,0.09843370
mpi-pi++,4,128,9,0.0899401
cpp11-pi,4,128,10,0.071244
openMP-pi,4,128,10,0.073204
mpi-pi,4,128,10,0.08186582
mpi-pi++,4,128,10,0.0931839
cpp11-pi,8,128,1,0.041875
openMP-pi,8,128,1,0.046842
mpi-pi,8,128,1,0.06875573
mpi-pi++,8,128,1,0.0688014
cpp11-pi,8,128,2,0.043499
openMP-pi,8,128,2,0.041652
mpi-pi,8,128,2,0.07026171
mpi-pi++,8,128,2,0.0792796
cpp11-pi,8,128,3,0.037275
openMP-pi,8,128,3,0.042716
mpi-pi,8,128,3,0.07833994
mpi-pi++,8,128,3,0.0707384
cpp11-pi,8,128,4,0.037432
openMP-pi,8,128,4,0.044885
mpi-pi,8,128,4,0.07566394
mpi-pi++,8,128,4,0.0777938
cpp11-pi,8,128,5,0.043594
openMP-pi,8,128,5,0.042662
mpi-pi,8,128,5,0.06952867
mpi-pi++,8,128,5,0.0691645
cpp11-pi,8,128,6,0.038259
openMP-pi,8,128,6,0.042298
mpi-pi,8,128,6,0.07879617
mpi-pi++,8,128,6,0.0735163
cpp11-pi,8,128,7,0.038378
openMP-pi,8,128,7,0.043229
mpi-pi,8,128,7,0.06662548
mpi-pi++,8,128,7,0.0745507
cpp11-pi,8,128,8,0.041691
openMP-pi,8,128,8,0.043594
mpi-pi,8,128,8,0.07083951
mpi-pi++,8,128,8,0.0796754
cpp11-pi,8,128,9,0.037286
openMP-pi,8,128,9,0.040508
mpi-pi,8,128,9,0.06930314
mpi-pi++,8,128,9,0.0806233
cpp11-pi,8,128,10,0.037771
openMP-pi,8,128,10,0.042804
mpi-pi,8,128,10,0.06919528
mpi-pi++,8,128,10,0.0809031
cpp11-pi,1,256,1,0.541896
openMP-pi,1,256,1,0.530631
mpi-pi,1,256,1,0.53399769
mpi-pi++,1,256,1,0.532141
cpp11-pi,1,256,2,0.537239
openMP-pi,1,256,2,0.536676
mpi-pi,1,256,2,0.53388899
mpi-pi++,1,256,2,0.531567
cpp11-pi,1,256,3,0.536231
openMP-pi,1,256,3,0.532415
mpi-pi,1,256,3,0.53290069
mpi-pi++,1,256,3,0.532611
cpp11-pi,1,256,4,0.548496
openMP-pi,1,256,4,0.530385
mpi-pi,1,256,4,0.53284329
mpi-pi++,1,256,4,0.536507
cpp11-pi,1,256,5,0.543965
openMP-pi,1,256,5,0.533623
mpi-pi,1,256,5,0.53317785
mpi-pi++,1,256,5,0.531855
cpp11-pi,1,256,6,0.542654
openMP-pi,1,256,6,0.538596
mpi-pi,1,256,6,0.53357982
mpi-pi++,1,256,6,0.53096
cpp11-pi,1,256,7,0.547607
openMP-pi,1,256,7,0.530069
mpi-pi,1,256,7,0.53299030
mpi-pi++,1,256,7,0.531779
cpp11-pi,1,256,8,0.545144
openMP-pi,1,256,8,0.531725
mpi-pi,1,256,8,0.53221401
mpi-pi++,1,256,8,0.531069
cpp11-pi,1,256,9,0.544969
openMP-pi,1,256,9,0.53268
mpi-pi,1,256,9,0.53158967
mpi-pi++,1,256,9,0.531493
cpp11-pi,1,256,10,0.547224
openMP-pi,1,256,10,0.527545
mpi-pi,1,256,10,0.53099926
mpi-pi++,1,256,10,0.531127
cpp11-pi,2,256,1,0.268876
openMP-pi,2,256,1,0.271853
mpi-pi,2,256,1,0.27742986
mpi-pi++,2,256,1,0.276835
cpp11-pi,2,256,2,0.292467
openMP-pi,2,256,2,0.277768
mpi-pi,2,256,2,0.27750752
mpi-pi++,2,256,2,0.276461
cpp11-pi,2,256,3,0.273943
openMP-pi,2,256,3,0.270632
mpi-pi,2,256,3,0.27839988
mpi-pi++,2,256,3,0.278802
cpp11-pi,2,256,4,0.285371
openMP-pi,2,256,4,0.285577
mpi-pi,2,256,4,0.27825431
mpi-pi++,2,256,4,0.276888
cpp11-pi,2,256,5,0.274468
openMP-pi,2,256,5,0.272699
mpi-pi,2,256,5,0.27725526
mpi-pi++,2,256,5,0.277562
cpp11-pi,2,256,6,0.273646
openMP-pi,2,256,6,0.272414
mpi-pi,2,256,6,0.27633365
mpi-pi++,2,256,6,0.275893
cpp11-pi,2,256,7,0.278318
openMP-pi,2,256,7,0.270289
mpi-pi,2,256,7,0.27208968
mpi-pi++,2,256,7,0.277219
cpp11-pi,2,256,8,0.280767
openMP-pi,2,256,8,0.269017
mpi-pi,2,256,8,0.27803996
mpi-pi++,2,256,8,0.276437
cpp11-pi,2,256,9,0.271724
openMP-pi,2,256,9,0.270198
mpi-pi,2,256,9,0.28209726
mpi-pi++,2,256,9,0.276303
cpp11-pi,2,256,10,0.272656
openMP-pi,2,256,10,0.27163
mpi-pi,2,256,10,0.27757909
mpi-pi++,2,256,10,0.267381
cpp11-pi,4,256,1,0.146919
openMP-pi,4,256,1,0.15644
mpi-pi,4,256,1,0.16039238
mpi-pi++,4,256,1,0.175474
cpp11-pi,4,256,2,0.148433
openMP-pi,4,256,2,0.138192
mpi-pi,4,256,2,0.15124825
mpi-pi++,4,256,2,0.15209
cpp11-pi,4,256,3,0.148301
openMP-pi,4,256,3,0.145324
mpi-pi,4,256,3,0.15598748
mpi-pi++,4,256,3,0.166279
cpp11-pi,4,256,4,0.148155
openMP-pi,4,256,4,0.14898
mpi-pi,4,256,4,0.16386845
mpi-pi++,4,256,4,0.171456
cpp11-pi,4,256,5,0.151772
openMP-pi,4,256,5,0.154558
mpi-pi,4,256,5,0.16276875
mpi-pi++,4,256,5,0.160497
cpp11-pi,4,256,6,0.145864
openMP-pi,4,256,6,0.152733
mpi-pi,4,256,6,0.15261109
mpi-pi++,4,256,6,0.165287
cpp11-pi,4,256,7,0.142397
openMP-pi,4,256,7,0.141604
mpi-pi,4,256,7,0.16502463
mpi-pi++,4,256,7,0.166299
cpp11-pi,4,256,8,0.138625
openMP-pi,4,256,8,0.147211
mpi-pi,4,256,8,0.16306323
mpi-pi++,4,256,8,0.164121
cpp11-pi,4,256,9,0.149985
openMP-pi,4,256,9,0.146099
mpi-pi,4,256,9,0.16220805
mpi-pi++,4,256,9,0.16292
cpp11-pi,4,256,10,0.147138
openMP-pi,4,256,10,0.139369
mpi-pi,4,256,10,0.15478029
mpi-pi++,4,256,10,0.162853
cpp11-pi,8,256,1,0.079006
openMP-pi,8,256,1,0.080848
mpi-pi,8,256,1,0.11603484
mpi-pi++,8,256,1,0.118117
cpp11-pi,8,256,2,0.087558
openMP-pi,8,256,2,0.08211
mpi-pi,8,256,2,0.10487810
mpi-pi++,8,256,2,0.12448
cpp11-pi,8,256,3,0.081289
openMP-pi,8,256,3,0.084698
mpi-pi,8,256,3,0.11361162
mpi-pi++,8,256,3,0.122985
cpp11-pi,8,256,4,0.076545
openMP-pi,8,256,4,0.081664
mpi-pi,8,256,4,0.12929622
mpi-pi++,8,256,4,0.124908
cpp11-pi,8,256,5,0.080244
openMP-pi,8,256,5,0.082258
mpi-pi,8,256,5,0.12506141
mpi-pi++,8,256,5,0.11665
cpp11-pi,8,256,6,0.078902
openMP-pi,8,256,6,0.08247
mpi-pi,8,256,6,0.10868066
mpi-pi++,8,256,6,0.123231
cpp11-pi,8,256,7,0.077408
openMP-pi,8,256,7,0.090178
mpi-pi,8,256,7,0.10631799
mpi-pi++,8,256,7,0.10657
cpp11-pi,8,256,8,0.07814
openMP-pi,8,256,8,0.08317
mpi-pi,8,256,8,0.11074185
mpi-pi++,8,256,8,0.121774
cpp11-pi,8,256,9,0.080738
openMP-pi,8,256,9,0.082037
mpi-pi,8,256,9,0.12093431
mpi-pi++,8,256,9,0.115475
cpp11-pi,8,256,10,0.086628
openMP-pi,8,256,10,0.081991
mpi-pi,8,256,10,0.11058260
mpi-pi++,8,256,10,0.116257
cpp11-pi,1,512,1,1.07462
openMP-pi,1,512,1,1.08168
mpi-pi,1,512,1,1.07120326
mpi-pi++,1,512,1,1.07076
cpp11-pi,1,512,2,1.07692
openMP-pi,1,512,2,1.06916
mpi-pi,1,512,2,1.07139274
mpi-pi++,1,512,2,1.07193
cpp11-pi,1,512,3,1.06813
openMP-pi,1,512,3,1.06817
mpi-pi,1,512,3,1.07056182
mpi-pi++,1,512,3,1.06817
cpp11-pi,1,512,4,1.06784
openMP-pi,1,512,4,1.07038
mpi-pi,1,512,4,1.07098338
mpi-pi++,1,512,4,1.06825
cpp11-pi,1,512,5,1.0818
openMP-pi,1,512,5,1.06187
mpi-pi,1,512,5,1.06732730
mpi-pi++,1,512,5,1.06664
cpp11-pi,1,512,6,1.07363
openMP-pi,1,512,6,1.0584
mpi-pi,1,512,6,1.06970938
mpi-pi++,1,512,6,1.06728
cpp11-pi,1,512,7,1.06162
openMP-pi,1,512,7,1.0595
mpi-pi,1,512,7,1.06287364
mpi-pi++,1,512,7,1.06112
cpp11-pi,1,512,8,1.0767
openMP-pi,1,512,8,1.05579
mpi-pi,1,512,8,1.06125429
mpi-pi++,1,512,8,1.06197
cpp11-pi,1,512,9,1.06902
openMP-pi,1,512,9,1.05142
mpi-pi,1,512,9,1.06383652
