name,threads,n,duration
cpp11-pi,16,128,0.032378
openMP-pi,16,128,0.038399
mpi-pi,16,128,0.04598616
mpi-pi++,16,128,0.0330885
cpp11-pi,16,256,0.077728
openMP-pi,16,256,0.090355
mpi-pi,16,256,0.07789258
mpi-pi++,16,256,0.064035
cpp11-pi,16,512,0.132141
openMP-pi,16,512,0.144536
mpi-pi,16,512,0.11999394
mpi-pi++,16,512,0.139234
cpp11-pi,16,1024,0.232985
openMP-pi,16,1024,0.248587
mpi-pi,16,1024,0.23154383
mpi-pi++,16,1024,0.239997
cpp11-pi,16,2048,0.484025
openMP-pi,16,2048,0.461973
mpi-pi,16,2048,0.45391624
mpi-pi++,16,2048,0.457161
cpp11-pi,16,4096,0.911491
openMP-pi,16,4096,0.917819
mpi-pi,16,4096,0.90882960
mpi-pi++,16,4096,0.906915
cpp11-pi,16,8192,1.77739
openMP-pi,16,8192,1.78626
mpi-pi,16,8192,1.82448238
mpi-pi++,16,8192,1.93263
cpp11-pi,16,16384,3.68944
openMP-pi,16,16384,3.81068
mpi-pi,16,16384,3.66374313
mpi-pi++,16,16384,3.71642
cpp11-pi,16,1,0.00078
openMP-pi,16,1,0.000642
mpi-pi,16,1,0.00045973
mpi-pi++,16,1,0.000455764
cpp11-pi,16,2,0.000873
openMP-pi,16,2,0.000921
mpi-pi,16,2,0.00111662
mpi-pi++,16,2,0.000883768
cpp11-pi,16,4,0.001217
openMP-pi,16,4,0.001513
mpi-pi,16,4,0.00099052
mpi-pi++,16,4,0.00132792
cpp11-pi,16,8,0.002297
openMP-pi,16,8,0.002338
mpi-pi,16,8,0.00352514
mpi-pi++,16,8,0.00235576
cpp11-pi,16,16,0.003797
openMP-pi,16,16,0.00424
mpi-pi,16,16,0.00343826
mpi-pi++,16,16,0.00488711
cpp11-pi,16,32,0.008112
openMP-pi,16,32,0.00712
mpi-pi,16,32,0.00639542
mpi-pi++,16,32,0.00934139
cpp11-pi,16,64,0.013875
openMP-pi,16,64,0.01454
mpi-pi,16,64,0.01531674
mpi-pi++,16,64,0.0131708
cpp11-pi,16,128,0.02519
openMP-pi,16,128,0.026704
mpi-pi,16,128,0.02490080
mpi-pi++,16,128,0.02503
cpp11-pi,16,256,0.050176
openMP-pi,16,256,0.050277
mpi-pi,16,256,0.05348240
mpi-pi++,16,256,0.0495084
cpp11-pi,16,512,0.09947
openMP-pi,16,512,0.106135
mpi-pi,16,512,0.10474504
mpi-pi++,16,512,0.106822
cpp11-pi,16,1024,0.198507
openMP-pi,16,1024,0.198084
mpi-pi,16,1024,0.20505657
mpi-pi++,16,1024,0.20518
cpp11-pi,16,2048,0.397482
openMP-pi,16,2048,0.395821
mpi-pi,16,2048,0.39757448
mpi-pi++,16,2048,0.403472
cpp11-pi,16,4096,0.797373
openMP-pi,16,4096,0.792122
mpi-pi,16,4096,0.81311353
mpi-pi++,16,4096,0.827822
cpp11-pi,16,8192,1.59984
openMP-pi,16,8192,1.63774
mpi-pi,16,8192,1.68107159
mpi-pi++,16,8192,1.64451
cpp11-pi,16,16384,3.39429
openMP-pi,16,16384,3.25548
mpi-pi,16,16384,3.15971896
mpi-pi++,16,16384,3.16161
cpp11-pi,128,1,0.006209
openMP-pi,128,1,0.005083
mpi-pi,128,1,0.00194924
mpi-pi++,128,1,0.00259033
cpp11-pi,128,2,0.004811
openMP-pi,128,2,0.00478
mpi-pi,128,2,0.00215036
mpi-pi++,128,2,0.0012752
cpp11-pi,128,4,0.005125
openMP-pi,128,4,0.004294
mpi-pi,128,4,0.00058409
mpi-pi++,128,4,0.00215288
cpp11-pi,128,8,0.00551
openMP-pi,128,8,0.004284
mpi-pi,128,8,0.00116268
mpi-pi++,128,8,0.00198633
cpp11-pi,128,16,0.005452
openMP-pi,128,16,0.004796
mpi-pi,128,16,0.00122020
mpi-pi++,128,16,0.00330723
cpp11-pi,128,32,0.00564
openMP-pi,128,32,0.005254
mpi-pi,128,32,0.00171004
mpi-pi++,128,32,0.00317547
cpp11-pi,128,64,0.005751
openMP-pi,128,64,0.00638
mpi-pi,128,64,0.00549004
mpi-pi++,128,64,0.0039441
cpp11-pi,128,128,0.006705
openMP-pi,128,128,0.008182
mpi-pi,128,128,0.00687930
mpi-pi++,128,128,0.00638515
cpp11-pi,128,256,0.010941
openMP-pi,128,256,0.010934
mpi-pi,128,256,0.01089827
mpi-pi++,128,256,0.00957945
cpp11-pi,128,512,0.015752
openMP-pi,128,512,0.01692
mpi-pi,128,512,0.01598802
mpi-pi++,128,512,0.0162489
cpp11-pi,128,1024,0.028362
openMP-pi,128,1024,0.030385
mpi-pi,128,1024,0.03797662
mpi-pi++,128,1024,0.0338425
cpp11-pi,128,2048,0.054179
openMP-pi,128,2048,0.057938
mpi-pi,128,2048,0.06648137
mpi-pi++,128,2048,0.0725906
cpp11-pi,128,4096,0.105845
openMP-pi,128,4096,0.112
mpi-pi,128,4096,0.11025966
mpi-pi++,128,4096,0.143209
cpp11-pi,128,8192,0.210435
openMP-pi,128,8192,0.216738
mpi-pi,128,8192,0.28402396
mpi-pi++,128,8192,0.287728
cpp11-pi,128,16384,0.420059
openMP-pi,128,16384,0.42829
mpi-pi,128,16384,0.45754284
mpi-pi++,128,16384,0.475612
cpp11-pi,128,1,0.007009
openMP-pi,128,1,0.006015
mpi-pi,128,1,0.00174237
mpi-pi++,128,1,0.00635238
cpp11-pi,128,2,0.005124
openMP-pi,128,2,0.004505
mpi-pi,128,2,0.00255331
mpi-pi++,128,2,0.00191514
cpp11-pi,128,4,0.005298
openMP-pi,128,4,0.004997
mpi-pi,128,4,0.00125365
mpi-pi++,128,4,0.00151395
cpp11-pi,128,8,0.005482
openMP-pi,128,8,0.004747
mpi-pi,128,8,0.00091737
mpi-pi++,128,8,0.00236321
cpp11-pi,128,16,0.00561
openMP-pi,128,16,0.005009
mpi-pi,128,16,0.00252056
mpi-pi++,128,16,0.00232966
cpp11-pi,128,32,0.005702
openMP-pi,128,32,0.004912
mpi-pi,128,32,0.00338975
mpi-pi++,128,32,0.00283973
cpp11-pi,128,64,0.005973
openMP-pi,128,64,0.006162
mpi-pi,128,64,0.00340883
mpi-pi++,128,64,0.00323995
cpp11-pi,128,128,0.006979
openMP-pi,128,128,0.007849
mpi-pi,128,128,0.00694485
mpi-pi++,128,128,0.00554589
cpp11-pi,128,256,0.00987
openMP-pi,128,256,0.010377
mpi-pi,128,256,0.01038094
mpi-pi++,128,256,0.0109865
cpp11-pi,128,512,0.015912
openMP-pi,128,512,0.017192
mpi-pi,128,512,0.01852159
mpi-pi++,128,512,0.0185471
cpp11-pi,128,1024,0.028951
openMP-pi,128,1024,0.029306
mpi-pi,128,1024,0.03574539
mpi-pi++,128,1024,0.0394282
cpp11-pi,128,2048,0.055006
openMP-pi,128,2048,0.058234
mpi-pi,128,2048,0.06832242
mpi-pi++,128,2048,0.067451
cpp11-pi,128,4096,0.107871
openMP-pi,128,4096,0.111707
mpi-pi,128,4096,0.13030489
mpi-pi++,128,4096,0.119032
cpp11-pi,128,8192,0.212652
openMP-pi,128,8192,0.216799
mpi-pi,128,8192,0.25923679
mpi-pi++,128,8192,0.220879
cpp11-pi,128,16384,0.424372
openMP-pi,128,16384,0.429976
mpi-pi,128,16384,0.48540428
mpi-pi++,128,16384,0.522249
cpp11-pi,16,1,0.001084
openMP-pi,16,1,0.012315
mpi-pi,16,1,0.00065018
mpi-pi++,16,1,0.000674435
cpp11-pi,16,2,0.001182
openMP-pi,16,2,0.012225
mpi-pi,16,2,0.00107461
mpi-pi++,16,2,0.00105286
cpp11-pi,16,4,0.002236
openMP-pi,16,4,0.008928
mpi-pi,16,4,0.00174859
mpi-pi++,16,4,0.00165695
cpp11-pi,16,8,0.003342
openMP-pi,16,8,0.01575
mpi-pi,16,8,0.00348894
mpi-pi++,16,8,0.0021996
cpp11-pi,16,16,0.006677
openMP-pi,16,16,0.01228
mpi-pi,16,16,0.00331540
mpi-pi++,16,16,0.0043719
cpp11-pi,16,32,0.013752
openMP-pi,16,32,0.018866
mpi-pi,16,32,0.01186895
mpi-pi++,16,32,0.0128603
cpp11-pi,16,64,0.016484
openMP-pi,16,64,0.016665
mpi-pi,16,64,0.01602155
mpi-pi++,16,64,0.0161248
cpp11-pi,16,128,0.032258
openMP-pi,16,128,0.032318
mpi-pi,16,128,0.03970531
mpi-pi++,16,128,0.035623
cpp11-pi,16,256,0.065888
openMP-pi,16,256,0.070278
mpi-pi,16,256,0.06322579
mpi-pi++,16,256,0.0651371
cpp11-pi,16,512,0.130734
openMP-pi,16,512,0.129577
mpi-pi,16,512,0.12526149
mpi-pi++,16,512,0.166898
cpp11-pi,16,1024,0.255251
openMP-pi,16,1024,0.252124
mpi-pi,16,1024,0.24129228
mpi-pi++,16,1024,0.243769
cpp11-pi,16,2048,0.497307
openMP-pi,16,2048,0.467126
mpi-pi,16,2048,0.46848697
mpi-pi++,16,2048,0.46568
cpp11-pi,16,4096,0.932855
openMP-pi,16,4096,0.968261
mpi-pi,16,4096,0.92752990
mpi-pi++,16,4096,0.918434
cpp11-pi,16,8192,1.82982
openMP-pi,16,8192,1.83572
mpi-pi,16,8192,1.89917876
mpi-pi++,16,8192,1.99064
cpp11-pi,16,16384,3.75306
openMP-pi,16,16384,4.02457
mpi-pi,16,16384,3.73103728
mpi-pi++,16,16384,3.62835
cpp11-pi,128,1,0.005895
openMP-pi,128,1,0.005225
mpi-pi,128,1,0.00172651
mpi-pi++,128,1,0.00198854
cpp11-pi,128,2,0.004814
openMP-pi,128,2,0.003854
mpi-pi,128,2,0.00150020
mpi-pi++,128,2,0.00170201
cpp11-pi,128,4,0.004836
openMP-pi,128,4,0.004166
mpi-pi,128,4,0.00156478
mpi-pi++,128,4,0.00114594
cpp11-pi,128,8,0.005113
openMP-pi,128,8,0.004405
mpi-pi,128,8,0.00227940
mpi-pi++,128,8,0.00179934
cpp11-pi,128,16,0.005331
openMP-pi,128,16,0.004781
mpi-pi,128,16,0.00240531
mpi-pi++,128,16,0.0022314
cpp11-pi,128,32,0.004821
openMP-pi,128,32,0.005096
mpi-pi,128,32,0.00310047
mpi-pi++,128,32,0.00208565
cpp11-pi,128,64,0.005352
openMP-pi,128,64,0.005812
mpi-pi,128,64,0.00392152
mpi-pi++,128,64,0.0033057
cpp11-pi,128,128,0.006751
openMP-pi,128,128,0.007723
mpi-pi,128,128,0.00639966
mpi-pi++,128,128,0.00552188
cpp11-pi,128,256,0.010211
openMP-pi,128,256,0.010411
mpi-pi,128,256,0.01155265
mpi-pi++,128,256,0.0101135
cpp11-pi,128,512,0.015404
openMP-pi,128,512,0.017232
mpi-pi,128,512,0.01985190
mpi-pi++,128,512,0.0180687
cpp11-pi,128,1024,0.029256
openMP-pi,128,1024,0.030733
mpi-pi,128,1024,0.04010340
mpi-pi++,128,1024,0.0355123
cpp11-pi,128,2048,0.057781
openMP-pi,128,2048,0.055815
mpi-pi,128,2048,0.06565778
mpi-pi++,128,2048,0.0607969
cpp11-pi,128,4096,0.112184
openMP-pi,128,4096,0.111902
mpi-pi,128,4096,0.12310727
mpi-pi++,128,4096,0.129451
cpp11-pi,128,8192,0.216165
openMP-pi,128,8192,0.216978
mpi-pi,128,8192,0.26039025
mpi-pi++,128,8192,0.253523
cpp11-pi,128,16384,0.427733
openMP-pi,128,16384,0.441648
mpi-pi,128,16384,0.50438344
mpi-pi++,128,16384,0.498691
cpp11-pi,16,1,0.000615
openMP-pi,16,1,0.000705
mpi-pi,16,1,0.00043220
mpi-pi++,16,1,0.000388738
cpp11-pi,16,2,0.002163
openMP-pi,16,2,0.001885
mpi-pi,16,2,0.00099928
mpi-pi++,16,2,0.00104985
cpp11-pi,16,4,0.001207
openMP-pi,16,4,0.00146
mpi-pi,16,4,0.00168971
mpi-pi++,16,4,0.00128801
cpp11-pi,16,8,0.002189
openMP-pi,16,8,0.002491
mpi-pi,16,8,0.00275241
mpi-pi++,16,8,0.00199956
cpp11-pi,16,16,0.004024
openMP-pi,16,16,0.003916
mpi-pi,16,16,0.00341876
mpi-pi++,16,16,0.00378756
cpp11-pi,16,32,0.006846
openMP-pi,16,32,0.006768
mpi-pi,16,32,0.00972531
mpi-pi++,16,32,0.00686029
cpp11-pi,16,64,0.012926
openMP-pi,16,64,0.015857
mpi-pi,16,64,0.01527150
mpi-pi++,16,64,0.0125226
cpp11-pi,16,128,0.025289
openMP-pi,16,128,0.025582
mpi-pi,16,128,0.02850779
mpi-pi++,16,128,0.0267719
cpp11-pi,16,256,0.049843
openMP-pi,16,256,0.049832
mpi-pi,16,256,0.04945815
mpi-pi++,16,256,0.0633934
cpp11-pi,16,512,0.099574
openMP-pi,16,512,0.099129
mpi-pi,16,512,0.10131933
mpi-pi++,16,512,0.103455
cpp11-pi,16,1024,0.198234
openMP-pi,16,1024,0.19872
mpi-pi,16,1024,0.20151743
mpi-pi++,16,1024,0.19993
cpp11-pi,16,2048,0.395516
openMP-pi,16,2048,0.397559
mpi-pi,16,2048,0.40312040
mpi-pi++,16,2048,0.404103
cpp11-pi,16,4096,0.802318
openMP-pi,16,4096,0.795203
mpi-pi,16,4096,0.80470101
mpi-pi++,16,4096,0.8011
cpp11-pi,16,8192,1.63529
openMP-pi,16,8192,1.62178
mpi-pi,16,8192,1.65771366
mpi-pi++,16,8192,1.68787
cpp11-pi,16,16384,3.33177
openMP-pi,16,16384,3.24723
mpi-pi,16,16384,3.16711795
mpi-pi++,16,16384,3.1559
cpp11-pi,128,1,0.006006
openMP-pi,128,1,0.004733
mpi-pi,128,1,0.00121342
mpi-pi++,128,1,0.0034533
cpp11-pi,128,2,0.00589
openMP-pi,128,2,0.004723
mpi-pi,128,2,0.00072976
mpi-pi++,128,2,0.00195504
cpp11-pi,128,4,0.005646
openMP-pi,128,4,0.004979
mpi-pi,128,4,0.00125655
mpi-pi++,128,4,0.00143999
cpp11-pi,128,8,0.004842
openMP-pi,128,8,0.004458
mpi-pi,128,8,0.00232213
mpi-pi++,128,8,0.00256704
cpp11-pi,128,16,0.005934
openMP-pi,128,16,0.00476
mpi-pi,128,16,0.00120399
mpi-pi++,128,16,0.00154275
cpp11-pi,128,32,0.005452
openMP-pi,128,32,0.005329
mpi-pi,128,32,0.00321996
mpi-pi++,128,32,0.0029918
cpp11-pi,128,64,0.006261
openMP-pi,128,64,0.005899
mpi-pi,128,64,0.00332153
mpi-pi++,128,64,0.00509856
cpp11-pi,128,128,0.006817
openMP-pi,128,128,0.007695
mpi-pi,128,128,0.00770295
mpi-pi++,128,128,0.0055575
cpp11-pi,128,256,0.009892
openMP-pi,128,256,0.010835
mpi-pi,128,256,0.00908966
mpi-pi++,128,256,0.010422
cpp11-pi,128,512,0.016329
openMP-pi,128,512,0.017369
mpi-pi,128,512,0.01911613
mpi-pi++,128,512,0.0179415
cpp11-pi,128,1024,0.02886
openMP-pi,128,1024,0.030764
mpi-pi,128,1024,0.03391364
mpi-pi++,128,1024,0.0345072
cpp11-pi,128,2048,0.055229
openMP-pi,128,2048,0.057746
mpi-pi,128,2048,0.06663790
mpi-pi++,128,2048,0.0692474
cpp11-pi,128,4096,0.107186
openMP-pi,128,4096,0.11222
mpi-pi,128,4096,0.14498235
mpi-pi++,128,4096,0.145274
cpp11-pi,128,8192,0.212374
openMP-pi,128,8192,0.216916
mpi-pi,128,8192,0.27931797
mpi-pi++,128,8192,0.28127
cpp11-pi,128,16384,0.424621
openMP-pi,128,16384,0.427005
mpi-pi,128,16384,0.50231264
mpi-pi++,128,16384,0.465603
cpp11-pi,16,1,0.001357
openMP-pi,16,1,0.010521
mpi-pi,16,1,0.00121824
mpi-pi++,16,1,0.000808363
cpp11-pi,16,2,0.001338
openMP-pi,16,2,0.00598
mpi-pi,16,2,0.00095202
mpi-pi++,16,2,0.000912437
cpp11-pi,16,4,0.002262
openMP-pi,16,4,0.007007
mpi-pi,16,4,0.00225810
mpi-pi++,16,4,0.00171952
cpp11-pi,16,8,0.003371
openMP-pi,16,8,0.005397
mpi-pi,16,8,0.00364106
mpi-pi++,16,8,0.00333858
cpp11-pi,16,16,0.00761
openMP-pi,16,16,0.01577
mpi-pi,16,16,0.00569327
mpi-pi++,16,16,0.0060055
cpp11-pi,16,32,0.0123
openMP-pi,16,32,0.015523
mpi-pi,16,32,0.01269402
mpi-pi++,16,32,0.00993059
cpp11-pi,16,64,0.020394
openMP-pi,16,64,0.028005
mpi-pi,16,64,0.01677600
mpi-pi++,16,64,0.0182552
cpp11-pi,16,128,0.031362
openMP-pi,16,128,0.040785
mpi-pi,16,128,0.03261350
mpi-pi++,16,128,0.0363782
cpp11-pi,16,256,0.071639
openMP-pi,16,256,0.077739
mpi-pi,16,256,0.06448616
mpi-pi++,16,256,0.0740826
cpp11-pi,16,512,0.121304
openMP-pi,16,512,0.130267
mpi-pi,16,512,0.12804117
mpi-pi++,16,512,0.124852
cpp11-pi,16,1024,0.246761
openMP-pi,16,1024,0.257695
mpi-pi,16,1024,0.25333764
mpi-pi++,16,1024,0.255929
cpp11-pi,16,2048,0.504653
openMP-pi,16,2048,0.520885
mpi-pi,16,2048,0.50800804
mpi-pi++,16,2048,0.489116
cpp11-pi,16,4096,1.01649
openMP-pi,16,4096,1.03468
mpi-pi,16,4096,0.98700532
mpi-pi++,16,4096,0.989135
cpp11-pi,16,8192,1.99147
openMP-pi,16,8192,2.00115
mpi-pi,16,8192,1.96914125
mpi-pi++,16,8192,1.94871
cpp11-pi,16,16384,3.97314
openMP-pi,16,16384,4.01916
mpi-pi,16,16384,3.90065232
mpi-pi++,16,16384,3.96089
cpp11-pi,128,1,0.00606
openMP-pi,128,1,0.005183
mpi-pi,128,1,0.00141570
mpi-pi++,128,1,0.00146893
cpp11-pi,128,2,0.005498
openMP-pi,128,2,0.004114
mpi-pi,128,2,0.00113955
mpi-pi++,128,2,0.00263901
cpp11-pi,128,4,0.005233
openMP-pi,128,4,0.00453
mpi-pi,128,4,0.00228345
mpi-pi++,128,4,0.00124388
cpp11-pi,128,8,0.004984
openMP-pi,128,8,0.004288
mpi-pi,128,8,0.00232959
mpi-pi++,128,8,0.00299095
cpp11-pi,128,16,0.006179
openMP-pi,128,16,0.00455
mpi-pi,128,16,0.00119201
mpi-pi++,128,16,0.00268953
cpp11-pi,128,32,0.004904
openMP-pi,128,32,0.005077
mpi-pi,128,32,0.00217811
mpi-pi++,128,32,0.0018893
cpp11-pi,128,64,0.005921
openMP-pi,128,64,0.00643
mpi-pi,128,64,0.00349087
mpi-pi++,128,64,0.00360659
cpp11-pi,128,128,0.006423
openMP-pi,128,128,0.008015
mpi-pi,128,128,0.00580302
mpi-pi++,128,128,0.0065848
cpp11-pi,128,256,0.010184
openMP-pi,128,256,0.010399
mpi-pi,128,256,0.01238156
mpi-pi++,128,256,0.0101287
cpp11-pi,128,512,0.015653
openMP-pi,128,512,0.016886
mpi-pi,128,512,0.01946913
mpi-pi++,128,512,0.0167165
cpp11-pi,128,1024,0.028378
openMP-pi,128,1024,0.030494
mpi-pi,128,1024,0.03407464
mpi-pi++,128,1024,0.0335514
cpp11-pi,128,2048,0.056752
openMP-pi,128,2048,0.05635
mpi-pi,128,2048,0.06556527
mpi-pi++,128,2048,0.0693437
cpp11-pi,128,4096,0.106137
openMP-pi,128,4096,0.112113
mpi-pi,128,4096,0.11974370
mpi-pi++,128,4096,0.143245
cpp11-pi,128,8192,0.210467
openMP-pi,128,8192,0.216729
mpi-pi,128,8192,0.25914411
mpi-pi++,128,8192,0.224209
cpp11-pi,128,16384,0.42179
openMP-pi,128,16384,0.428971
mpi-pi,128,16384,0.48389314
mpi-pi++,128,16384,0.507709
cpp11-pi,128,1,0.006654
openMP-pi,128,1,0.011501
mpi-pi,128,1,0.00246062
mpi-pi++,128,1,0.00215074
cpp11-pi,128,2,0.004883
openMP-pi,128,2,0.004396
mpi-pi,128,2,0.00093678
mpi-pi++,128,2,0.00111283
cpp11-pi,128,4,0.00481
openMP-pi,128,4,0.004308
mpi-pi,128,4,0.00272509
mpi-pi++,128,4,0.0018108
cpp11-pi,128,8,0.004673
openMP-pi,128,8,0.004061
mpi-pi,128,8,0.00146908
mpi-pi++,128,8,0.0013131
cpp11-pi,128,16,0.005365
openMP-pi,128,16,0.004312
mpi-pi,128,16,0.00123998
mpi-pi++,128,16,0.00234851
cpp11-pi,128,32,0.005538
openMP-pi,128,32,0.005236
mpi-pi,128,32,0.00306838
mpi-pi++,128,32,0.00278979
cpp11-pi,128,64,0.005702
openMP-pi,128,64,0.006026
mpi-pi,128,64,0.00474012
mpi-pi++,128,64,0.00362445
cpp11-pi,128,128,0.006733
openMP-pi,128,128,0.007756
mpi-pi,128,128,0.00661865
mpi-pi++,128,128,0.00773628
cpp11-pi,128,256,0.010427
openMP-pi,128,256,0.010567
mpi-pi,128,256,0.01138360
mpi-pi++,128,256,0.00993891
cpp11-pi,128,512,0.01603
openMP-pi,128,512,0.016936
mpi-pi,128,512,0.01718401
mpi-pi++,128,512,0.0188905
cpp11-pi,128,1024,0.030635
openMP-pi,128,1024,0.03161
mpi-pi,128,1024,0.03535525
mpi-pi++,128,1024,0.0310283
cpp11-pi,128,2048,0.055588
openMP-pi,128,2048,0.057393
mpi-pi,128,2048,0.07204219
mpi-pi++,128,2048,0.0691768
cpp11-pi,128,4096,0.124329
openMP-pi,128,4096,0.113613
mpi-pi,128,4096,0.13021903
mpi-pi++,128,4096,0.122861
cpp11-pi,128,8192,0.222907
openMP-pi,128,8192,0.225391
mpi-pi,128,8192,0.26452716
mpi-pi++,128,8192,0.249001
cpp11-pi,128,16384,0.428989
openMP-pi,128,16384,0.428559
mpi-pi,128,16384,0.50513152
mpi-pi++,128,16384,0.455951
cpp11-pi,16,1,0.001006
openMP-pi,16,1,0.00085
mpi-pi,16,1,0.00055280
mpi-pi++,16,1,0.000557048
cpp11-pi,16,2,0.001025
openMP-pi,16,2,0.001419
mpi-pi,16,2,0.00076391
mpi-pi++,16,2,0.000854517
cpp11-pi,16,4,0.001214
openMP-pi,16,4,0.001476
mpi-pi,16,4,0.00219422
mpi-pi++,16,4,0.00162265
cpp11-pi,16,8,0.002328
openMP-pi,16,8,0.003137
mpi-pi,16,8,0.00175733
mpi-pi++,16,8,0.00179564
cpp11-pi,16,16,0.003798
openMP-pi,16,16,0.003809
mpi-pi,16,16,0.00332457
mpi-pi++,16,16,0.00341041
cpp11-pi,16,32,0.007174
openMP-pi,16,32,0.006783
mpi-pi,16,32,0.00819564
mpi-pi++,16,32,0.00850758
cpp11-pi,16,64,0.01286
openMP-pi,16,64,0.013909
mpi-pi,16,64,0.01578323
mpi-pi++,16,64,0.0141023
cpp11-pi,16,128,0.025362
openMP-pi,16,128,0.025532
mpi-pi,16,128,0.02524963
mpi-pi++,16,128,0.0316446
cpp11-pi,16,256,0.049959
openMP-pi,16,256,0.050837
mpi-pi,16,256,0.04961654
mpi-pi++,16,256,0.0501871
cpp11-pi,16,512,0.099578
openMP-pi,16,512,0.1001
mpi-pi,16,512,0.09951006
mpi-pi++,16,512,0.0991602
cpp11-pi,16,1024,0.199602
openMP-pi,16,1024,0.199268
mpi-pi,16,1024,0.19786221
mpi-pi++,16,1024,0.210235
cpp11-pi,16,2048,0.397525
openMP-pi,16,2048,0.400363
mpi-pi,16,2048,0.40618088
mpi-pi++,16,2048,0.396003
cpp11-pi,16,4096,0.804752
openMP-pi,16,4096,0.794849
mpi-pi,16,4096,0.80532800
mpi-pi++,16,4096,0.840894
cpp11-pi,16,8192,1.62751
openMP-pi,16,8192,1.68293
mpi-pi,16,8192,1.65716643
mpi-pi++,16,8192,1.72198
cpp11-pi,16,16384,3.33363
openMP-pi,16,16384,3.16166
mpi-pi,16,16384,3.15981487
mpi-pi++,16,16384,3.15426
cpp11-pi,16,1,0.001013
openMP-pi,16,1,0.000707
mpi-pi,16,1,0.00043726
mpi-pi++,16,1,0.000761264
cpp11-pi,16,2,0.000815
openMP-pi,16,2,0.001069
mpi-pi,16,2,0.00088588
mpi-pi++,16,2,0.000773514
cpp11-pi,16,4,0.001201
openMP-pi,16,4,0.001626
mpi-pi,16,4,0.00125323
mpi-pi++,16,4,0.00133825
cpp11-pi,16,8,0.00223
openMP-pi,16,8,0.00227
mpi-pi,16,8,0.00251869
mpi-pi++,16,8,0.00250278
cpp11-pi,16,16,0.003723
openMP-pi,16,16,0.003895
mpi-pi,16,16,0.00479374
mpi-pi++,16,16,0.00356624
cpp11-pi,16,32,0.006853
openMP-pi,16,32,0.006725
mpi-pi,16,32,0.00955762
mpi-pi++,16,32,0.00685009
cpp11-pi,16,64,0.012966
openMP-pi,16,64,0.016545
mpi-pi,16,64,0.01510345
mpi-pi++,16,64,0.0130878
cpp11-pi,16,128,0.02569
openMP-pi,16,128,0.025774
mpi-pi,16,128,0.03113763
mpi-pi++,16,128,0.031325
cpp11-pi,16,256,0.050322
openMP-pi,16,256,0.051044
mpi-pi,16,256,0.04940375
mpi-pi++,16,256,0.0499121
cpp11-pi,16,512,0.099604
openMP-pi,16,512,0.100176
mpi-pi,16,512,0.10279221
mpi-pi++,16,512,0.10312
cpp11-pi,16,1024,0.200256
openMP-pi,16,1024,0.199314
mpi-pi,16,1024,0.19884872
mpi-pi++,16,1024,0.198726
cpp11-pi,16,2048,0.395542
openMP-pi,16,2048,0.398914
mpi-pi,16,2048,0.40014877
mpi-pi++,16,2048,0.396142
cpp11-pi,16,4096,0.805115
openMP-pi,16,4096,0.795361
mpi-pi,16,4096,0.80932009
mpi-pi++,16,4096,0.82165
cpp11-pi,16,8192,1.61722
openMP-pi,16,8192,1.67859
mpi-pi,16,8192,1.65838164
mpi-pi++,16,8192,1.72035
cpp11-pi,16,16384,3.33579
openMP-pi,16,16384,3.16246
mpi-pi,16,16384,3.16267615
mpi-pi++,16,16384,3.16063
cpp11-pi,128,1,0.005702
openMP-pi,128,1,0.004717
mpi-pi,128,1,0.00178664
mpi-pi++,128,1,0.00129992
cpp11-pi,128,2,0.004668
openMP-pi,128,2,0.0039
mpi-pi,128,2,0.00138370
mpi-pi++,128,2,0.000991892
cpp11-pi,128,4,0.004948
openMP-pi,128,4,0.003929
mpi-pi,128,4,0.00054043
mpi-pi++,128,4,0.00159062
cpp11-pi,128,8,0.004994
openMP-pi,128,8,0.005324
mpi-pi,128,8,0.00072936
mpi-pi++,128,8,0.00226478
cpp11-pi,128,16,0.004616
openMP-pi,128,16,0.004293
mpi-pi,128,16,0.00249807
mpi-pi++,128,16,0.00217193
cpp11-pi,128,32,0.005654
openMP-pi,128,32,0.005012
mpi-pi,128,32,0.00245334
mpi-pi++,128,32,0.00381911
cpp11-pi,128,64,0.005546
openMP-pi,128,64,0.00639
mpi-pi,128,64,0.00365653
mpi-pi++,128,64,0.00334503
cpp11-pi,128,128,0.006336
openMP-pi,128,128,0.007772
mpi-pi,128,128,0.00671720
mpi-pi++,128,128,0.00668305
cpp11-pi,128,256,0.009904
openMP-pi,128,256,0.010634
mpi-pi,128,256,0.01150736
mpi-pi++,128,256,0.0104986
cpp11-pi,128,512,0.015403
openMP-pi,128,512,0.016688
mpi-pi,128,512,0.02039902
mpi-pi++,128,512,0.0196936
cpp11-pi,128,1024,0.030348
openMP-pi,128,1024,0.031593
mpi-pi,128,1024,0.03613613
mpi-pi++,128,1024,0.0409975
cpp11-pi,128,2048,0.055214
openMP-pi,128,2048,0.058532
mpi-pi,128,2048,0.08183545
mpi-pi++,128,2048,0.0675739
cpp11-pi,128,4096,0.111863
openMP-pi,128,4096,0.11428
mpi-pi,128,4096,0.13545791
mpi-pi++,128,4096,0.134717
cpp11-pi,128,8192,0.218654
openMP-pi,128,8192,0.219551
mpi-pi,128,8192,0.28001246
mpi-pi++,128,8192,0.267834
cpp11-pi,128,16384,0.467114
openMP-pi,128,16384,0.431461
