name,threads,n,run,duration
openMP-pi,4,16,4,0.008669
mpi-pi,4,16,4,0.01375867
mpi-pi++,4,16,4,0.0235565
cpp11-pi,4,16,5,0.010742
openMP-pi,4,16,5,0.007988
mpi-pi,4,16,5,0.02364145
mpi-pi++,4,16,5,0.0235219
cpp11-pi,4,16,6,0.012447
openMP-pi,4,16,6,0.008387
mpi-pi,4,16,6,0.01386635
mpi-pi++,4,16,6,0.0235382
cpp11-pi,4,16,7,0.010266
openMP-pi,4,16,7,0.005242
mpi-pi,4,16,7,0.01396558
mpi-pi++,4,16,7,0.0235035
cpp11-pi,4,16,8,0.008319
openMP-pi,4,16,8,0.006783
mpi-pi,4,16,8,0.02368537
mpi-pi++,4,16,8,0.0237019
cpp11-pi,4,16,9,0.008223
openMP-pi,4,16,9,0.005258
mpi-pi,4,16,9,0.01377538
mpi-pi++,4,16,9,0.0238993
cpp11-pi,4,16,10,0.008058
openMP-pi,4,16,10,0.004983
mpi-pi,4,16,10,0.01713276
mpi-pi++,4,16,10,0.0237337
cpp11-pi,8,16,1,0.005873
openMP-pi,8,16,1,0.007948
mpi-pi,8,16,1,0.03215465
mpi-pi++,8,16,1,0.0318526
cpp11-pi,8,16,2,0.007258
openMP-pi,8,16,2,0.007796
mpi-pi,8,16,2,0.02249003
mpi-pi++,8,16,2,0.0324824
cpp11-pi,8,16,3,0.006915
openMP-pi,8,16,3,0.005434
mpi-pi,8,16,3,0.03204303
mpi-pi++,8,16,3,0.0319464
cpp11-pi,8,16,4,0.006262
openMP-pi,8,16,4,0.0088
mpi-pi,8,16,4,0.03199155
mpi-pi++,8,16,4,0.0319951
cpp11-pi,8,16,5,0.006678
openMP-pi,8,16,5,0.010559
mpi-pi,8,16,5,0.03195552
mpi-pi++,8,16,5,0.0225418
cpp11-pi,8,16,6,0.007793
openMP-pi,8,16,6,0.007957
mpi-pi,8,16,6,0.03187011
mpi-pi++,8,16,6,0.0225278
cpp11-pi,8,16,7,0.007219
openMP-pi,8,16,7,0.007278
mpi-pi,8,16,7,0.03184215
mpi-pi++,8,16,7,0.0338106
cpp11-pi,8,16,8,0.005795
openMP-pi,8,16,8,0.009799
mpi-pi,8,16,8,0.03191830
mpi-pi++,8,16,8,0.0319923
cpp11-pi,8,16,9,0.007151
openMP-pi,8,16,9,0.006651
mpi-pi,8,16,9,0.02378978
mpi-pi++,8,16,9,0.0319899
cpp11-pi,8,16,10,0.007067
openMP-pi,8,16,10,0.008909
mpi-pi,8,16,10,0.02382190
mpi-pi++,8,16,10,0.0319736
cpp11-pi,1,32,1,0.038985
openMP-pi,1,32,1,0.029746
mpi-pi,1,32,1,0.02820291
mpi-pi++,1,32,1,0.0279321
cpp11-pi,1,32,2,0.035085
openMP-pi,1,32,2,0.029641
mpi-pi,1,32,2,0.02861533
mpi-pi++,1,32,2,0.0279165
cpp11-pi,1,32,3,0.033004
openMP-pi,1,32,3,0.029549
mpi-pi,1,32,3,0.02817583
mpi-pi++,1,32,3,0.0277568
cpp11-pi,1,32,4,0.032539
openMP-pi,1,32,4,0.029554
mpi-pi,1,32,4,0.02826412
mpi-pi++,1,32,4,0.0277652
cpp11-pi,1,32,5,0.032756
openMP-pi,1,32,5,0.029543
mpi-pi,1,32,5,0.02905901
mpi-pi++,1,32,5,0.0279047
cpp11-pi,1,32,6,0.038777
openMP-pi,1,32,6,0.030048
mpi-pi,1,32,6,0.02817600
mpi-pi++,1,32,6,0.0278635
cpp11-pi,1,32,7,0.03587
openMP-pi,1,32,7,0.029685
mpi-pi,1,32,7,0.02815378
mpi-pi++,1,32,7,0.0278055
cpp11-pi,1,32,8,0.032559
openMP-pi,1,32,8,0.029566
mpi-pi,1,32,8,0.02819784
mpi-pi++,1,32,8,0.0282733
cpp11-pi,1,32,9,0.035107
openMP-pi,1,32,9,0.029569
mpi-pi,1,32,9,0.02815652
mpi-pi++,1,32,9,0.0277808
cpp11-pi,1,32,10,0.032507
openMP-pi,1,32,10,0.029649
mpi-pi,1,32,10,0.02815264
mpi-pi++,1,32,10,0.0277426
cpp11-pi,2,32,1,0.019146
openMP-pi,2,32,1,0.015653
mpi-pi,2,32,1,0.02405774
mpi-pi++,2,32,1,0.0239473
cpp11-pi,2,32,2,0.018599
openMP-pi,2,32,2,0.015312
mpi-pi,2,32,2,0.02412722
mpi-pi++,2,32,2,0.0140586
cpp11-pi,2,32,3,0.018238
openMP-pi,2,32,3,0.015481
mpi-pi,2,32,3,0.01446898
mpi-pi++,2,32,3,0.0239362
cpp11-pi,2,32,4,0.018953
openMP-pi,2,32,4,0.015839
mpi-pi,2,32,4,0.02411417
mpi-pi++,2,32,4,0.0141711
cpp11-pi,2,32,5,0.020027
openMP-pi,2,32,5,0.015835
mpi-pi,2,32,5,0.01462184
mpi-pi++,2,32,5,0.0141073
cpp11-pi,2,32,6,0.018664
openMP-pi,2,32,6,0.015569
mpi-pi,2,32,6,0.02411209
mpi-pi++,2,32,6,0.0141491
cpp11-pi,2,32,7,0.027057
openMP-pi,2,32,7,0.015494
mpi-pi,2,32,7,0.02405076
mpi-pi++,2,32,7,0.0239593
cpp11-pi,2,32,8,0.018729
openMP-pi,2,32,8,0.015047
mpi-pi,2,32,8,0.01453162
mpi-pi++,2,32,8,0.0142965
cpp11-pi,2,32,9,0.014394
openMP-pi,2,32,9,0.015424
mpi-pi,2,32,9,0.02415710
mpi-pi++,2,32,9,0.023855
cpp11-pi,2,32,10,0.023397
openMP-pi,2,32,10,0.015512
mpi-pi,2,32,10,0.02416441
mpi-pi++,2,32,10,0.0142028
cpp11-pi,4,32,1,0.010627
openMP-pi,4,32,1,0.009803
mpi-pi,4,32,1,0.02745490
mpi-pi++,4,32,1,0.0172264
cpp11-pi,4,32,2,0.019253
openMP-pi,4,32,2,0.014332
mpi-pi,4,32,2,0.01733331
mpi-pi++,4,32,2,0.0172445
cpp11-pi,4,32,3,0.019799
openMP-pi,4,32,3,0.008576
mpi-pi,4,32,3,0.01746923
mpi-pi++,4,32,3,0.0174461
cpp11-pi,4,32,4,0.011661
openMP-pi,4,32,4,0.008545
mpi-pi,4,32,4,0.01745341
mpi-pi++,4,32,4,0.0273044
cpp11-pi,4,32,5,0.011859
openMP-pi,4,32,5,0.008337
mpi-pi,4,32,5,0.02715926
mpi-pi++,4,32,5,0.0272481
cpp11-pi,4,32,6,0.019305
openMP-pi,4,32,6,0.008908
mpi-pi,4,32,6,0.01725674
mpi-pi++,4,32,6,0.0173277
cpp11-pi,4,32,7,0.012001
openMP-pi,4,32,7,0.009316
mpi-pi,4,32,7,0.01724980
mpi-pi++,4,32,7,0.0292116
cpp11-pi,4,32,8,0.015979
openMP-pi,4,32,8,0.00939
mpi-pi,4,32,8,0.02736881
mpi-pi++,4,32,8,0.0271833
cpp11-pi,4,32,9,0.019674
openMP-pi,4,32,9,0.008806
mpi-pi,4,32,9,0.02736746
mpi-pi++,4,32,9,0.0270478
cpp11-pi,4,32,10,0.011308
openMP-pi,4,32,10,0.008802
mpi-pi,4,32,10,0.01728548
mpi-pi++,4,32,10,0.0275949
cpp11-pi,8,32,1,0.008161
openMP-pi,8,32,1,0.005501
mpi-pi,8,32,1,0.03773032
mpi-pi++,8,32,1,0.0277106
cpp11-pi,8,32,2,0.008016
openMP-pi,8,32,2,0.010542
mpi-pi,8,32,2,0.03382428
mpi-pi++,8,32,2,0.0276567
cpp11-pi,8,32,3,0.011894
openMP-pi,8,32,3,0.011205
mpi-pi,8,32,3,0.02796127
mpi-pi++,8,32,3,0.0275584
cpp11-pi,8,32,4,0.007676
openMP-pi,8,32,4,0.006537
mpi-pi,8,32,4,0.02763945
mpi-pi++,8,32,4,0.0338985
cpp11-pi,8,32,5,0.011706
openMP-pi,8,32,5,0.007447
mpi-pi,8,32,5,0.03480769
mpi-pi++,8,32,5,0.0338239
cpp11-pi,8,32,6,0.011683
openMP-pi,8,32,6,0.007465
mpi-pi,8,32,6,0.03394809
mpi-pi++,8,32,6,0.0336634
cpp11-pi,8,32,7,0.009446
openMP-pi,8,32,7,0.006497
mpi-pi,8,32,7,0.02773171
mpi-pi++,8,32,7,0.0338813
cpp11-pi,8,32,8,0.012147
openMP-pi,8,32,8,0.010506
mpi-pi,8,32,8,0.02405157
mpi-pi++,8,32,8,0.0352791
cpp11-pi,8,32,9,0.008087
openMP-pi,8,32,9,0.007682
mpi-pi,8,32,9,0.03539813
mpi-pi++,8,32,9,0.0336509
cpp11-pi,8,32,10,0.008244
openMP-pi,8,32,10,0.005249
mpi-pi,8,32,10,0.03505664
mpi-pi++,8,32,10,0.0276484
cpp11-pi,1,64,1,0.07019
openMP-pi,1,64,1,0.058343
mpi-pi,1,64,1,0.05625938
mpi-pi++,1,64,1,0.0553527
cpp11-pi,1,64,2,0.060385
openMP-pi,1,64,2,0.058025
mpi-pi,1,64,2,0.05656489
mpi-pi++,1,64,2,0.0554927
cpp11-pi,1,64,3,0.060389
openMP-pi,1,64,3,0.058389
mpi-pi,1,64,3,0.05669734
mpi-pi++,1,64,3,0.0556392
cpp11-pi,1,64,4,0.060892
openMP-pi,1,64,4,0.05822
mpi-pi,1,64,4,0.05672286
mpi-pi++,1,64,4,0.0554518
cpp11-pi,1,64,5,0.060665
openMP-pi,1,64,5,0.058022
mpi-pi,1,64,5,0.05618651
mpi-pi++,1,64,5,0.056021
cpp11-pi,1,64,6,0.069653
openMP-pi,1,64,6,0.059055
mpi-pi,1,64,6,0.05742455
mpi-pi++,1,64,6,0.0560373
cpp11-pi,1,64,7,0.063131
openMP-pi,1,64,7,0.058456
mpi-pi,1,64,7,0.05652939
mpi-pi++,1,64,7,0.0562583
cpp11-pi,1,64,8,0.05762
openMP-pi,1,64,8,0.058446
mpi-pi,1,64,8,0.05702824
mpi-pi++,1,64,8,0.0559659
cpp11-pi,1,64,9,0.057333
openMP-pi,1,64,9,0.059305
mpi-pi,1,64,9,0.05675727
mpi-pi++,1,64,9,0.0558227
cpp11-pi,1,64,10,0.069587
openMP-pi,1,64,10,0.060181
mpi-pi,1,64,10,0.06393811
mpi-pi++,1,64,10,0.0568985
cpp11-pi,2,64,1,0.038321
openMP-pi,2,64,1,0.043387
mpi-pi,2,64,1,0.03830169
mpi-pi++,2,64,1,0.0383307
cpp11-pi,2,64,2,0.030632
openMP-pi,2,64,2,0.036823
mpi-pi,2,64,2,0.03922681
mpi-pi++,2,64,2,0.0392988
cpp11-pi,2,64,3,0.032151
openMP-pi,2,64,3,0.031073
mpi-pi,2,64,3,0.04004546
mpi-pi++,2,64,3,0.0425193
cpp11-pi,2,64,4,0.031697
openMP-pi,2,64,4,0.038673
mpi-pi,2,64,4,0.03193269
mpi-pi++,2,64,4,0.0399288
cpp11-pi,2,64,5,0.030538
openMP-pi,2,64,5,0.031077
mpi-pi,2,64,5,0.04292530
mpi-pi++,2,64,5,0.0383671
cpp11-pi,2,64,6,0.040557
openMP-pi,2,64,6,0.030459
mpi-pi,2,64,6,0.03874061
mpi-pi++,2,64,6,0.0382556
cpp11-pi,2,64,7,0.032817
openMP-pi,2,64,7,0.02982
mpi-pi,2,64,7,0.03871737
mpi-pi++,2,64,7,0.0391013
cpp11-pi,2,64,8,0.02926
openMP-pi,2,64,8,0.02992
mpi-pi,2,64,8,0.03858920
mpi-pi++,2,64,8,0.0384033
cpp11-pi,2,64,9,0.040322
openMP-pi,2,64,9,0.030321
mpi-pi,2,64,9,0.02882495
mpi-pi++,2,64,9,0.0379734
cpp11-pi,2,64,10,0.037845
openMP-pi,2,64,10,0.030028
mpi-pi,2,64,10,0.03847048
mpi-pi++,2,64,10,0.0378592
cpp11-pi,4,64,1,0.019173
openMP-pi,4,64,1,0.015974
mpi-pi,4,64,1,0.03497760
mpi-pi++,4,64,1,0.034293
cpp11-pi,4,64,2,0.01929
openMP-pi,4,64,2,0.017791
mpi-pi,4,64,2,0.02481569
mpi-pi++,4,64,2,0.0244884
cpp11-pi,4,64,3,0.019536
openMP-pi,4,64,3,0.016387
mpi-pi,4,64,3,0.03465781
mpi-pi++,4,64,3,0.0353882
cpp11-pi,4,64,4,0.0156
openMP-pi,4,64,4,0.023033
mpi-pi,4,64,4,0.03577773
mpi-pi++,4,64,4,0.0462811
cpp11-pi,4,64,5,0.015278
openMP-pi,4,64,5,0.016112
mpi-pi,4,64,5,0.03474255
mpi-pi++,4,64,5,0.0427083
cpp11-pi,4,64,6,0.019155
openMP-pi,4,64,6,0.015535
mpi-pi,4,64,6,0.04321162
mpi-pi++,4,64,6,0.0391095
cpp11-pi,4,64,7,0.027091
openMP-pi,4,64,7,0.016132
mpi-pi,4,64,7,0.02457475
mpi-pi++,4,64,7,0.0369955
cpp11-pi,4,64,8,0.026792
openMP-pi,4,64,8,0.015657
mpi-pi,4,64,8,0.03866554
mpi-pi++,4,64,8,0.0453861
cpp11-pi,4,64,9,0.015813
openMP-pi,4,64,9,0.02067
mpi-pi,4,64,9,0.04171530
mpi-pi++,4,64,9,0.0453295
cpp11-pi,4,64,10,0.023813
openMP-pi,4,64,10,0.016804
mpi-pi,4,64,10,0.03753888
mpi-pi++,4,64,10,0.0462025
cpp11-pi,8,64,1,0.015359
openMP-pi,8,64,1,0.016624
mpi-pi,8,64,1,0.04164465
mpi-pi++,8,64,1,0.0253691
cpp11-pi,8,64,2,0.015356
openMP-pi,8,64,2,0.017426
mpi-pi,8,64,2,0.03807376
mpi-pi++,8,64,2,0.0403292
cpp11-pi,8,64,3,0.015311
openMP-pi,8,64,3,0.021168
mpi-pi,8,64,3,0.03881447
mpi-pi++,8,64,3,0.0455247
cpp11-pi,8,64,4,0.008082
openMP-pi,8,64,4,0.008618
mpi-pi,8,64,4,0.04137649
mpi-pi++,8,64,4,0.0420918
cpp11-pi,8,64,5,0.015389
openMP-pi,8,64,5,0.009639
mpi-pi,8,64,5,0.04117459
mpi-pi++,8,64,5,0.0425773
cpp11-pi,8,64,6,0.015252
openMP-pi,8,64,6,0.016399
mpi-pi,8,64,6,0.03884406
mpi-pi++,8,64,6,0.0376789
cpp11-pi,8,64,7,0.016222
openMP-pi,8,64,7,0.009216
mpi-pi,8,64,7,0.04077629
mpi-pi++,8,64,7,0.0430396
cpp11-pi,8,64,8,0.015935
openMP-pi,8,64,8,0.017427
mpi-pi,8,64,8,0.03020227
mpi-pi++,8,64,8,0.0398707
cpp11-pi,8,64,9,0.015677
openMP-pi,8,64,9,0.024618
mpi-pi,8,64,9,0.04039083
mpi-pi++,8,64,9,0.0383406
cpp11-pi,8,64,10,0.008297
openMP-pi,8,64,10,0.008869
mpi-pi,8,64,10,0.04251048
mpi-pi++,8,64,10,0.0411924
cpp11-pi,1,128,1,0.116729
openMP-pi,1,128,1,0.120503
mpi-pi,1,128,1,0.12019563
mpi-pi++,1,128,1,0.124574
cpp11-pi,1,128,2,0.117849
openMP-pi,1,128,2,0.124416
mpi-pi,1,128,2,0.11790145
mpi-pi++,1,128,2,0.117607
cpp11-pi,1,128,3,0.130026
openMP-pi,1,128,3,0.120345
mpi-pi,1,128,3,0.11511024
mpi-pi++,1,128,3,0.115771
cpp11-pi,1,128,4,0.116574
openMP-pi,1,128,4,0.118289
mpi-pi,1,128,4,0.11554908
mpi-pi++,1,128,4,0.114068
cpp11-pi,1,128,5,0.117033
openMP-pi,1,128,5,0.118554
mpi-pi,1,128,5,0.11587337
mpi-pi++,1,128,5,0.121701
cpp11-pi,1,128,6,0.123418
openMP-pi,1,128,6,0.126829
mpi-pi,1,128,6,0.11598573
mpi-pi++,1,128,6,0.114356
cpp11-pi,1,128,7,0.117623
openMP-pi,1,128,7,0.121881
mpi-pi,1,128,7,0.12648605
mpi-pi++,1,128,7,0.115772
cpp11-pi,1,128,8,0.117035
openMP-pi,1,128,8,0.11882
mpi-pi,1,128,8,0.11716811
mpi-pi++,1,128,8,0.12066
cpp11-pi,1,128,9,0.130346
openMP-pi,1,128,9,0.118343
mpi-pi,1,128,9,0.11598437
mpi-pi++,1,128,9,0.113637
cpp11-pi,1,128,10,0.119899
openMP-pi,1,128,10,0.11885
mpi-pi,1,128,10,0.11558922
mpi-pi++,1,128,10,0.113331
cpp11-pi,2,128,1,0.065482
openMP-pi,2,128,1,0.060192
mpi-pi,2,128,1,0.05879247
mpi-pi++,2,128,1,0.067075
cpp11-pi,2,128,2,0.066192
openMP-pi,2,128,2,0.05966
mpi-pi,2,128,2,0.05774040
mpi-pi++,2,128,2,0.0668015
cpp11-pi,2,128,3,0.0707
openMP-pi,2,128,3,0.060213
mpi-pi,2,128,3,0.07003258
mpi-pi++,2,128,3,0.0670004
cpp11-pi,2,128,4,0.070542
openMP-pi,2,128,4,0.060412
mpi-pi,2,128,4,0.06167111
mpi-pi++,2,128,4,0.0668847
cpp11-pi,2,128,5,0.070815
openMP-pi,2,128,5,0.060214
mpi-pi,2,128,5,0.07031250
mpi-pi++,2,128,5,0.075934
cpp11-pi,2,128,6,0.067078
openMP-pi,2,128,6,0.071482
mpi-pi,2,128,6,0.06919713
mpi-pi++,2,128,6,0.0673653
cpp11-pi,2,128,7,0.068153
openMP-pi,2,128,7,0.059274
mpi-pi,2,128,7,0.07991472
mpi-pi++,2,128,7,0.0909983
cpp11-pi,2,128,8,0.061448
openMP-pi,2,128,8,0.060418
mpi-pi,2,128,8,0.06881236
mpi-pi++,2,128,8,0.0702295
cpp11-pi,2,128,9,0.059982
openMP-pi,2,128,9,0.063877
mpi-pi,2,128,9,0.07086843
mpi-pi++,2,128,9,0.0701112
cpp11-pi,2,128,10,0.071179
openMP-pi,2,128,10,0.061816
mpi-pi,2,128,10,0.06132968
mpi-pi++,2,128,10,0.0576674
cpp11-pi,4,128,1,0.036598
openMP-pi,4,128,1,0.031807
mpi-pi,4,128,1,0.05415909
mpi-pi++,4,128,1,0.0497862
cpp11-pi,4,128,2,0.034155
openMP-pi,4,128,2,0.031658
mpi-pi,4,128,2,0.04001330
mpi-pi++,4,128,2,0.052015
cpp11-pi,4,128,3,0.032642
openMP-pi,4,128,3,0.034549
mpi-pi,4,128,3,0.04039328
mpi-pi++,4,128,3,0.0677289
cpp11-pi,4,128,4,0.03498
openMP-pi,4,128,4,0.033292
mpi-pi,4,128,4,0.05883950
mpi-pi++,4,128,4,0.0508435
cpp11-pi,4,128,5,0.030682
openMP-pi,4,128,5,0.031006
mpi-pi,4,128,5,0.04222776
mpi-pi++,4,128,5,0.0619342
cpp11-pi,4,128,6,0.033144
openMP-pi,4,128,6,0.031988
mpi-pi,4,128,6,0.04149185
mpi-pi++,4,128,6,0.0517624
cpp11-pi,4,128,7,0.031154
openMP-pi,4,128,7,0.035985
mpi-pi,4,128,7,0.05243052
mpi-pi++,4,128,7,0.0503672
cpp11-pi,4,128,8,0.030204
openMP-pi,4,128,8,0.032011
mpi-pi,4,128,8,0.05698760
mpi-pi++,4,128,8,0.0595703
cpp11-pi,4,128,9,0.029475
openMP-pi,4,128,9,0.032062
mpi-pi,4,128,9,0.05611424
mpi-pi++,4,128,9,0.0636813
cpp11-pi,4,128,10,0.029664
openMP-pi,4,128,10,0.031527
mpi-pi,4,128,10,0.05837636
mpi-pi++,4,128,10,0.0741673
cpp11-pi,8,128,1,0.01579
openMP-pi,8,128,1,0.01713
mpi-pi,8,128,1,0.05121674
mpi-pi++,8,128,1,0.0430471
cpp11-pi,8,128,2,0.016278
openMP-pi,8,128,2,0.016693
mpi-pi,8,128,2,0.05103192
mpi-pi++,8,128,2,0.0519081
cpp11-pi,8,128,3,0.018426
openMP-pi,8,128,3,0.033154
mpi-pi,8,128,3,0.05103476
mpi-pi++,8,128,3,0.056119
cpp11-pi,8,128,4,0.030565
openMP-pi,8,128,4,0.032926
mpi-pi,8,128,4,0.05935464
mpi-pi++,8,128,4,0.0429915
cpp11-pi,8,128,5,0.015816
openMP-pi,8,128,5,0.017724
mpi-pi,8,128,5,0.05490048
mpi-pi++,8,128,5,0.0553596
cpp11-pi,8,128,6,0.024398
openMP-pi,8,128,6,0.016784
mpi-pi,8,128,6,0.05085726
mpi-pi++,8,128,6,0.0562882
cpp11-pi,8,128,7,0.039666
openMP-pi,8,128,7,0.016676
mpi-pi,8,128,7,0.04647718
mpi-pi++,8,128,7,0.0582524
cpp11-pi,8,128,8,0.033156
openMP-pi,8,128,8,0.044606
mpi-pi,8,128,8,0.04678346
mpi-pi++,8,128,8,0.046102
cpp11-pi,8,128,9,0.015723
openMP-pi,8,128,9,0.016943
mpi-pi,8,128,9,0.05417037
mpi-pi++,8,128,9,0.0559923
cpp11-pi,8,128,10,0.024265
openMP-pi,8,128,10,0.016077
mpi-pi,8,128,10,0.05177934
mpi-pi++,8,128,10,0.0465186
cpp11-pi,1,256,1,0.248439
openMP-pi,1,256,1,0.238854
mpi-pi,1,256,1,0.25418354
mpi-pi++,1,256,1,0.231734
cpp11-pi,1,256,2,0.24433
openMP-pi,1,256,2,0.270802
mpi-pi,1,256,2,0.23920015
mpi-pi++,1,256,2,0.235206
cpp11-pi,1,256,3,0.263238
openMP-pi,1,256,3,0.271186
mpi-pi,1,256,3,0.25885824
mpi-pi++,1,256,3,0.250752
cpp11-pi,1,256,4,0.255633
openMP-pi,1,256,4,0.24797
mpi-pi,1,256,4,0.23940190
mpi-pi++,1,256,4,0.245815
cpp11-pi,1,256,5,0.267445
openMP-pi,1,256,5,0.279003
mpi-pi,1,256,5,0.25260465
mpi-pi++,1,256,5,0.237943
cpp11-pi,1,256,6,0.250514
openMP-pi,1,256,6,0.261336
mpi-pi,1,256,6,0.24416188
mpi-pi++,1,256,6,0.239506
cpp11-pi,1,256,7,0.24482
openMP-pi,1,256,7,0.257249
mpi-pi,1,256,7,0.24980597
mpi-pi++,1,256,7,0.24275
cpp11-pi,1,256,8,0.249451
openMP-pi,1,256,8,0.258874
mpi-pi,1,256,8,0.26979825
mpi-pi++,1,256,8,0.247142
cpp11-pi,1,256,9,0.241889
openMP-pi,1,256,9,0.2494
mpi-pi,1,256,9,0.29686459
mpi-pi++,1,256,9,0.302415
cpp11-pi,1,256,10,0.238474
openMP-pi,1,256,10,0.258681
mpi-pi,1,256,10,0.24406683
mpi-pi++,1,256,10,0.247431
cpp11-pi,2,256,1,0.126146
openMP-pi,2,256,1,0.130106
mpi-pi,2,256,1,0.13469627
mpi-pi++,2,256,1,0.125863
cpp11-pi,2,256,2,0.122819
openMP-pi,2,256,2,0.138439
mpi-pi,2,256,2,0.13482284
mpi-pi++,2,256,2,0.129558
cpp11-pi,2,256,3,0.122397
openMP-pi,2,256,3,0.136486
mpi-pi,2,256,3,0.13346833
mpi-pi++,2,256,3,0.129281
cpp11-pi,2,256,4,0.120354
openMP-pi,2,256,4,0.127567
mpi-pi,2,256,4,0.13790121
mpi-pi++,2,256,4,0.131908
cpp11-pi,2,256,5,0.122686
openMP-pi,2,256,5,0.12668
mpi-pi,2,256,5,0.12931265
mpi-pi++,2,256,5,0.120796
cpp11-pi,2,256,6,0.120993
openMP-pi,2,256,6,0.125429
mpi-pi,2,256,6,0.13731278
mpi-pi++,2,256,6,0.129454
cpp11-pi,2,256,7,0.125281
openMP-pi,2,256,7,0.122499
mpi-pi,2,256,7,0.14817739
mpi-pi++,2,256,7,0.135434
cpp11-pi,2,256,8,0.122521
openMP-pi,2,256,8,0.12429
mpi-pi,2,256,8,0.13578196
mpi-pi++,2,256,8,0.12145
cpp11-pi,2,256,9,0.122571
openMP-pi,2,256,9,0.132716
mpi-pi,2,256,9,0.13191851
mpi-pi++,2,256,9,0.126417
cpp11-pi,2,256,10,0.123721
openMP-pi,2,256,10,0.130166
mpi-pi,2,256,10,0.13155129
mpi-pi++,2,256,10,0.140523
cpp11-pi,4,256,1,0.064956
openMP-pi,4,256,1,0.063353
mpi-pi,4,256,1,0.07515595
mpi-pi++,4,256,1,0.1045
cpp11-pi,4,256,2,0.063997
openMP-pi,4,256,2,0.067464
mpi-pi,4,256,2,0.08024990
mpi-pi++,4,256,2,0.0795663
cpp11-pi,4,256,3,0.067007
openMP-pi,4,256,3,0.066898
mpi-pi,4,256,3,0.08115919
mpi-pi++,4,256,3,0.0838438
cpp11-pi,4,256,4,0.063194
openMP-pi,4,256,4,0.066059
mpi-pi,4,256,4,0.09676836
mpi-pi++,4,256,4,0.0926742
cpp11-pi,4,256,5,0.063146
openMP-pi,4,256,5,0.065528
mpi-pi,4,256,5,0.08293318
mpi-pi++,4,256,5,0.0882496
cpp11-pi,4,256,6,0.061243
openMP-pi,4,256,6,0.065491
mpi-pi,4,256,6,0.08299812
mpi-pi++,4,256,6,0.0807736
cpp11-pi,4,256,7,0.066012
openMP-pi,4,256,7,0.062787
mpi-pi,4,256,7,0.07051695
mpi-pi++,4,256,7,0.0971965
cpp11-pi,4,256,8,0.066443
openMP-pi,4,256,8,0.067475
mpi-pi,4,256,8,0.07595214
mpi-pi++,4,256,8,0.0897965
cpp11-pi,4,256,9,0.065858
openMP-pi,4,256,9,0.069226
mpi-pi,4,256,9,0.07185090
mpi-pi++,4,256,9,0.0895419
cpp11-pi,4,256,10,0.061732
openMP-pi,4,256,10,0.067165
mpi-pi,4,256,10,0.07479348
mpi-pi++,4,256,10,0.0816111
cpp11-pi,8,256,1,0.034746
openMP-pi,8,256,1,0.038174
mpi-pi,8,256,1,0.07800757
mpi-pi++,8,256,1,0.0718586
cpp11-pi,8,256,2,0.038628
openMP-pi,8,256,2,0.069033
mpi-pi,8,256,2,0.08811065
mpi-pi++,8,256,2,0.0868686
cpp11-pi,8,256,3,0.036375
openMP-pi,8,256,3,0.069725
mpi-pi,8,256,3,0.05918261
mpi-pi++,8,256,3,0.0913345
cpp11-pi,8,256,4,0.036477
openMP-pi,8,256,4,0.075665
mpi-pi,8,256,4,0.09076562
mpi-pi++,8,256,4,0.0847033
cpp11-pi,8,256,5,0.037177
openMP-pi,8,256,5,0.069259
mpi-pi,8,256,5,0.08809779
mpi-pi++,8,256,5,0.0810787
cpp11-pi,8,256,6,0.034943
openMP-pi,8,256,6,0.069637
mpi-pi,8,256,6,0.08990350
mpi-pi++,8,256,6,0.0874512
cpp11-pi,8,256,7,0.044827
openMP-pi,8,256,7,0.074483
mpi-pi,8,256,7,0.08508864
mpi-pi++,8,256,7,0.0907005
cpp11-pi,8,256,8,0.037977
openMP-pi,8,256,8,0.071772
mpi-pi,8,256,8,0.08676697
mpi-pi++,8,256,8,0.0681694
cpp11-pi,8,256,9,0.037759
openMP-pi,8,256,9,0.068094
mpi-pi,8,256,9,0.08510472
mpi-pi++,8,256,9,0.0863412
cpp11-pi,8,256,10,0.035406
openMP-pi,8,256,10,0.074461
mpi-pi,8,256,10,0.08837897
mpi-pi++,8,256,10,0.0871348
cpp11-pi,1,512,1,0.486278
openMP-pi,1,512,1,0.518149
mpi-pi,1,512,1,0.48088860
mpi-pi++,1,512,1,0.491253
cpp11-pi,1,512,2,0.483705
openMP-pi,1,512,2,0.542163
mpi-pi,1,512,2,0.49445120
mpi-pi++,1,512,2,0.481457
cpp11-pi,1,512,3,0.492185
openMP-pi,1,512,3,0.496906
mpi-pi,1,512,3,0.48858152
mpi-pi++,1,512,3,0.473328
cpp11-pi,1,512,4,0.485955
openMP-pi,1,512,4,0.482887
mpi-pi,1,512,4,0.47873454
mpi-pi++,1,512,4,0.475224
cpp11-pi,1,512,5,0.484182
openMP-pi,1,512,5,0.484919
mpi-pi,1,512,5,0.47625168
mpi-pi++,1,512,5,0.494337
cpp11-pi,1,512,6,0.471073
openMP-pi,1,512,6,0.481752
mpi-pi,1,512,6,0.49469430
mpi-pi++,1,512,6,0.466909
cpp11-pi,1,512,7,0.490595
openMP-pi,1,512,7,0.486683
mpi-pi,1,512,7,0.51657221
mpi-pi++,1,512,7,0.46071
cpp11-pi,1,512,8,0.467376
openMP-pi,1,512,8,0.486798
mpi-pi,1,512,8,0.46520372
