name,slurm_node,vectorization,randomness,run_id,nodes,cpus,tasks_per_node,width,height,rounds,size,threads,core_duration,core_duration_per_cell,top_bottom_duration,top_bottom_duration_per_cell,calculation_duration,calculation_duration_per_cell,communication_duration,total_duration,render_duration,images
lgca-10000-real,lxbk1029,avx512,real,20036618,1,48,1,10000,10000,1000,1,96,8.875385307,0.0887716073914783,0.153187618,7.6593809,9.028572925,0.09028572925,0.000883821,9.029456746,0,0
lgca-100,lxbk1029,avx512,fake,20036618,1,48,1,100,100,1000,1,48,0.060665611,6.190368469387755,0.002781323,13.906615,0.063446934,6.3446934,0.000065562,0.063512496,0,0
lgca-1000,lxbk1029,avx512,fake,20036618,1,48,1,1000,1000,1000,1,48,0.148042988,0.14833966733466933,0.017984228,8.992114,0.166027216,0.166027216,0.000067451,0.166094667,0,0
lgca-10000,lxbk1029,avx512,fake,20036618,1,48,1,10000,10000,1000,1,48,2.850646736,0.02851216979395879,0.15657628,7.828814,3.007223016,0.03007223016,0.000355837,3.007578853,0,0
lgca-10000,lxbk1029,avx512,fake,20036618,1,24,2,10000,5000,1000,2,24,1.094482641,0.010949206092436974,0.075084085,1.877102125,1.169566726,0.01169566726,0.083692712,1.253259438,0,0
lgca-10000,lxbk1029,avx512,fake,20036618,1,16,3,10000,3334,1000,3,16,0.852920413,0.008532617176870748,0.070638586,1.1773097666666668,0.923558999,0.00923374324135173,0.720595982,1.644154981,0,0
lgca-10000,lxbk1029,avx512,fake,20036618,1,12,4,10000,2500,1000,4,12,0.991562945,0.009923568304643715,0.105405609,1.3175701125,1.096968554,0.01096968554,0.020697307,1.117665861,0,0
lgca-10000,lxbk1029,avx512,fake,20036618,1,8,6,10000,1668,1000,6,8,0.955615637,0.009559980362144858,0.063130743,0.526089525,1.01874638,0.010179320343725021,0.066677701,1.085424081,0,0
lgca-10000,lxbk1029,avx512,fake,20036618,1,6,8,10000,1250,1000,8,6,0.963870798,0.009654154627403846,0.076951965,0.48094978125,1.040822763,0.01040822763,0.034525293,1.075348056,0,0
lgca-10000,lxbk1029,avx512,fake,20036618,1,4,12,10000,834,1000,12,4,0.913111716,0.009145750360576924,0.085052403,0.3543850125,0.998164119,0.009973662260191847,0.0903201,1.088484219,0,0
lgca-10000,lxbk1029,avx512,fake,20036618,1,2,24,10000,418,1000,24,2,0.780881613,0.007821330258413462,0.077309871,0.16106223125,0.858191484,0.008554540311004786,0.259071569,1.117263053,0,0
lgca-100000,lxbk1029,avx512,fake,20036618,1,48,1,100000,100000,1000,1,48,252.250890585,0.025225593570371407,0.940705876,4.70352938,253.191596461,0.0253191596461,0.000721727,253.192318188,0,0
lgca-10000,lxbk1029,avx512,fake,20036618,1,1,48,10000,210,1000,48,1,0.890860879,0.00892288540665064,0.066078976,0.06883226666666667,0.956939855,0.009493450942460317,0.068605577,1.025545432,0,0
lgca-10000,lxbk0846,avx512,fake,20036610,4,48,1,10000,2500,1000,4,48,0.733435011,0.007340222287830264,0.076605455,0.9575681875,0.810040466,0.00810040466,0.107896869,0.917937335,0,0
lgca-10000,lxbk0846,avx512,fake,20036610,4,24,2,10000,1250,1000,8,24,0.204858175,0.002051864733573718,0.070302059,0.43938786875,0.275160234,0.00275160234,0.029564715,0.304724949,0,0
lgca-10000,lxbk0846,avx512,fake,20036610,4,16,3,10000,834,1000,12,16,0.191961985,0.0019226961638621795,0.060250158,0.251042325,0.252212143,0.002520105345723421,0.103170802,0.355382945,0,0
lgca-10000,lxbk0846,avx512,fake,20036610,4,12,4,10000,626,1000,16,12,0.164619897,0.001648837109375,0.064227237,0.20071011562500002,0.228847134,0.0022848156349840254,0.029617223,0.258464357,0,0
lgca-10000,lxbk0846,avx512,fake,20036610,4,8,6,10000,418,1000,24,8,0.166805207,0.0016707252303685897,0.07742092,0.16129358333333332,0.244226127,0.0024344709629186604,0.030893658,0.275119785,0,0
lgca-10000,lxbk0846,avx512,fake,20036610,4,6,8,10000,314,1000,32,6,0.147929626,0.0014816669270833333,0.061939157,0.0967799328125,0.209868783,0.0020886622511942675,0.034999135,0.244867918,0,0
lgca-10000,lxbk0846,avx512,fake,20036610,4,4,12,10000,210,1000,48,4,0.140854934,0.0014108066306089745,0.063111774,0.06574143125,0.203966708,0.002023479246031746,0.033346676,0.237313384,0,0
lgca-10000,lxbk0846,avx512,fake,20036610,4,2,24,10000,106,1000,96,2,0.13809202,0.0013831332131410256,0.060326029,0.031419806770833336,0.198418049,0.0019498629029088051,0.058154868,0.256572917,0,0
lgca-100000,lxbk0846,avx512,fake,20036610,4,48,1,100000,25000,1000,4,48,71.829225144,0.007183497194175534,0.554741104,0.69342638,72.383966248,0.0072383966248,0.431296004,72.815262252,0,0
lgca-10000,lxbk0846,avx512,fake,20036610,4,1,48,10000,54,1000,192,1,0.124885476,0.0012508561298076922,0.057060182,0.014859422395833334,0.181945658,0.0017548771026234568,0.034201739,0.216147397,0,0
lgca-100,lxbk0846,avx512,fake,20036615,4,48,1,100,26,1000,4,48,0.100422994,10.460728541666667,0.001474258,1.8428225,0.101897252,9.797812692307692,0.06962082,0.171518072,0,0
lgca-1000,lxbk0846,avx512,fake,20036615,4,48,1,1000,250,1000,4,48,0.153830985,0.1550715574596774,0.008828144,1.103518,0.162659129,0.162659129,0.095727048,0.258386177,0,0
lgca-10000,lxbk0846,avx512,fake,20036615,4,48,1,10000,2500,1000,4,48,0.740990154,0.007415834207365892,0.077364848,0.9670606,0.818355002,0.00818355002,0.04660059,0.864955592,0,0
lgca-10000,lxbk0846,avx512,fake,20036615,4,24,2,10000,1250,1000,8,24,0.207168688,0.002075006891025641,0.068042697,0.42526685625,0.275211385,0.00275211385,0.023674883,0.298886268,0,0
lgca-10000,lxbk0846,avx512,fake,20036615,4,16,3,10000,834,1000,12,16,0.190884044,0.0019118994791666667,0.061643587,0.2568482791666667,0.252527631,0.0025232577038369302,0.114521217,0.367048848,0,0
lgca-10000,lxbk0846,avx512,fake,20036615,4,12,4,10000,626,1000,16,12,0.16354041,0.0016380249399038462,0.063329519,0.197904746875,0.226869929,0.0022650751697284345,0.039320406,0.266190335,0,0
lgca-10000,lxbk0846,avx512,fake,20036615,4,8,6,10000,418,1000,24,8,0.152507578,0.001527519811698718,0.061915116,0.128989825,0.214422694,0.0021373873006379587,0.032527913,0.246950607,0,0
lgca-10000,lxbk0846,avx512,fake,20036615,4,6,8,10000,314,1000,32,6,0.149026313,0.001492651372195513,0.063824437,0.0997256828125,0.21285075,0.0021183394705414013,0.01837412,0.23122487,0,0
lgca-10000,lxbk0846,avx512,fake,20036615,4,4,12,10000,210,1000,48,4,0.141121646,0.0014134780248397437,0.062589273,0.065197159375,0.203710919,0.0020209416567460317,0.029889172,0.233600091,0,0
lgca-10000,lxbk0846,avx512,fake,20036615,4,2,24,10000,106,1000,96,2,0.19745582,0.0019777225560897436,0.072947111,0.037993286979166666,0.270402931,0.0026572615074685535,0.029549368,0.299952299,0,0
lgca-100000,lxbk0846,avx512,fake,20036615,4,48,1,100000,25000,1000,4,48,66.612369242,0.006661769865789263,0.501797812,0.6272472649999999,67.114167054,0.006711416705400001,5.523200043,72.637367097,0,0
lgca-10000,lxbk0846,avx512,fake,20036615,4,1,48,10000,54,1000,192,1,0.124592242,0.0012479190905448718,0.056854185,0.01480577734375,0.181446427,0.0017500619888117285,0.025745241,0.207191668,0,0
lgca-100,lxbk0846,avx512,fake,20036620,4,48,1,100,26,1000,4,48,0.104263574,10.860788958333334,0.001565009,1.95626125,0.105828583,10.175825288461539,0.05416738,0.159995963,0,0
lgca-1000,lxbk0846,avx512,fake,20036620,4,48,1,1000,250,1000,4,48,0.155699401,0.15695504133064517,0.008631214,1.07890175,0.164330615,0.164330615,0.095440803,0.259771418,0,0
lgca-10000,lxbk0846,avx512,fake,20036620,4,48,1,10000,2500,1000,4,48,0.742284734,0.007428790372297839,0.077695514,0.971193925,0.819980248,0.00819980248,0.049158407,0.869138655,0,0
lgca-10000,lxbk0846,avx512,fake,20036620,4,24,2,10000,1250,1000,8,24,0.205198762,0.002055276061698718,0.067388775,0.42117984375,0.272587537,0.00272587537,0.022068471,0.294656008,0,0
lgca-10000,lxbk0846,avx512,fake,20036620,4,16,3,10000,834,1000,12,16,0.195385096,0.0019569821314102563,0.065610988,0.27337911666666664,0.260996084,0.002607874540367706,0.121611448,0.382607532,0,0
lgca-10000,lxbk0846,avx512,fake,20036620,4,12,4,10000,626,1000,16,12,0.169534101,0.0016980579026442308,0.069807631,0.218148846875,0.239341732,0.002389593969648562,0.018890034,0.258231766,0,0
lgca-10000,lxbk0846,avx512,fake,20036620,4,8,6,10000,418,1000,24,8,0.154715159,0.001549630999599359,0.062508317,0.13022566041666664,0.217223476,0.0021653057814992023,0.01691686,0.234140336,0,0
lgca-10000,lxbk0846,avx512,fake,20036620,4,6,8,10000,314,1000,32,6,0.161493226,0.0016175202924679486,0.064058546,0.100091478125,0.225551772,0.002244742953821656,0.024246138,0.24979791,0,0
lgca-10000,lxbk0846,avx512,fake,20036620,4,4,12,10000,210,1000,48,4,0.140060943,0.0014028539963942307,0.061363702,0.06392052291666667,0.201424645,0.001998260367063492,0.029302995,0.23072764,0,0
lgca-10000,lxbk0846,avx512,fake,20036620,4,2,24,10000,106,1000,96,2,0.136415077,0.0013663369090544872,0.060376446,0.031446065625,0.196791523,0.0019338789602987422,0.057531495,0.254323018,0,0
lgca-100000,lxbk0846,avx512,fake,20036620,4,48,1,100000,25000,1000,4,48,70.198446195,0.00702040625200016,0.48180194,0.602252425,70.680248135,0.0070680248135,3.266052122,73.946300257,0,0
lgca-10000,lxbk0846,avx512,fake,20036620,4,1,48,10000,54,1000,192,1,0.124519516,0.0012471906650641025,0.056928118,0.014825030729166667,0.181447634,0.0017500736304012345,0.034391182,0.215838816,0,0
lgca-100,lxbk0846,avx512,fake,20036625,4,48,1,100,26,1000,4,48,0.101304618,10.552564375,0.001602692,2.003365,0.10290731,9.894933653846154,0.068467718,0.171375028,0,0
lgca-1000,lxbk0846,avx512,fake,20036625,4,48,1,1000,250,1000,4,48,0.13475432,0.13584104838709676,0.008892751,1.111593875,0.143647071,0.143647071,0.085965029,0.2296121,0,0
lgca-10000,lxbk0846,avx512,fake,20036625,4,48,1,10000,2500,1000,4,48,0.756741576,0.007573474539631705,0.081534081,1.0191760125,0.838275657,0.00838275657,0.033121129,0.871396786,0,0
lgca-10000,lxbk0846,avx512,fake,20036625,4,24,2,10000,1250,1000,8,24,0.208244137,0.0020857786157852565,0.068708279,0.42942674375,0.276952416,0.00276952416,0.028748802,0.305701218,0,0
lgca-10000,lxbk0846,avx512,fake,20036625,4,16,3,10000,834,1000,12,16,0.195522449,0.0019583578625801284,0.063269164,0.26362151666666667,0.258791613,0.002585847452038369,0.099721123,0.358512736,0,0
lgca-10000,lxbk0846,avx512,fake,20036625,4,12,4,10000,626,1000,16,12,0.164607487,0.0016487128104967948,0.064608943,0.201902946875,0.22921643,0.002288502695686901,0.016042081,0.245258511,0,0
lgca-10000,lxbk0846,avx512,fake,20036625,4,8,6,10000,418,1000,24,8,0.162629949,0.0016289057391826922,0.075440958,0.1571686625,0.238070907,0.0023731151016746412,0.034025943,0.27209685,0,0
lgca-10000,lxbk0846,avx512,fake,20036625,4,6,8,10000,314,1000,32,6,0.166061191,0.0016632731470352564,0.062858381,0.0982162203125,0.228919572,0.002278260071656051,0.021005886,0.249925458,0,0
lgca-10000,lxbk0846,avx512,fake,20036625,4,4,12,10000,210,1000,48,4,0.140750146,0.0014097570713141026,0.061419642,0.06397879375,0.202169788,0.0020056526587301587,0.037518472,0.23968826,0,0
lgca-10000,lxbk0846,avx512,fake,20036625,4,2,24,10000,106,1000,96,2,0.142962034,0.0014319113982371795,0.060525895,0.03152390364583333,0.203487929,0.0019996848368710692,0.049575966,0.253063895,0,0
lgca-100000,lxbk0846,avx512,fake,20036625,4,48,1,100000,25000,1000,4,48,68.849677151,0.006885518556584527,0.498718316,0.623397895,69.348395467,0.0069348395467,4.592148779,73.940544246,0,0
lgca-10000,lxbk0846,avx512,fake,20036625,4,1,48,10000,54,1000,192,1,0.124201957,0.001244009985977564,0.056695213,0.014764378385416667,0.18089717,0.0017447643711419752,0.022755757,0.203652927,0,0
