implementation,name,batch,run,nodes,tasks_per_node,tasks,cpus,entries,total_ram,ram_per_task,reading_the_input,dividing_the_input_into_buckets,sending_to_workers,writing_to_disk,receiving_from_workers,fetching_time_from_workers,receiving_on_worker,sorting_on_worker,sending_to_manager,duration
mpi-multi,sort1K.data,145,0,2,4,8,32,1024,8000,1000,0.000123014,0.031470447,0.042495729,0.001756064,0.006365614,0.0000064,0.050425,0.000447,0.006141,0.063836636
mpi-multi,sort1K.data,145,1,2,4,8,32,1024,8000,1000,0.000147285,0.03097328,0.042976384,0.001874884,0.005416724,0.00001376,0.051362,0.000395,0.005714,0.062762188
mpi-multi,sort1K.data,145,2,2,4,8,32,1024,8000,1000,0.000110474,0.03068455,0.041332547,0.001786464,0.006619945,0.00000718,0.050192,0.000491,0.006495,0.062760378
mpi-multi,sort1K.data,145,3,2,4,8,32,1024,8000,1000,0.000116854,0.030887516,0.041876938,0.001748065,0.005804935,0.000006581,0.050997,0.000517,0.005407,0.062875122
mpi-multi,sort4K.data,159,0,2,4,8,32,4096,8000,1000,0.000376507,0.000593626,0.040415897,0.001999609,0.006173492,0.0000081,0.021438,0.000339,0.00592,0.032212235
mpi-multi,sort4K.data,159,1,2,4,8,32,4096,8000,1000,0.000301424,0.000605716,0.040423098,0.002172212,0.006012974,0.0000079,0.021248,0.000319,0.006117,0.031763065
mpi-multi,sort4K.data,159,2,2,4,8,32,4096,8000,1000,0.000279972,0.000575075,0.040855718,0.002070873,0.00674003,0.000007941,0.020338,0.000354,0.006827,0.032829992
mpi-multi,sort4K.data,159,3,2,4,8,32,4096,8000,1000,0.000284203,0.000595176,0.040617397,0.002100875,0.006010865,0.000008821,0.021465,0.000337,0.005839,0.03163426
mpi-single,sort16M.data,98,0,1,4,4,4,16777216,8472,2118,0.332814488,1.031138177,1.349204872,1.502669278,0.463434652,0.000048191,2.811439,0.868361,1.051854,4.68512812
mpi-single,sort16M.data,98,1,1,4,4,4,16777216,8472,2118,0.393258684,1.033694396,1.379834032,1.48412891,0.536842151,0.00006379,1.920051,0.875124,1.133242,4.838457294
mpi-single,sort16M.data,98,2,1,4,4,4,16777216,8472,2118,0.338457866,1.003898734,1.468716994,1.5442811490000001,0.447695354,0.000051559,1.903152,0.880478,1.062347,4.819442909
mpi-single,sort16M.data,98,3,1,4,4,4,16777216,8472,2118,0.334894732,1.003702148,1.5915930729999999,1.093977537,0.508596851,0.000049343,1.9182670000000002,1.00685,1.32882,4.536488498
mpi-single,sort64K.data,51,0,1,128,128,128,65536,128000,1000,0.000948311,0.031871947,0.009143362,0.007456231,0.011229282,0.000168537,0.046142,0.000024,0.006829,0.062874537
mpi-single,sort64K.data,51,1,1,128,128,128,65536,128000,1000,0.001246433,0.031979972,0.009028077,0.00742082,0.011269451,0.000166677,0.044179,0.000025,0.006953,0.06690334
mpi-single,sort64K.data,51,2,1,128,128,128,65536,128000,1000,0.000984372,0.03169795,0.008953894,0.007444198,0.011345429,0.000162487,0.043723,0.000025,0.007145,0.067416612
mpi-single,sort64K.data,51,3,1,128,128,128,65536,128000,1000,0.000972772,0.031789824,0.009294219,0.007313183,0.011339148,0.000180207,0.043831,0.000024,0.007103,0.067328598
mpi-single,sort1M.data,77,0,1,128,128,128,1048576,128128,1001,0.013791717,0.044723435,0.018374008,0.088725799,0.033314212,0.000198928,0.115796,0.000666,0.046318,0.201641833
mpi-single,sort1M.data,77,1,1,128,128,128,1048576,128128,1001,0.018236899,0.043927101,0.019473228,0.084895466,0.033269276,0.00024708,0.083005,0.000656,0.045716,0.206746228
mpi-single,sort1M.data,77,2,1,128,128,128,1048576,128128,1001,0.013909005,0.044229297,0.018474057,0.084781749,0.035074132,0.000195978,0.08017,0.000601,0.047083,0.202848537
mpi-single,sort1M.data,77,3,1,128,128,128,1048576,128128,1001,0.013713214,0.044427669,0.018186465,0.083334566,0.03439795,0.000169087,0.077992,0.000627,0.048384,0.200881926
mpi-multi,sort64K.data,185,0,2,1,2,8,65536,2026,1013,0.001618707,0.016554607,0.060528808,0.000309848,0.016137232,0.000012231,0.072414,0.001102,0.018651,0.069611851
mpi-multi,sort64K.data,185,1,2,1,2,8,65536,2026,1013,0.001615507,0.003368429,0.547221356,0.000334119,0.016139852,0.00001167,0.278839,0.000688,0.018515,0.298957253
mpi-multi,sort64K.data,185,2,2,1,2,8,65536,2026,1013,0.001462992,0.003546636,0.516133092,0.000337243,0.016505412,0.00001342,0.26514,0.000566,0.018931,0.28393669
mpi-multi,sort64K.data,185,3,2,1,2,8,65536,2026,1013,0.001514524,0.016276498,0.535439388,0.000342171,0.016476314,0.000012831,0.286788,0.000546,0.01887,0.306325464
mpi-multi,sort1K.data,146,0,2,8,16,64,1024,16000,1000,0.000146937,0.029534021,0.059068593,0.001838036,0.004675936,0.000009241,0.051507,0.000211,0.001679,0.068664656
mpi-multi,sort1K.data,146,1,2,8,16,64,1024,16000,1000,0.000121725,0.029075712,0.054748172,0.001999259,0.001006302,0.000013171,0.0471,0.00024,0.000522,0.062674435
mpi-multi,sort1K.data,146,2,2,8,16,64,1024,16000,1000,0.000169527,0.030162258,0.06231748,0.001790068,0.004815353,0.000009241,0.048502,0.000166,0.001983,0.071156361
mpi-multi,sort1K.data,146,3,2,8,16,64,1024,16000,1000,0.000102114,0.029275931,0.053246998,0.001551733,0.001271874,0.00000878,0.046581,0.000188,0.001921,0.061719275
mpi-multi,sort4K.data,160,0,2,8,16,64,4096,16000,1000,0.000291291,0.029161026,0.052018885,0.001959622,0.001474261,0.00000831,0.046114,0.000373,0.002009,0.062056446
mpi-multi,sort4K.data,160,1,2,8,16,64,4096,16000,1000,0.000291121,0.028896986,0.052114219,0.001964078,0.001192145,0.000009701,0.046725,0.000228,0.001881,0.061181364
mpi-multi,sort4K.data,160,2,2,8,16,64,4096,16000,1000,0.000353743,0.028956419,0.060324834,0.002241002,0.001108377,0.00001238,0.054055,0.000351,0.001138,0.066117511
mpi-multi,sort4K.data,160,3,2,8,16,64,4096,16000,1000,0.000299261,0.029261639,0.058972846,0.002096516,0.001126381,0.00001139,0.055224,0.000296,0.00065,0.065608323
mpi-multi,sort1M.data,213,0,2,1,2,8,1048576,2418,1209,0.010044754,0.044261494,0.541039254,0.000636162,0.081525494,0.000013721,0.407748,0.001421,0.094876,0.422153715
mpi-multi,sort1M.data,213,1,2,1,2,8,1048576,2418,1209,0.004311108,0.036796641,0.559007443,0.000600593,0.079899184,0.00001369,0.317325,0.001772,0.097526,0.420548989
mpi-multi,sort1M.data,213,2,2,1,2,8,1048576,2418,1209,0.002011568,0.037837873,0.601031436,0.000612421,0.081156169,0.00001344,0.341155,0.001759,0.099988,0.443008356
mpi-multi,sort1M.data,213,3,2,1,2,8,1048576,2418,1209,0.001901183,0.037106843,0.533187217,0.000790761,0.080094046,0.00001329,0.30571,0.001191,0.09918,0.407172504
mpi-single,sort16M.data,99,0,1,8,8,8,16777216,11832,1479,0.196756753,0.249944434,0.547429978,1.507504357,0.210502481,0.000055112,1.392868,0.377923,0.611309,2.7267986779999998
mpi-single,sort16M.data,99,1,1,8,8,8,16777216,11832,1479,0.252370102,0.278695756,0.604562156,1.480750014,0.230198787,0.000096753,0.703137,0.408947,0.636014,2.861401295
mpi-single,sort16M.data,99,2,1,8,8,8,16777216,11832,1479,0.197667536,0.281009604,0.612630689,1.434204075,0.215477261,0.000089253,0.666902,0.418121,0.622792,2.757030362
mpi-single,sort16M.data,99,3,1,8,8,8,16777216,11832,1479,0.191216619,0.282646107,0.609783445,1.409498031,0.217510984,0.000088533,0.640275,0.405828,0.626066,2.727502121
mpi-multi,sort64K.data,186,0,2,2,4,16,65536,4016,1004,0.00138352,0.003009796,0.299107397,0.001048756,0.005583334,0.000023081,0.044578,0.000343,0.00866,0.164938436
mpi-multi,sort64K.data,186,1,2,2,4,16,65536,4016,1004,0.001592216,0.00308707,0.290018664,0.000979104,0.005965701,0.000023121,0.034575,0.000277,0.009249,0.160927542
mpi-multi,sort64K.data,186,2,2,2,4,16,65536,4016,1004,0.001526103,0.002747099,0.177299634,0.00104481,0.005679734,0.00001693,0.092841,0.000236,0.008603,0.103144092
mpi-multi,sort64K.data,186,3,2,2,4,16,65536,4016,1004,0.001541745,0.002766427,0.287842818,0.000997913,0.005278975,0.000041411,0.149158,0.000305,0.008225,0.158159894
mpi-multi,sort1K.data,147,0,2,16,32,128,1024,32000,1000,0.000192167,0.037405587,0.082478009,0.003100086,0.000594557,0.000048202,0.069197,0.000255,0.000274,0.087269418
mpi-multi,sort1K.data,147,1,2,16,32,128,1024,32000,1000,0.000127944,0.037780521,0.081871629,0.002631547,0.001374555,0.000029791,0.066453,0.000238,0.002602,0.086629846
mpi-multi,sort1K.data,147,2,2,16,32,128,1024,32000,1000,0.000177836,0.037642835,0.082912744,0.002981929,0.000574629,0.000033531,0.068042,0.000221,0.001408,0.087553908
mpi-multi,sort1K.data,147,3,2,16,32,128,1024,32000,1000,0.000243898,0.03778718,0.084122993,0.002996562,0.000629131,0.000034601,0.068726,0.000215,0.000385,0.088557191
mpi-multi,sort1M.data,214,0,2,2,4,16,1048576,4276,1069,0.001756025,0.038030054,0.181101581,0.00421241,0.048147999,0.000024571,0.203207,0.000646,0.072525,0.205316393
mpi-multi,sort1M.data,214,1,2,2,4,16,1048576,4276,1069,0.001965607,0.036473055,0.307408897,0.004420661,0.043185157,0.000028711,0.113978,0.00035,0.066519,0.261061268
mpi-multi,sort1M.data,214,2,2,2,4,16,1048576,4276,1069,0.001713386,0.036110744,0.334310037,0.005403147,0.042015811,0.000025311,0.125188,0.000349,0.064738,0.272281174
mpi-multi,sort1M.data,214,3,2,2,4,16,1048576,4276,1069,0.001673788,0.035469024,0.311643936,0.00446618,0.046175366,0.000025761,0.123146,0.000366,0.067998,0.263518417
mpi-multi,sort4K.data,161,0,2,16,32,128,4096,32000,1000,0.000510826,0.03726224,0.089476144,0.003985208,0.000906571,0.000037362,0.075676,0.000269,0.002488,0.092564627
mpi-multi,sort4K.data,161,1,2,16,32,128,4096,32000,1000,0.000518696,0.034003289,0.090556416,0.002845653,0.000771088,0.000038432,0.068621,0.000223,0.000136,0.088740237
mpi-multi,sort4K.data,161,2,2,16,32,128,4096,32000,1000,0.000436131,0.033930926,0.090139376,0.003108081,0.00077567,0.000037451,0.066818,0.000274,0.000628,0.087662844
mpi-multi,sort4K.data,161,3,2,16,32,128,4096,32000,1000,0.000578479,0.040584956,0.088966349,0.004403023,0.004997254,0.000038202,0.079672,0.000332,0.003362,0.10066317
mpi-multi,sort64K.data,187,0,2,4,8,32,65536,8008,1001,0.001339617,0.002683256,0.070450081,0.001566318,0.00462705,0.00001082,0.042504,0.000183,0.007756,0.048855735
mpi-multi,sort64K.data,187,1,2,4,8,32,65536,8008,1001,0.001327657,0.002604143,0.055547412,0.001157851,0.004396304,0.00001104,0.021982,0.000268,0.007341,0.040719646
mpi-multi,sort64K.data,187,2,2,4,8,32,65536,8008,1001,0.001427711,0.002685716,0.055132258,0.001151239,0.004415665,0.00000866,0.022096,0.000184,0.007387,0.040699345
mpi-multi,sort64K.data,187,3,2,4,8,32,65536,8008,1001,0.001281324,0.003001788,0.054014178,0.001167765,0.004512979,0.00000833,0.021932,0.000148,0.007448,0.040444716
mpi-multi,sort64M.data,105,0,1,2,2,8,67108864,28842,14421,0.314708853,0.877514102,8.945006724,0.014869748,3.446573757,0.000067083,3.848244,9.391984,4.149052,15.211923526
mpi-multi,sort64M.data,105,1,1,2,2,8,67108864,28842,14421,0.502589075,0.938276017,8.944195157,0.017996215,3.848345185,0.000062112,1.762007,9.579666,4.571188,15.92491189
mpi-multi,sort64M.data,105,2,1,2,2,8,67108864,28842,14421,0.285008517,0.952446579,9.301340562,0.013163535,3.933081246,0.000043632,1.779161,9.726311,4.6496960000000005,16.164000161
mpi-multi,sort64M.data,105,3,1,2,2,8,67108864,28842,14421,0.295722531,0.904773015,11.283986306,0.104213168,4.669669858,0.000045892,2.20544,11.504953,5.371055,19.094714518
mpi-single,sort4M.data,90,0,1,128,128,128,4194304,128768,1006,0.058644743,0.088451527,0.058719531,0.367205493,0.228822109,0.000212689,0.337853,0.002764,0.270672,0.80398532
mpi-single,sort4M.data,90,1,1,128,128,128,4194304,128768,1006,0.07832857,0.090170694,0.05757804,0.370735129,0.226832652,0.00021637,0.223808,0.002736,0.269014,0.827049776
mpi-single,sort4M.data,90,2,1,128,128,128,4194304,128768,1006,0.0606973,0.089806071,0.044130553,0.388089277,0.225760178,0.00021038,0.193117,0.002684,0.26971,0.81481348
mpi-single,sort4M.data,90,3,1,128,128,128,4194304,128768,1006,0.059144913,0.089564431,0.056864059,0.37273961,0.225155244,0.00022183,0.203498,0.002735,0.267217,0.806659798
mpi-single,sort16M.data,100,0,1,16,16,16,16777216,19568,1223,0.462919927,0.314358068,0.34725889,1.481344732,0.915614154,0.000081223,2.001712,0.184866,1.35456,3.524668719
mpi-single,sort16M.data,100,1,1,16,16,16,16777216,19568,1223,0.525695222,0.359942983,0.332156469,1.448532919,0.424361898,0.000094304,1.016315,0.185516,0.888581,3.094877949
mpi-single,sort16M.data,100,2,1,16,16,16,16777216,19568,1223,0.425562835,0.353146654,0.339151107,1.4956699900000001,0.382642303,0.000155436,0.915026,0.185324,0.845398,3.001141114
mpi-single,sort16M.data,100,3,1,16,16,16,16777216,19568,1223,0.42187564,0.313563625,0.349246491,1.4041073929999999,0.373394366,0.000122665,0.880339,0.187187,0.841062,2.865380279
mpi-multi,sort1M.data,215,0,2,4,8,32,1048576,8232,1029,0.002031715,0.0372305,0.158211497,0.003006705,0.040638631,0.000016751,0.145331,0.002595,0.062786,0.18425208
mpi-multi,sort1M.data,215,1,2,4,8,32,1048576,8232,1029,0.001801555,0.036631327,0.17381225,0.003480577,0.042221698,0.000030182,0.124581,0.000351,0.063155,0.190901597
mpi-multi,sort1M.data,215,2,2,4,8,32,1048576,8232,1029,0.001879015,0.036728074,0.161269525,0.003711717,0.040796603,0.000018301,0.103834,0.002367,0.06116,0.183165062
mpi-multi,sort1M.data,215,3,2,4,8,32,1048576,8232,1029,0.001824309,0.037495707,0.162437705,0.003051824,0.041892406,0.000017371,0.103854,0.003794,0.06449,0.18734702
mpi-multi,sort64K.data,188,0,2,8,16,64,65536,16000,1000,0.001673952,0.030545513,0.064953351,0.001678145,0.002059545,0.000013301,0.060545,0.000152,0.005661,0.072700117
mpi-multi,sort64K.data,188,1,2,8,16,64,65536,16000,1000,0.001776994,0.030870188,0.068881816,0.00167122,0.007432472,0.000019301,0.060507,0.000139,0.010969,0.080992325
mpi-multi,sort64K.data,188,2,2,8,16,64,65536,16000,1000,0.00164387,0.031444171,0.072960357,0.001116972,0.012082789,0.000014801,0.060675,0.000142,0.014942,0.086716525
mpi-multi,sort64K.data,188,3,2,8,16,64,65536,16000,1000,0.001570255,0.032062289,0.076852681,0.001622801,0.002052224,0.0000122,0.060565,0.000202,0.005617,0.079460921
mpi-multi,sort1K.data,148,0,2,32,64,256,1024,64000,1000,0.000162887,0.028823607,0.129369646,0.001831146,0.007754386,0.000043782,0.080421,0.000271,0.001918,0.106150203
mpi-multi,sort1K.data,148,1,2,32,64,256,1024,64000,1000,0.000160477,0.028711892,0.128269758,0.001966852,0.00739075,0.000023931,0.080659,0.000237,0.00188,0.105700085
mpi-multi,sort1K.data,148,2,2,32,64,256,1024,64000,1000,0.000140666,0.028599377,0.133190355,0.001685723,0.006006972,0.000026581,0.081652,0.000244,0.002585,0.106358962
mpi-multi,sort1K.data,148,3,2,32,64,256,1024,64000,1000,0.000159067,0.028213491,0.133617773,0.001972294,0.00647894,0.000024881,0.080305,0.000181,0.002295,0.106621243
mpi-single,sort1K.data,149,0,2,1,2,2,1024,2000,1000,0.000024657,0.000851369,0.012485253,0.000587162,0.27243591,0.000015257,0.257693,0.000034,0.029923,0.28844225
mpi-single,sort1K.data,149,1,2,1,2,2,1024,2000,1000,0.00002554,0.000748492,0.012377213,0.000524105,0.2581432,0.000014173,0.242084,0.000031,0.029862,0.273625023
mpi-single,sort1K.data,149,2,2,1,2,2,1024,2000,1000,0.000019588,0.000814766,0.022365469,0.000519391,0.257155182,0.000013653,0.249014,0.000029,0.03016,0.28261404
mpi-single,sort1K.data,149,3,2,1,2,2,1024,2000,1000,0.000019833,0.000816514,0.02232163,0.000571895,0.259571766,0.000014032,0.251665,0.000034,0.030241,0.285049652
mpi-multi,sort1M.data,216,0,2,8,16,64,1048576,16208,1013,0.014739277,0.040993375,0.147929457,0.011383793,0.021279609,0.000056333,0.152902,0.002644,0.045477,0.178059454
mpi-multi,sort1M.data,216,1,2,8,16,64,1048576,16208,1013,0.018808031,0.041634299,0.148851816,0.010933992,0.020979158,0.000031041,0.123305,0.001758,0.044613,0.182385076
mpi-multi,sort1M.data,216,2,2,8,16,64,1048576,16208,1013,0.014647907,0.041362257,0.137543241,0.006705485,0.068402334,0.000022951,0.124391,0.001327,0.086938,0.214918524
mpi-multi,sort1M.data,216,3,2,8,16,64,1048576,16208,1013,0.013867091,0.04110659,0.144658409,0.010823653,0.02211983,0.000021341,0.129344,0.000131,0.045439,0.175164163
mpi-multi,sort4M.data,227,0,2,1,2,8,4194304,3676,1838,0.065527008,0.08317637,0.451404094,0.001172407,0.473212427,0.000033211,0.809453,0.011822,0.501178,1.109319119
mpi-multi,sort4M.data,227,1,2,1,2,8,4194304,3676,1838,0.086962628,0.083456373,0.593958446,0.001145879,0.476866885,0.000032342,0.697374,0.014396,0.502183,1.217380965
mpi-multi,sort4M.data,227,2,2,1,2,8,4194304,3676,1838,0.071787576,0.083145224,0.707056618,0.001103015,0.478184768,0.000038092,0.844003,0.002577,0.51492,1.3628757
mpi-multi,sort4M.data,227,3,2,1,2,8,4194304,3676,1838,0.068633626,0.083919587,0.666687976,0.001205751,0.47759165,0.000035581,0.74779,0.00242,0.505123,1.25781861
mpi-multi,sort64K.data,189,0,2,16,32,128,65536,32000,1000,0.001984457,0.039206286,0.34119398,0.001364379,0.006753329,0.000044511,0.090761,0.000206,0.010557,0.225031836
mpi-multi,sort64K.data,189,1,2,16,32,128,65536,32000,1000,0.00212258,0.039194618,0.115191011,0.001114581,0.006995546,0.000052482,0.080394,0.000207,0.01054,0.112799862
mpi-multi,sort64K.data,189,2,2,16,32,128,65536,32000,1000,0.001922734,0.039448976,0.115842393,0.001067046,0.007735462,0.000040311,0.080316,0.00018,0.011295,0.113995963
mpi-multi,sort64K.data,189,3,2,16,32,128,65536,32000,1000,0.00212127,0.039646712,0.116742595,0.001297233,0.007568165,0.000042412,0.080432,0.000205,0.011572,0.114655964
mpi-multi,sort64M.data,106,0,1,4,4,16,67108864,21892,5473,1.361161778,0.96688412,2.9530525819999998,0.410618194,1.05826407,0.000036231,4.888246,3.425502,2.35931,8.068408517
mpi-multi,sort64M.data,106,1,1,4,4,16,67108864,21892,5473,1.6981760179999998,0.886151611,2.711292879,0.461125428,1.021759007,0.000046381,2.363031,3.352013,2.062657,7.792449713
mpi-multi,sort64M.data,106,2,1,4,4,16,67108864,21892,5473,1.133759891,0.968680043,4.055615823,1.730861661,0.978665673,0.000041701,2.434063,4.278299,3.49107,10.233362764
mpi-multi,sort64M.data,106,3,1,4,4,16,67108864,21892,5473,1.7135506569999999,0.922003727,3.562027971,0.686220503,0.988117711,0.000039471,2.634251,4.046128,2.462404,9.166201994
mpi-multi,sort4K.data,162,0,2,32,64,256,4096,64000,1000,0.000283353,0.029105567,0.128227665,0.001970414,0.005741148,0.000025031,0.08261,0.000183,0.002435,0.104646401
mpi-multi,sort4K.data,162,1,2,32,64,256,4096,64000,1000,0.000264182,0.029310296,0.133902203,0.002272414,0.006327577,0.000026461,0.080702,0.000208,0.002545,0.108271646
mpi-multi,sort4K.data,162,2,2,32,64,256,4096,64000,1000,0.000244801,0.029258474,0.133953656,0.002050474,0.006397551,0.000027141,0.090898,0.000219,0.002335,0.107591245
mpi-multi,sort4K.data,162,3,2,32,64,256,4096,64000,1000,0.000260762,0.029221432,0.134570615,0.001991229,0.005765454,0.000034121,0.081097,0.000165,0.002605,0.107825265
mpi-single,sort1K.data,150,0,2,2,4,4,1024,4000,1000,0.000024805,0.092633677,0.073770513,0.000732712,0.026587418,0.000016265,0.184658,0.000013,0.009828,0.196575001
mpi-single,sort1K.data,150,1,2,2,4,4,1024,4000,1000,0.000031965,0.087517376,0.072830545,0.000454576,0.027353578,0.000017631,0.177117,0.000012,0.009983,0.190944808
mpi-single,sort1K.data,150,2,2,2,4,4,1024,4000,1000,0.000019222,0.085913789,0.072803678,0.000463521,0.027199347,0.00001609,0.176012,0.000013,0.009933,0.188941806
mpi-single,sort1K.data,150,3,2,2,4,4,1024,4000,1000,0.000018925,0.086774632,0.07355111,0.000445272,0.026156081,0.000015692,0.175143,0.000014,0.009874,0.189541861
mpi-single,sort16M.data,101,0,1,32,32,32,16777216,35456,1108,0.415025883,0.319943331,0.242092691,1.495429385,0.661334703,0.000143176,1.6173030000000002,0.110192,1.077698,3.1365533660000002
mpi-single,sort16M.data,101,1,1,32,32,32,16777216,35456,1108,0.498980317,0.263911077,0.260439111,1.420995119,0.432501709,0.000096394,0.897713,0.111957,0.850446,2.879795492
mpi-single,sort16M.data,101,2,1,32,32,32,16777216,35456,1108,0.422389538,0.333619858,0.256236328,1.467287832,0.423621262,0.000100904,0.889704,0.107515,0.849776,2.906145359
mpi-single,sort16M.data,101,3,1,32,32,32,16777216,35456,1108,0.424164226,0.336752762,0.257644607,1.468098041,0.39452787,0.000081183,0.89987,0.109404,0.830643,2.8834134259999997
mpi-multi,sort4M.data,228,0,2,2,4,16,4194304,5116,1279,0.008332348,0.254457976,0.415656688,0.045245018,0.105166463,0.000040086,0.797608,0.015206,0.19659,0.76701009
mpi-multi,sort4M.data,228,1,2,2,4,16,4194304,5116,1279,0.006912141,0.260832188,0.427386725,0.048617181,0.097151208,0.000015138,0.555084,0.015365,0.18842,0.758036602
mpi-multi,sort4M.data,228,2,2,2,4,16,4194304,5116,1279,0.005906595,0.258083119,0.426016035,0.043240218,0.10334641,0.000017061,0.562081,0.016009,0.198485,0.78331042
mpi-multi,sort4M.data,228,3,2,2,4,16,4194304,5116,1279,0.00893013,0.206354764,0.438369512,0.041564916,0.111086618,0.000015574,0.54337,0.01856,0.21326,0.776549719
mpi-multi,sort1M.data,217,0,2,16,32,128,1048576,32192,1006,0.031086937,0.049747688,0.281251529,0.005800957,0.071164163,0.000049903,0.277198,0.000221,0.093934,0.32075266
mpi-multi,sort1M.data,217,1,2,16,32,128,1048576,32192,1006,0.035974199,0.052576059,0.259874296,0.015050737,0.069824114,0.000059193,0.200524,0.000184,0.109227,0.338375155
mpi-multi,sort1M.data,217,2,2,16,32,128,1048576,32192,1006,0.026129861,0.058959166,0.263280006,0.01011769,0.052395463,0.000050152,0.195359,0.000125,0.089779,0.314882439
mpi-multi,sort1M.data,217,3,2,16,32,128,1048576,32192,1006,0.032873516,0.056110043,0.275974996,0.00217675,0.06430922,0.000059113,0.19918,0.000179,0.08145,0.318007264
mpi-single,sort4K.data,163,0,2,1,2,2,4096,2000,1000,0.000083634,0.001012017,0.01250203,0.000805911,0.260738669,0.000014728,0.250142,0.000151,0.029492,0.277817517
mpi-single,sort4K.data,163,1,2,1,2,2,4096,2000,1000,0.000088334,0.000941432,0.012517812,0.000745999,0.259161314,0.000015423,0.243944,0.000156,0.028871,0.275314253
mpi-single,sort4K.data,163,2,2,1,2,2,4096,2000,1000,0.000068324,0.000950499,0.022516068,0.000793138,0.25392058,0.000014838,0.249183,0.000157,0.02702,0.280099609
mpi-single,sort4K.data,163,3,2,1,2,2,4096,2000,1000,0.000092467,0.000964314,0.01254931,0.000769096,0.253968981,0.000011772,0.240629,0.000154,0.026588,0.270194978
mpi-single,sort1K.data,151,0,2,4,8,8,1024,8000,1000,0.000025912,0.052679662,0.01805591,0.000470145,0.037235785,0.000028586,0.103662,0.000006,0.005012,0.110984021
mpi-single,sort1K.data,151,1,2,4,8,8,1024,8000,1000,0.000028095,0.052561354,0.018079721,0.000462207,0.037247222,0.00001943,0.10354,0.000006,0.004563,0.110664154
mpi-single,sort1K.data,151,2,2,4,8,8,1024,8000,1000,0.000021074,0.053638806,0.018043429,0.000479485,0.036195062,0.000019358,0.104332,0.000006,0.005032,0.110620964
mpi-single,sort1K.data,151,3,2,4,8,8,1024,8000,1000,0.000021948,0.053059744,0.018004208,0.000480751,0.037049367,0.000020089,0.100834,0.000006,0.004954,0.110245686
mpi-single,sort16K.data,32,0,1,2,2,2,16384,2006,1003,0.000247477,0.001644266,0.225381031,0.001732582,0.024871865,0.000017154,0.233987,0.000815,0.024951,0.255966673
mpi-single,sort16K.data,32,1,1,2,2,2,16384,2006,1003,0.000344417,0.001605639,0.225109081,0.001727535,0.024921438,0.000019117,0.227431,0.000818,0.024992,0.25564591
mpi-single,sort16K.data,32,2,1,2,2,2,16384,2006,1003,0.000277243,0.00163604,0.226914545,0.001760836,0.025288556,0.000018873,0.229202,0.000834,0.025379,0.257834392
mpi-single,sort16K.data,32,3,1,2,2,2,16384,2006,1003,0.000282889,0.001654457,0.225107984,0.00175521,0.024828484,0.000021628,0.227387,0.000848,0.024919,0.255557153
mpi-single,sort4K.data,164,0,2,2,4,4,4096,4000,1000,0.000069449,0.089137771,0.071403611,0.001067149,0.03099813,0.000016995,0.185651,0.000056,0.010129,0.195533729
mpi-single,sort4K.data,164,1,2,2,4,4,4096,4000,1000,0.000083637,0.087841575,0.071517143,0.000635629,0.031436134,0.00001518,0.171079,0.000058,0.010149,0.194041797
mpi-single,sort4K.data,164,2,2,2,4,4,4096,4000,1000,0.000065001,0.087945203,0.071563183,0.000696493,0.031687663,0.000014981,0.180344,0.00006,0.010554,0.194455821
mpi-single,sort4K.data,164,3,2,2,4,4,4096,4000,1000,0.00006523,0.087509903,0.071033818,0.000712175,0.031987829,0.000017402,0.177922,0.000055,0.010095,0.193774849
mpi-multi,sort4M.data,229,0,2,4,8,32,4194304,8952,1119,0.0677427,0.084439647,0.345832648,0.015537989,0.128623636,0.000017741,0.669751,0.000504,0.172087,0.644117526
mpi-multi,sort4M.data,229,1,2,4,8,32,4194304,8952,1119,0.085257182,0.085184122,0.335757588,0.014537372,0.122551243,0.00001585,0.399566,0.00398,0.166607,0.57149882
mpi-multi,sort4M.data,229,2,2,4,8,32,4194304,8952,1119,0.069776169,0.082824622,0.333914985,0.017303777,0.125627906,0.00001717,0.444158,0.001397,0.166933,0.615124598
mpi-multi,sort4M.data,229,3,2,4,8,32,4194304,8952,1119,0.077540061,0.083757118,0.337980909,0.017501031,0.127554363,0.000017251,0.467192,0.00048,0.173909,0.643852787
mpi-multi,sort64M.data,107,0,1,8,8,32,67108864,23336,2917,1.44314926,0.917128447,1.2119977,0.402040126,0.815366198,0.000050142,4.786754,1.368938,1.736666,5.472337219
mpi-multi,sort64M.data,107,1,1,8,8,32,67108864,23336,2917,1.668821066,0.951607735,1.039660017,0.361726702,0.822546375,0.000059162,2.418582,1.345626,1.812455,5.6467860640000005
mpi-multi,sort64M.data,107,2,1,8,8,32,67108864,23336,2917,1.1709184320000001,0.958121877,2.720965119,5.402808691,0.875564243,0.000054352,2.631088,2.551863,6.844118,12.087237898
mpi-multi,sort64M.data,107,3,1,8,8,32,67108864,23336,2917,1.170811487,0.927386426,2.006547228,0.87119087,0.929929468,0.000053922,2.373419,1.953602,2.330172,6.739527115
mpi-single,sort16M.data,102,0,1,64,64,64,16777216,67392,1053,0.257059862,0.28480131,0.253197149,1.475487663,0.705709237,0.000131215,1.388965,0.068173,0.754181,2.978557067
mpi-single,sort16M.data,102,1,1,64,64,64,16777216,67392,1053,0.328719576,0.291614913,0.256776615,1.260127463,0.352358281,0.000149085,0.801117,0.069526,0.610042,2.493000062
