implementation,name,batch,run,nodes,tasks_per_node,tasks,cpus,entries,total_ram,ram_per_task,reading_the_input,dividing_the_input_into_buckets,sending_to_workers,writing_to_disk,receiving_from_workers,fetching_time_from_workers,receiving_on_worker,sorting_on_worker,sending_to_manager,duration
mpi-single,sort1K.data,309,3,4,64,256,256,1024,256000,1000,0.000024791,0.029857973,0.487191698,0.000844224,0.003116345,0.000118923,0.376627,0,0.001496,0.52860451
mpi-single,sort1M.data,379,0,4,64,256,256,1048576,256000,1000,0.022144714,0.043300514,0.507241132,0.096625382,0.131875132,0.000153585,0.481315,0.000235,0.03576,0.807329058
mpi-single,sort1M.data,379,1,4,64,256,256,1048576,256000,1000,0.027467712,0.043103525,0.534638574,0.096946984,0.141687992,0.000142974,0.451239,0.000238,0.132442,0.856669804
mpi-single,sort1M.data,379,2,4,64,256,256,1048576,256000,1000,0.022680611,0.043030492,0.57542234,0.104767586,0.164283978,0.000170885,0.451293,0.000236,0.154826,0.922563902
mpi-single,sort1M.data,379,3,4,64,256,256,1048576,256000,1000,0.022164915,0.044728783,0.518438485,0.096297288,0.124714586,0.000145074,0.45123,0.000235,0.036941,0.813537679
mpi-multi,sort256M.data,120,0,1,8,8,32,268435456,69352,8669,4.352747959,4.101069624,12.621260813,2.791686995,4.587785938,0.000056812,22.036296,6.656637,7.267858,28.046787143
mpi-multi,sort256M.data,120,1,1,8,8,32,268435456,69352,8669,27.564778669,3.886262569,12.411076459,3.377977585,5.92608578,0.000075853,34.892194,8.001723,9.18159,52.647361894
mpi-multi,sort256M.data,120,2,1,8,8,32,268435456,69352,8669,12.121620713,3.548076373,14.259957909,3.698456945,4.370783123,0.000052872,20.704612,8.298438,9.311348,38.923358565
mpi-multi,sort256M.data,120,3,1,8,8,32,268435456,69352,8669,4.8638142559999995,3.5423651,14.292599011,3.715639702,6.147616641,0.000097184,13.567944,8.178459,11.158737,33.48418344
mpi-single,sort4K.data,317,0,4,1,4,4,4096,4000,1000,0.000059722,0.032145303,0.022867855,0.000976291,0.094083562,0.000010181,0.305582,0.000049,0.014386,0.152475912
mpi-single,sort4K.data,317,1,4,1,4,4,4096,4000,1000,0.000117154,0.031889956,0.020151288,0.00096084,0.092649708,0.00000862,0.1123,0.000049,0.013378,0.147977718
mpi-single,sort4K.data,317,2,4,1,4,4,4096,4000,1000,0.000092623,0.031753691,0.019565949,0.00097389,0.092937839,0.00000904,0.110875,0.000055,0.014143,0.147493352
mpi-single,sort4K.data,317,3,4,1,4,4,4096,4000,1000,0.000092953,0.032259267,0.019718354,0.000927526,0.092495244,0.000008781,0.116129,0.000064,0.015197,0.147704889
mpi-single,sort4K.data,318,0,4,2,8,8,4096,8000,1000,0.000051811,0.031947588,0.025560342,0.000871987,0.031126111,0.00001797,0.08066,0.000026,0.006168,0.09145288
mpi-single,sort4K.data,318,1,4,2,8,8,4096,8000,1000,0.000109803,0.032058721,0.023600279,0.000875302,0.031090716,0.000012931,0.074985,0.000022,0.005952,0.089602951
mpi-single,sort4K.data,318,2,4,2,8,8,4096,8000,1000,0.000094873,0.031545474,0.026250314,0.000887169,0.03265258,0.000023541,0.08391,0.000023,0.005602,0.093400293
mpi-single,sort4K.data,318,3,4,2,8,8,4096,8000,1000,0.000089893,0.031511733,0.024516259,0.000868478,0.031243165,0.00001798,0.081217,0.000025,0.00612,0.090138138
mpi-single,sort1K.data,310,0,4,128,512,512,1024,512000,1000,0.000023491,0.030361037,3.9380407269999997,0.000809397,0.000147785,0.002813332,0,0,0.000078,3.977212243
mpi-single,sort1K.data,310,1,4,128,512,512,1024,512000,1000,0.000033751,0.030110947,2.997111971,0.001045032,0.000121137,0.001278185,0,0,0.000172,3.035660051
mpi-single,sort1K.data,310,2,4,128,512,512,1024,512000,1000,0.000022011,0.031196196,4.734872922,0.000554727,0.000427744,0.000557684,0,0,0.000192,4.770155134
mpi-single,sort1K.data,310,3,4,128,512,512,1024,512000,1000,0.000022141,0.030478175,4.690518829,0.001040165,0.00044823,0.005419904,0,0,0.000173,4.733612678
mpi-multi,sort256M.data,121,0,1,16,16,64,268435456,73264,4579,1.950526348,3.6042709090000002,8.390555166,2.147402553,4.161191539,0.000042452,20.342209,2.808663,6.115806,20.278072796
mpi-multi,sort256M.data,121,1,1,16,16,64,268435456,73264,4579,12.292751218,3.407248015,5.740570529,2.852809303,4.32324556,0.000063123,17.299094,3.857382,8.343362,29.927693947
mpi-multi,sort256M.data,121,2,1,16,16,64,268435456,73264,4579,3.933952635,3.602005648,12.596782147,2.9301985139999998,5.428951071,0.000058473,15.791848,4.137393,8.158657,28.497917247
mpi-multi,sort256M.data,121,3,1,16,16,64,268435456,73264,4579,1.932103106,3.659042657,12.405301235,3.060840215,5.4265948999999996,0.000069203,13.835306,3.914287,8.281182,26.493581618
mpi-single,sort4K.data,319,0,4,4,16,16,4096,16000,1000,0.000098507,0.00117307,0.027959614,0.000787779,0.018140299,0.000024809,0.045931,0.000013,0.002086,0.050978102
mpi-single,sort4K.data,319,1,4,4,16,16,4096,16000,1000,0.00008802,0.000965748,0.026275381,0.000746708,0.016248136,0.000023075,0.034353,0.000014,0.002129,0.046232861
mpi-single,sort4K.data,319,2,4,4,16,16,4096,16000,1000,0.000072076,0.001034156,0.026435424,0.000739357,0.016019973,0.000042315,0.034233,0.000013,0.002184,0.046217654
mpi-single,sort4K.data,319,3,4,4,16,16,4096,16000,1000,0.000089705,0.001081394,0.026596296,0.000751846,0.016529064,0.000022534,0.035089,0.000013,0.002112,0.047024866
mpi-single,sort4K.data,320,0,4,8,32,32,4096,32000,1000,0.000051112,0.031556354,0.058905444,0.001016192,0.009691603,0.000034921,0.089012,0.000005,0.00241,0.102719433
mpi-single,sort4K.data,320,1,4,8,32,32,4096,32000,1000,0.000116544,0.031383079,0.061865769,0.000921221,0.010130784,0.000027261,0.091574,0.000005,0.003117,0.106621648
mpi-single,sort4K.data,320,2,4,8,32,32,4096,32000,1000,0.000090203,0.031367259,0.060729163,0.000972043,0.00908469,0.000028901,0.092266,0.000005,0.002831,0.1045099
mpi-single,sort4K.data,320,3,4,8,32,32,4096,32000,1000,0.000090042,0.031665629,0.058410998,0.001004833,0.009343991,0.000034301,0.091253,0.000006,0.002673,0.102646451
mpi-multi,sort1K.data,451,0,8,1,8,32,1024,8000,1000,0.000158866,0.036789266,0.050876323,0.002717741,0.001310855,0.000014131,0.076398,0.000476,0.000165,0.070654476
mpi-multi,sort1K.data,451,1,8,1,8,32,1024,8000,1000,0.000190167,0.035644039,0.049058772,0.002763381,0.001278522,0.00001474,0.058827,0.000458,0.000159,0.069684314
mpi-multi,sort1K.data,451,2,8,1,8,32,1024,8000,1000,0.000174346,0.036543158,0.054918996,0.00258955,0.001142236,0.000015401,0.070128,0.000512,0.000168,0.072689534
mpi-multi,sort1K.data,451,3,8,1,8,32,1024,8000,1000,0.000172015,0.034435059,0.070907264,0.002252604,0.004984263,0.000013841,0.057225,0.000395,0.000166,0.081305309
mpi-single,sort1M.data,380,0,4,128,512,512,1048576,512000,1000,0.014899601,0.044106945,4.224597457,0.091742036,0.071122311,0.000292562,0.096276,0.000223,3.836144,4.451395061
mpi-single,sort1M.data,380,1,4,128,512,512,1048576,512000,1000,0.020359531,0.04372616,3.374277189,0.093545838,0.072336869,0.000296334,0.069204,0.000234,2.962027,3.613624515
mpi-single,sort1M.data,380,2,4,128,512,512,1048576,512000,1000,0.015121889,0.044541688,4.102297177,0.096118691,0.072154966,0.000315334,0.06194,0.000232,3.728829,4.336219827
mpi-single,sort1M.data,380,3,4,128,512,512,1048576,512000,1000,0.015326929,0.044973426,4.142940672,0.092628427,0.072377169,0.000307583,0.061283,0.000235,3.762347,4.373726847
mpi-multi,sort1K.data,452,0,8,2,16,64,1024,16000,1000,0.000167855,0.03870729,0.073117788,0.002314482,0.007266887,0.00001772,0.089452,0.000388,0.000126,0.090570985
mpi-multi,sort1K.data,452,1,8,2,16,64,1024,16000,1000,0.000154886,0.035472163,0.073306295,0.002061241,0.001702176,0.000013361,0.073112,0.000284,0.000771,0.079907733
mpi-multi,sort1K.data,452,2,8,2,16,64,1024,16000,1000,0.000154445,0.036816988,0.073224451,0.002874547,0.006285445,0.000014621,0.080745,0.000306,0.000129,0.087309977
mpi-multi,sort1K.data,452,3,8,2,16,64,1024,16000,1000,0.000219557,0.034707468,0.091524448,0.002571614,0.002444662,0.00001433,0.07384,0.000338,0.000124,0.090076449
mpi-single,sort4K.data,321,0,4,16,64,64,4096,64000,1000,0.000072722,0.032131553,0.121698712,0.001030714,0.005789846,0.000040801,0.143363,0.000002,0.002163,0.163423695
mpi-single,sort4K.data,321,1,4,16,64,64,4096,64000,1000,0.000113944,0.032430423,0.115907937,0.001041215,0.009562797,0.000042611,0.140572,0.000002,0.002317,0.162295878
mpi-single,sort4K.data,321,2,4,16,64,64,4096,64000,1000,0.000092623,0.032310138,0.119359878,0.001123088,0.008974557,0.000046312,0.14121,0.000002,0.002211,0.165113538
mpi-single,sort4K.data,321,3,4,16,64,64,4096,64000,1000,0.000090183,0.032339879,0.119578115,0.001116736,0.007044266,0.000046941,0.141738,0.000003,0.002211,0.163747855
mpi-multi,sort1K.data,453,0,8,4,32,128,1024,32000,1000,0.000179005,0.035435814,0.144037749,0.002071887,0.002514995,0.000018531,0.110435,0.000274,0.000082,0.11632686
mpi-multi,sort1K.data,453,1,8,4,32,128,1024,32000,1000,0.000161496,0.035880868,0.141174773,0.002762295,0.003347622,0.000031301,0.108719,0.000299,0.000079,0.116831417
mpi-multi,sort1K.data,453,2,8,4,32,128,1024,32000,1000,0.000180296,0.036194008,0.139483468,0.002242912,0.002096278,0.000027221,0.109563,0.000276,0.000112,0.115879996
mpi-multi,sort1K.data,453,3,8,4,32,128,1024,32000,1000,0.000175766,0.035684791,0.140136789,0.002214726,0.004817428,0.000027511,0.109457,0.000281,0.000091,0.117342415
mpi-multi,sort1M.data,511,0,8,1,8,32,1048576,8232,1029,0.016743164,0.042114864,0.184082423,0.005958179,0.04282624,0.00001479,0.270573,0.000891,0.057844,0.210938193
mpi-multi,sort1M.data,511,1,8,1,8,32,1048576,8232,1029,0.022390081,0.044018607,0.166715188,0.005534374,0.043905078,0.00002155,0.139703,0.000737,0.060767,0.213540339
mpi-multi,sort1M.data,511,2,8,1,8,32,1048576,8232,1029,0.018961546,0.044284278,0.27278378,0.006219646,0.04111891,0.000018131,0.189607,0.000839,0.057778,0.260240744
mpi-multi,sort1M.data,511,3,8,1,8,32,1048576,8232,1029,0.01998133,0.043771981,0.269648866,0.006419577,0.039992114,0.000018761,0.188947,0.000967,0.05685,0.258354332
mpi-single,sort4K.data,322,0,4,32,128,128,4096,128000,1000,0.000064182,0.033586069,0.242069406,0.00118406,0.005492865,0.000063692,0.251261,0.000001,0.001775,0.284597353
mpi-single,sort4K.data,322,1,4,32,128,128,4096,128000,1000,0.000130714,0.033262989,0.241345644,0.001177385,0.008877208,0.000059262,0.248313,0.000001,0.001713,0.289721657
mpi-single,sort4K.data,322,2,4,32,128,128,4096,128000,1000,0.000109783,0.033146715,0.234904657,0.001271812,0.007104498,0.000066212,0.241817,0.000001,0.001653,0.28169922
mpi-single,sort4K.data,322,3,4,32,128,128,4096,128000,1000,0.000111263,0.033373702,0.24031533,0.001487215,0.007639528,0.000058131,0.243457,0.000001,0.001748,0.288121546
mpi-single,sort64K.data,198,0,2,128,256,256,65536,256000,1000,0.001004472,0.033127741,0.392882884,0.007684735,0.008714514,0.000095714,0.264619,0.000014,0.005353,0.449004368
mpi-single,sort64K.data,198,1,2,128,256,256,65536,256000,1000,0.001377109,0.033215155,0.384562305,0.007124811,0.008723463,0.000110754,0.244279,0.000014,0.005317,0.440649717
mpi-single,sort64K.data,198,2,2,128,256,256,65536,256000,1000,0.000956831,0.031713757,0.385809996,0.008174456,0.133291785,0.000102565,0.25468,0.000014,0.00526,0.56957186
mpi-single,sort64K.data,198,3,2,128,256,256,65536,256000,1000,0.000932001,0.032150696,0.399491336,0.007326696,0.009276819,0.000108095,0.254276,0.000014,0.005639,0.457841842
mpi-single,sort4M.data,240,0,2,128,256,256,4194304,256768,1003,0.063659499,0.096201411,0.480430123,0.378203486,0.104805562,0.000156626,0.8455,0.001205,0.115958,1.128968828
mpi-single,sort4M.data,240,1,2,128,256,256,4194304,256768,1003,0.080193851,0.096700543,0.478981808,0.390001667,0.108960992,0.000159566,0.631425,0.001225,0.127538,1.1604773210000001
mpi-single,sort4M.data,240,2,2,128,256,256,4194304,256768,1003,0.061887875,0.091222895,0.460437732,0.392039533,0.104271336,0.000153506,0.597369,0.001213,0.127189,1.120298801
mpi-single,sort4M.data,240,3,2,128,256,256,4194304,256768,1003,0.060824944,0.088702643,0.508648801,0.396131122,0.104763729,0.000193018,0.642075,0.001192,0.126085,1.168937739
mpi-multi,sort64K.data,339,0,4,1,4,16,65536,4016,1004,0.00298785,0.031411139,0.0776607,0.000356588,0.008336357,0.0000097,0.134839,0.000221,0.010451,0.085587243
mpi-multi,sort64K.data,339,1,4,1,4,16,65536,4016,1004,0.002224955,0.031776031,0.07916013,0.00032415,0.008181215,0.00000872,0.074841,0.000192,0.010198,0.085362096
mpi-multi,sort64K.data,339,2,4,1,4,16,65536,4016,1004,0.00301215,0.031468702,0.081731905,0.000350663,0.007636212,0.0000091,0.075701,0.000216,0.009593,0.086438192
mpi-multi,sort64K.data,339,3,4,1,4,16,65536,4016,1004,0.002762953,0.031265004,0.076065748,0.000332418,0.007761337,0.00000921,0.074054,0.000208,0.009689,0.083383631
mpi-multi,sort1M.data,512,0,8,2,16,64,1048576,16208,1013,0.002235719,0.042092607,0.209693365,0.007349507,0.043177033,0.000036192,0.180431,0.000146,0.066542,0.21985881
mpi-multi,sort1M.data,512,1,8,2,16,64,1048576,16208,1013,0.002105882,0.041569104,0.204558186,0.008029965,0.04259918,0.000031391,0.144443,0.000204,0.065857,0.215555538
mpi-multi,sort1M.data,512,2,8,2,16,64,1048576,16208,1013,0.001989535,0.041284348,0.202486164,0.010605095,0.0415293,0.000033322,0.144409,0.000145,0.068876,0.21717269
mpi-multi,sort1M.data,512,3,8,2,16,64,1048576,16208,1013,0.002181199,0.042185965,0.210101143,0.010227491,0.041747968,0.000033412,0.144999,0.000126,0.068848,0.221938023
mpi-multi,sort4M.data,381,0,4,1,4,16,4194304,5116,1279,0.061286596,0.079831705,0.652196888,0.015155173,0.109151579,0.000017701,0.933976,0.00052,0.145887,0.866628193
mpi-multi,sort4M.data,381,1,4,1,4,16,4194304,5116,1279,0.954202482,0.087193974,1.107438259,0.032051766,0.085441063,0.000031061,1.8322370000000001,0.000565,0.140651,1.97402561
mpi-multi,sort4M.data,381,2,4,1,4,16,4194304,5116,1279,0.835022978,0.098497002,0.644434023,0.03276745,0.109542872,0.000014511,1.384526,0.00057,0.160917,1.5139774529999999
mpi-multi,sort4M.data,381,3,4,1,4,16,4194304,5116,1279,0.828036975,0.089538485,0.652311792,0.022528012,0.115622533,0.000014181,1.353942,0.000569,0.160049,1.5238564079999999
mpi-multi,sort1M.data,513,0,8,4,32,128,1048576,32192,1006,0.0019437,0.041381419,0.430427556,0.005840814,0.045932254,0.000033562,0.194269,0.000201,0.066676,0.330645659
mpi-multi,sort1M.data,513,1,8,4,32,128,1048576,32192,1006,0.001987652,0.042513129,0.439536411,0.006195105,0.044687667,0.000033212,0.156178,0.000293,0.065169,0.335266485
mpi-multi,sort1M.data,513,2,8,4,32,128,1048576,32192,1006,0.001939635,0.041494535,0.47391999,0.005740677,0.04677878,0.000032741,0.156752,0.000247,0.068314,0.354200943
mpi-multi,sort1M.data,513,3,8,4,32,128,1048576,32192,1006,0.001941188,0.041116877,0.480004485,0.005785201,0.046513641,0.000032652,0.152304,0.000192,0.066656,0.354900504
mpi-multi,sort16M.data,246,0,2,32,64,256,16777216,67392,1053,0.133169952,0.241868713,0.528062781,0.081991801,0.405313734,0.000081953,1.520784,0.002913,0.479494,1.419417344
mpi-multi,sort16M.data,246,1,2,32,64,256,16777216,67392,1053,0.201144339,0.239528974,0.543551187,0.073282541,0.356984373,0.000070923,0.931774,0.002451,0.441553,1.447187382
mpi-multi,sort16M.data,246,2,2,32,64,256,16777216,67392,1053,0.130065024,0.240574005,0.432487681,0.096198188,0.367176373,0.000074793,0.780842,0.001731,0.470791,1.335800479
mpi-multi,sort16M.data,246,3,2,32,64,256,16777216,67392,1053,0.123329674,0.242364707,0.417166186,0.083272357,0.32608584,0.000073643,0.779088,0.001194,0.420887,1.26207855
mpi-single,sort4K.data,323,0,4,64,256,256,4096,256000,1000,0.000070762,0.029580393,0.433133108,0.001466472,0.004768926,0.000695131,0.398355,0,0.002116,0.471358611
mpi-single,sort4K.data,323,1,4,64,256,256,4096,256000,1000,0.000110343,0.031846631,0.429638032,0.00129051,0.004869496,0.001032092,0.387687,0,0.002283,0.471489625
mpi-single,sort4K.data,323,2,4,64,256,256,4096,256000,1000,0.000083043,0.029912002,0.432433886,0.001883273,0.007427176,0.000315499,0.398454,0,0.002142,0.479562128
mpi-single,sort4K.data,323,3,4,64,256,256,4096,256000,1000,0.000082312,0.029888032,0.430046305,0.001664539,0.005700753,0.000351551,0.398649,0,0.002369,0.475228538
mpi-single,sort16M.data,247,0,2,1,2,2,16777216,8710,4355,
mpi-single,sort16M.data,247,1,2,1,2,2,16777216,8710,4355,
mpi-single,sort16M.data,247,2,2,1,2,2,16777216,8710,4355,
mpi-single,sort16M.data,247,3,2,1,2,2,16777216,8710,4355,
mpi-multi,sort1M.data,514,0,8,8,64,256,1048576,64192,1003,0.024438659,0.044502604,0.575128457,0.003636231,0.045754677,0.000052142,0.315805,0.000115,0.062036,0.425485114
mpi-multi,sort1M.data,514,1,8,8,64,256,1048576,64192,1003,0.032616692,0.044234462,0.555053183,0.034381517,0.066232426,0.000038411,0.245345,0.000112,0.099703,0.466641077
mpi-multi,sort1M.data,514,2,8,8,64,256,1048576,64192,1003,0.024276517,0.044756117,0.584390585,0.001099605,0.062329094,0.000034101,0.236901,0.000112,0.072998,0.443816281
mpi-multi,sort1M.data,514,3,8,8,64,256,1048576,64192,1003,0.023092776,0.043794157,0.579537553,0.000811224,0.065158162,0.000037971,0.235455,0.00011,0.069098,0.434957788
mpi-multi,sort64K.data,340,0,4,2,8,32,65536,8008,1001,0.003302465,0.006642775,0.057539613,0.003172608,0.003880481,0.000023971,0.051855,0.000195,0.009731,0.051429783
mpi-multi,sort64K.data,340,1,4,2,8,32,65536,8008,1001,0.002005286,0.09453538,0.060391188,0.002379987,0.005737584,0.000080697,0.121396,0.000251,0.010207,0.141032219
mpi-multi,sort64K.data,340,2,4,2,8,32,65536,8008,1001,0.003163938,0.006199908,0.078666062,0.003393204,0.004155344,0.000014184,0.041714,0.000297,0.009635,0.061397178
mpi-multi,sort64K.data,340,3,4,2,8,32,65536,8008,1001,0.003310032,0.0063083,0.062094211,0.002857924,0.004058796,0.000016557,0.032032,0.000265,0.009356,0.05295987
mpi-single,sort16K.data,38,0,1,128,128,128,16384,128000,1000,0.000186168,0.030807086,0.008292468,0.002330299,0.010272838,0.000130625,0.044899,0.000006,0.006043,0.053655168
mpi-single,sort16K.data,38,1,1,128,128,128,16384,128000,1000,0.000261151,0.030889259,0.00835907,0.002756322,0.009885818,0.000115335,0.041977,0.000006,0.007055,0.058447917
mpi-single,sort16K.data,38,2,1,128,128,128,16384,128000,1000,0.000207739,0.030710082,0.008591859,0.002160969,0.01003777,0.000140965,0.041417,0.000006,0.005649,0.057385125
mpi-single,sort16K.data,38,3,1,128,128,128,16384,128000,1000,0.000202888,0.030720872,0.008416182,0.002359149,0.010192096,0.000113584,0.041562,0.000006,0.006028,0.058186367
mpi-multi,sort4M.data,382,0,4,2,8,32,4194304,8952,1119,0.005519133,0.211697816,0.402831031,0.037676242,0.120905715,0.000039925,0.768192,0.0009,0.226557,0.74248981
mpi-multi,sort4M.data,382,1,4,2,8,32,4194304,8952,1119,0.00615988,0.224115894,0.42045064,0.033313898,0.124545918,0.00001802,0.539199,0.00066,0.225828,0.768578888
mpi-multi,sort4M.data,382,2,4,2,8,32,4194304,8952,1119,0.005702709,0.234814659,0.400873238,0.038982113,0.119563077,0.000017958,0.546393,0.00071,0.222016,0.773119103
mpi-multi,sort4M.data,382,3,4,2,8,32,4194304,8952,1119,0.005602046,0.234167896,0.589632091,0.037432951,0.125522017,0.000017168,0.683033,0.000436,0.2347,0.919250198
mpi-multi,sort16K.data,171,0,2,1,2,8,16384,2006,1003,0.000851517,0.044344025,0.03261752,0.002908977,0.00683038,0.00000825,0.073677,0.001787,0.005103,0.074611112
mpi-multi,sort16K.data,171,1,2,1,2,8,16384,2006,1003,0.001238853,0.03899178,0.03350896,0.002639654,0.002338621,0.0000089,0.060352,0.001856,0.000588,0.066008464
mpi-multi,sort16K.data,171,2,2,1,2,8,16384,2006,1003,0.000963532,0.029087635,0.031814296,0.00225139,0.002167954,0.00000823,0.051537,0.001615,0.000669,0.053698895
mpi-multi,sort16K.data,171,3,2,1,2,8,16384,2006,1003,0.001246755,0.029631319,0.033176594,0.003371501,0.008061435,0.00000814,0.052314,0.001576,0.006642,0.062368695
mpi-single,sort256K.data,64,0,1,128,128,128,262144,128000,1000,0.003822378,0.034843316,0.011205585,0.021690783,0.023121917,0.000141586,0.269255,0.000115,0.019876,0.096772706
mpi-single,sort256K.data,64,1,1,128,128,128,262144,128000,1000,0.005246408,0.03471382,0.010529607,0.020803887,0.022821752,0.000136936,0.052912,0.000112,0.019483,0.100039601
mpi-single,sort256K.data,64,2,1,128,128,128,262144,128000,1000,0.00406045,0.035484081,0.011166374,0.021334392,0.022655923,0.000144866,0.049265,0.000111,0.019576,0.097485975
mpi-single,sort256K.data,64,3,1,128,128,128,262144,128000,1000,0.003844485,0.034752167,0.010410549,0.021233978,0.023047158,0.000132797,0.051482,0.00011,0.019452,0.0998225
mpi-multi,sort64K.data,341,0,4,4,16,64,65536,16000,1000,0.001496696,0.005934033,0.271654282,0.000799527,0.004266219,0.000072964,0.051023,0.000151,0.006723,0.152077084
mpi-multi,sort64K.data,341,1,4,4,16,64,65536,16000,1000,0.001612042,0.00586898,0.335879349,0.000773545,0.004727646,0.000071413,0.041081,0.000162,0.007161,0.184695245
mpi-multi,sort64K.data,341,2,4,4,16,64,65536,16000,1000,0.001615451,0.00562222,0.308496791,0.000732738,0.004514312,0.000042522,0.041101,0.000152,0.006719,0.169826963
mpi-multi,sort64K.data,341,3,4,4,16,64,65536,16000,1000,0.001514658,0.005708554,0.276878875,0.000809745,0.004431897,0.000018951,0.040993,0.000153,0.006815,0.154764753
mpi-multi,sort4M.data,383,0,4,4,16,64,4194304,16880,1055,0.063650585,0.074939842,0.290945512,0.049634716,0.082696363,0.000028531,0.507566,0.000197,0.145733,0.528702383
mpi-multi,sort4M.data,383,1,4,4,16,64,4194304,16880,1055,0.082944987,0.074601844,0.279796388,0.045221385,0.08116466,0.000028301,0.37239,0.000208,0.140888,0.524666344
mpi-multi,sort4M.data,383,2,4,4,16,64,4194304,16880,1055,0.067043624,0.075232079,0.268344315,0.043011501,0.081519795,0.000027642,0.356983,0.000198,0.139849,0.50621716
mpi-multi,sort4M.data,383,3,4,4,16,64,4194304,16880,1055,0.063350416,0.075435598,0.250943491,0.039947211,0.081250053,0.000025591,0.339769,0.000395,0.137111,0.489025043
mpi-multi,sort1M.data,515,0,8,16,128,512,1048576,128128,1001,0.016151911,0.040901859,0.671793371,0.000967965,0.17240406,0.000091033,0.342079,0.0001,0.171093,0.581318512
mpi-multi,sort1M.data,515,1,8,16,128,512,1048576,128128,1001,0.020182042,0.040498049,0.706092169,0.00099772,0.223836419,0.000089733,0.311883,0.000091,0.219986,0.651560275
mpi-multi,sort1M.data,515,2,8,16,128,512,1048576,128128,1001,0.016080529,0.040536038,0.769836643,0.000927906,0.223925111,0.000099483,0.30403,0.000104,0.220152,0.680280711
mpi-multi,sort1M.data,515,3,8,16,128,512,1048576,128128,1001,0.016028324,0.040557803,0.753551277,0.000917793,0.225538104,0.000090713,0.302959,0.000107,0.222009,0.674455473
mpi-single,sort16M.data,248,0,2,2,4,4,16777216,8472,2118,0.278676973,0.72601392,1.417534585,1.7150286399999999,0.205425144,0.000038508,2.2856199999999998,0.952359,0.768622,4.355895182
mpi-single,sort16M.data,248,1,2,2,4,4,16777216,8472,2118,0.33945523,0.760613843,1.506736469,1.610143916,0.218194083,0.000051604,1.620859,0.932834,1.243996,4.449256695
mpi-single,sort16M.data,248,2,2,2,4,4,16777216,8472,2118,0.278975522,0.758520928,1.548314161,1.577530919,0.210158842,0.000057253,1.594409,0.982577,1.153028,4.386938784
mpi-single,sort16M.data,248,3,2,2,4,4,16777216,8472,2118,0.275076264,0.764577642,1.512060363,1.368453686,0.216876786,0.000052768,1.558007,0.977935,1.153688,4.149899619
mpi-multi,sort256K.data,199,0,2,1,2,8,262144,2104,1052,0.002340345,0.027389107,0.116722431,0.000406582,0.025496575,0.000022741,0.296133,0.000676,0.030771,0.12118723
mpi-multi,sort256K.data,199,1,2,1,2,8,262144,2104,1052,0.005852411,0.034994356,0.143754904,0.00046583,0.040908436,0.000011171,0.093561,0.000536,0.044135,0.158870236
mpi-multi,sort256K.data,199,2,2,1,2,8,262144,2104,1052,0.001714037,0.019884134,0.195258564,0.000503996,0.051887277,0.00001511,0.121985,0.000561,0.074533,0.195588959
mpi-multi,sort256K.data,199,3,2,1,2,8,262144,2104,1052,0.001690885,0.010728347,0.154398798,0.00047953,0.06783929,0.000028242,0.090474,0.000598,0.072929,0.164558579
mpi-multi,sort16K.data,172,0,2,2,4,16,16384,4004,1001,0.00089583,0.004796563,0.036578207,0.001840932,0.00490215,0.000039482,0.044959,0.000619,0.005041,0.03396577
mpi-multi,sort16K.data,172,1,2,2,4,16,16384,4004,1001,0.001156151,0.004881038,0.036313704,0.001812786,0.002335599,0.000007181,0.027379,0.000694,0.002436,0.030613782
mpi-multi,sort16K.data,172,2,2,2,4,16,16384,4004,1001,0.001473376,0.004789143,0.035755501,0.001999067,0.000914281,0.000011531,0.028114,0.000608,0.001335,0.030063897
mpi-multi,sort16K.data,172,3,2,2,4,16,16384,4004,1001,0.000964893,0.00472167,0.03416615,0.002004738,0.007392637,0.00000664,0.02208,0.000621,0.008044,0.034959175
mpi-multi,sort64K.data,342,0,4,8,32,128,65536,32000,1000,0.001771445,0.032451473,0.34644391,0.001761532,0.005338932,0.00001699,0.140616,0.000157,0.008438,0.21788775
mpi-multi,sort64K.data,342,1,4,8,32,128,65536,32000,1000,0.00186796,0.033294469,0.366770893,0.001939632,0.004343784,0.000017361,0.100644,0.000161,0.007725,0.229529534
mpi-multi,sort64K.data,342,2,4,8,32,128,65536,32000,1000,0.001917732,0.033121853,0.361332348,0.001945844,0.004720757,0.00001726,0.100667,0.000166,0.008317,0.226838817
mpi-multi,sort64K.data,342,3,4,8,32,128,65536,32000,1000,0.002412706,0.033009172,0.34394298,0.002312484,0.004779794,0.000023521,0.100445,0.000214,0.008191,0.217868769
mpi-multi,sort4M.data,384,0,4,8,32,128,4194304,32864,1027,0.061850112,0.077019802,0.30227294,0.015991146,0.145026183,0.000035422,0.784488,0.000158,0.17438,0.638285301
mpi-multi,sort4M.data,384,1,4,8,32,128,4194304,32864,1027,0.079009768,0.076395405,0.293584979,0.020038072,0.139976835,0.000032562,0.447393,0.000126,0.169165,0.628123923
mpi-multi,sort4M.data,384,2,4,8,32,128,4194304,32864,1027,0.064520693,0.076145243,0.296096285,0.011105721,0.151148651,0.000027971,0.439576,0.000121,0.173599,0.624995719
mpi-multi,sort4M.data,384,3,4,8,32,128,4194304,32864,1027,0.063297516,0.076332864,0.287379463,0.009912124,0.167293133,0.000026772,0.433235,0.000134,0.18866,0.629671564
