mpi-multi,sort1G.data,1671,1,2,4,8,32,1073741824,253424,31678,
mpi-multi,sort1G.data,1671,2,2,4,8,32,1073741824,253424,31678,
mpi-multi,sort1G.data,1671,3,2,4,8,32,1073741824,253424,31678,
mpi-single,sort1G.data,1831,0,4,4,16,16,1073741824,245056,15316,
mpi-single,sort1G.data,1831,1,4,4,16,16,1073741824,245056,15316,
mpi-single,sort1G.data,1831,2,4,4,16,16,1073741824,245056,15316,
mpi-single,sort1G.data,1831,3,4,4,16,16,1073741824,245056,15316,
mpi-multi,sort256M.data,2507,3,4,32,128,512,268435456,182016,1422,
mpi-single,sort1G.data,1677,0,2,4,8,8,1073741824,253424,31678,
mpi-single,sort1G.data,1677,1,2,4,8,8,1073741824,253424,31678,
mpi-single,sort1G.data,1677,2,2,4,8,8,1073741824,253424,31678,
mpi-single,sort1G.data,1677,3,2,4,8,8,1073741824,253424,31678,
mpi-single,sort1G.data,1965,0,8,4,32,32,1073741824,253664,7927,
mpi-single,sort1G.data,1965,1,8,4,32,32,1073741824,253664,7927,
mpi-single,sort1G.data,1965,2,8,4,32,32,1073741824,253664,7927,
mpi-single,sort1G.data,1965,3,8,4,32,32,1073741824,253664,7927,
mpi-single,sort1G.data,2369,0,2,2,4,4,1073741824,290328,72582,
mpi-single,sort1G.data,2369,1,2,2,4,4,1073741824,290328,72582,
mpi-single,sort1G.data,2369,2,2,2,4,4,1073741824,290328,72582,
mpi-single,sort1G.data,2369,3,2,2,4,4,1073741824,290328,72582,
mpi-single,sort1G.data,1964,0,8,2,16,16,1073741824,245056,15316,
mpi-single,sort1G.data,1964,1,8,2,16,16,1073741824,245056,15316,
mpi-single,sort1G.data,1964,2,8,2,16,16,1073741824,245056,15316,
mpi-single,sort1G.data,1964,3,8,2,16,16,1073741824,245056,15316,
mpi-single,sort1G.data,2076,0,16,4,64,64,1073741824,282112,4408,
mpi-single,sort1G.data,2076,1,16,4,64,64,1073741824,282112,4408,
mpi-single,sort1G.data,2076,2,16,4,64,64,1073741824,282112,4408,
mpi-single,sort1G.data,2076,3,16,4,64,64,1073741824,282112,4408,
mpi-multi,sort1G.data,2364,0,2,4,8,32,1073741824,253424,31678,
mpi-multi,sort1G.data,2364,1,2,4,8,32,1073741824,253424,31678,
mpi-multi,sort1G.data,2364,2,2,4,8,32,1073741824,253424,31678,
mpi-multi,sort1G.data,2364,3,2,4,8,32,1073741824,253424,31678,
mpi-single,sort1G.data,2525,0,4,8,32,32,1073741824,253664,7927,
mpi-single,sort1G.data,2525,1,4,8,32,32,1073741824,253664,7927,
mpi-single,sort1G.data,2525,2,4,8,32,32,1073741824,253664,7927,
mpi-single,sort1G.data,2525,3,4,8,32,32,1073741824,253664,7927,
mpi-single,sort1G.data,2657,0,8,2,16,16,1073741824,245056,15316,
mpi-single,sort1G.data,2657,1,8,2,16,16,1073741824,245056,15316,
mpi-single,sort1G.data,2657,2,8,2,16,16,1073741824,245056,15316,
mpi-single,sort1G.data,2657,3,8,2,16,16,1073741824,245056,15316,
mpi-single,sort1G.data,2769,0,16,4,64,64,1073741824,282112,4408,
mpi-single,sort1G.data,2769,1,16,4,64,64,1073741824,282112,4408,
mpi-single,sort1G.data,2769,2,16,4,64,64,1073741824,282112,4408,
mpi-single,sort1G.data,2769,3,16,4,64,64,1073741824,282112,4408,
mpi-single,sort1G.data,2370,0,2,4,8,8,1073741824,253424,31678,
mpi-single,sort1G.data,2370,1,2,4,8,8,1073741824,253424,31678,
mpi-single,sort1G.data,2370,2,2,4,8,8,1073741824,253424,31678,
mpi-single,sort1G.data,2370,3,2,4,8,8,1073741824,253424,31678,
mpi-single,sort1G.data,2658,0,8,4,32,32,1073741824,253664,7927,
mpi-single,sort1G.data,2658,1,8,4,32,32,1073741824,253664,7927,
mpi-single,sort1G.data,2658,2,8,4,32,32,1073741824,253664,7927,
mpi-single,sort1G.data,2658,3,8,4,32,32,1073741824,253664,7927,
mpi-multi,sort1G.data,2655,1,8,32,256,1024,1073741824,471552,1842,
mpi-single,sort1G.data,2767,0,16,1,16,16,1073741824,245056,15316,
mpi-single,sort1G.data,2767,1,16,1,16,16,1073741824,245056,15316,
mpi-single,sort1G.data,2767,2,16,1,16,16,1073741824,245056,15316,
mpi-single,sort1G.data,2767,3,16,1,16,16,1073741824,245056,15316,
