implementation,name,batch,run,nodes,tasks_per_node,tasks,cpus,entries,total_ram,ram_per_task,reading_the_input,dividing_the_input_into_buckets,sending_to_workers,writing_to_disk,receiving_from_workers,fetching_time_from_workers,receiving_on_worker,sorting_on_worker,sending_to_manager,duration
mpi-multi,sort16M.data,657,0,16,16,256,1024,16777216,259328,1013,0.258708299,0.228286871,1.58110733,0.117219116,0.374822496,0.000543676,2.509912,0.000138,0.320375,2.49325269
mpi-multi,sort16M.data,657,1,16,16,256,1024,16777216,259328,1013,0.305345944,0.228865375,1.082305322,0.129117097,0.421181937,0.000461844,1.658211,0.000124,0.385461,2.30862417
mpi-multi,sort16M.data,657,2,16,16,256,1024,16777216,259328,1013,0.239640539,0.227486725,1.4486029120000001,0.124958128,0.345578042,0.000214376,1.6725539999999999,0.000123,0.303262,2.368748774
mpi-multi,sort16M.data,657,3,16,16,256,1024,16777216,259328,1013,0.236896896,0.229951715,1.3233818099999999,0.136211334,0.430872544,0.000164635,1.503274,0.000121,0.388128,2.27661493
mpi-multi,sort1K.data,583,0,16,1,16,64,1024,16000,1000,0.000129095,0.02114613,0.074073802,0.001813811,0.002335748,0.00000889,0.058899,0.00028,0.000157,0.064830412
mpi-multi,sort1K.data,583,1,16,1,16,64,1024,16000,1000,0.000199718,0.024014718,0.076778454,0.001751373,0.006320202,0.000009071,0.059133,0.00022,0.000501,0.073604214
mpi-multi,sort1K.data,583,2,16,1,16,64,1024,16000,1000,0.000190837,0.021482112,0.073907746,0.001961204,0.002895,0.00000877,0.056112,0.000282,0.000193,0.065748997
mpi-multi,sort1K.data,583,3,16,1,16,64,1024,16000,1000,0.000140526,0.021469412,0.074107253,0.001812699,0.002626968,0.000008831,0.055685,0.00023,0.000259,0.066070879
mpi-multi,sort256K.data,503,0,8,16,128,512,262144,128000,1000,0.006517367,0.044778141,0.687286771,0.004580843,0.137294602,0.000118483,0.780308,0.000136,0.142436,0.543874779
mpi-multi,sort256K.data,503,1,8,16,128,512,262144,128000,1000,0.008445808,0.043458061,0.652417924,0.004046869,0.138472535,0.000106673,0.300634,0.000148,0.142849,0.527446458
mpi-multi,sort256K.data,503,2,8,16,128,512,262144,128000,1000,0.006446243,0.044006799,0.731700104,0.004661663,0.1398032,0.000080603,0.300198,0.000136,0.143339,0.568539841
mpi-multi,sort256K.data,503,3,8,16,128,512,262144,128000,1000,0.006640707,0.044176007,0.779272581,0.004567308,0.138176692,0.000111603,0.311051,0.000165,0.143602,0.590281317
mpi-multi,sort1M.data,515,0,8,16,128,512,1048576,128128,1001,0.015862272,0.040513176,0.683758827,0.001032993,0.166680844,0.000096093,0.394522,0.000101,0.163989,0.580679619
mpi-multi,sort1M.data,515,1,8,16,128,512,1048576,128128,1001,0.020436958,0.040565081,0.752450429,0.000830866,0.172161186,0.000079982,0.311543,0.000132,0.168654,0.624752016
mpi-multi,sort1M.data,515,2,8,16,128,512,1048576,128128,1001,0.016508566,0.040804263,0.706374551,0.000706947,0.167242855,0.000074062,0.313716,0.000097,0.164056,0.592213549
mpi-multi,sort1M.data,515,3,8,16,128,512,1048576,128128,1001,0.015591428,0.040759513,0.678093405,0.000953353,0.180634592,0.000076253,0.302599,0.000107,0.178303,0.591375208
mpi-single,sort16K.data,485,0,8,16,128,128,16384,128000,1000,0.00028512,0.008703784,0.263918133,0.00233534,0.004765069,0.000073262,0.273594,0.000007,0.001225,0.283490207
mpi-single,sort16K.data,485,1,8,16,128,128,16384,128000,1000,0.000772507,0.009501592,0.27467839,0.002408525,0.00344164,0.000101933,0.279133,0.000006,0.00116,0.294639116
mpi-single,sort16K.data,485,2,8,16,128,128,16384,128000,1000,0.000447316,0.011694829,0.277490468,0.002223138,0.003824773,0.000092253,0.280921,0.000007,0.001215,0.299966432
mpi-single,sort16K.data,485,3,8,16,128,128,16384,128000,1000,0.000418424,0.011166691,0.277617152,0.002409883,0.003630169,0.000098433,0.281567,0.000006,0.0012,0.296975038
mpi-multi,sort256M.data,272,0,2,8,16,64,268435456,73264,4579,3.644206784,4.239235413,8.03647464,2.080722761,17.088200668,0.000119654,29.50721,2.32594,18.466726,35.111065874
mpi-multi,sort256M.data,272,1,2,8,16,64,268435456,73264,4579,29.6402974,3.485467806,5.647822798,7.670099641,7.395175491,0.000087813,35.810243,2.67331,15.461299,55.111296006
mpi-multi,sort256M.data,272,2,2,8,16,64,268435456,73264,4579,26.383199874,3.3300088580000002,12.561360465,4.464387599,10.087886818,0.000081643,39.186812,2.857313,14.070563,56.797452816
mpi-multi,sort256M.data,272,3,2,8,16,64,268435456,73264,4579,29.72077174,3.625888149,13.913496877,3.183009975,12.133963417,0.000076853,44.494212,2.433465,14.830894,62.561021734
mpi-single,sort16M.data,661,0,16,8,128,128,16777216,131328,1026,0.247016101,0.264443775,0.510383739,1.240270108,0.36017741,0.000147176,1.6671399999999998,0.021642,0.598739,2.631419867
mpi-single,sort16M.data,661,1,16,8,128,128,16777216,131328,1026,0.300746891,0.228166468,0.487070197,1.1831399679999999,0.399213078,0.000296872,0.988983,0.023046,0.6179,2.607040381
mpi-single,sort16M.data,661,2,16,8,128,128,16777216,131328,1026,0.248172844,0.230211781,0.538602548,1.251603821,0.293862682,0.000375035,0.989797,0.02211,0.509794,2.571257943
mpi-single,sort16M.data,661,3,16,8,128,128,16777216,131328,1026,0.243434893,0.227574213,0.498745977,1.347978453,0.386523165,0.000254061,0.945522,0.022229,0.82678,2.714255906
mpi-multi,sort16K.data,605,0,16,4,64,256,16384,64000,1000,0.002025041,0.011409699,0.296981779,0.004159832,0.005486852,0.000046162,0.171727,0.000237,0.000072,0.177375208
mpi-multi,sort16K.data,605,1,16,4,64,256,16384,64000,1000,0.001668249,0.012985153,0.300925995,0.004553063,0.00669831,0.000051991,0.172053,0.000233,0.000069,0.180712856
mpi-multi,sort16K.data,605,2,16,4,64,256,16384,64000,1000,0.001580895,0.012706314,0.300057695,0.004534167,0.00116301,0.000053612,0.170255,0.000231,0.000069,0.174867941
mpi-multi,sort16K.data,605,3,16,4,64,256,16384,64000,1000,0.001622767,0.012083882,0.296617055,0.004596108,0.005365472,0.000048151,0.172853,0.000243,0.000069,0.177317777
mpi-multi,sort1K.data,587,0,16,16,256,1024,1024,256000,1000,0.000149255,0.028260473,1.065206076,0.001699722,0.000113952,0.000107143,0.529819,0.00011,0.000056,0.591699038
mpi-multi,sort1K.data,587,1,16,16,256,1024,1024,256000,1000,0.000145934,0.028614604,1.080560954,0.001812317,0.002675831,0.000106743,0.526282,0.000114,0.000055,0.622430966
mpi-multi,sort1K.data,587,2,16,16,256,1024,1024,256000,1000,0.000152205,0.028318445,1.019242753,0.001713541,0.000116692,0.000114434,0.510547,0.000112,0.000057,0.572918914
mpi-multi,sort1K.data,587,3,16,16,256,1024,1024,256000,1000,0.000146655,0.028200091,1.065451805,0.001853523,0.004066477,0.000105143,0.517155,0.000118,0.000057,0.620707474
mpi-single,sort16K.data,609,0,16,2,32,32,16384,32000,1000,0.000260807,0.08960491,0.050942606,0.001879008,0.008529728,0.000039315,0.154689,0.000024,0.001165,0.153992757
mpi-single,sort16K.data,609,1,16,2,32,32,16384,32000,1000,0.000450968,0.089275945,0.050424469,0.002045149,0.00780464,0.000035711,0.148252,0.000023,0.001172,0.15278532
mpi-single,sort16K.data,609,2,16,2,32,32,16384,32000,1000,0.000317712,0.089908809,0.050685133,0.001875167,0.008694443,0.000037624,0.148139,0.000025,0.001266,0.154390353
mpi-single,sort16K.data,609,3,16,2,32,32,16384,32000,1000,0.000326353,0.089550703,0.050482063,0.001882735,0.008424875,0.000036146,0.148825,0.000028,0.001208,0.153520683
mpi-single,sort256K.data,507,0,8,4,32,32,262144,32032,1001,0.005631698,0.010677306,0.164396935,0.020504139,0.013728432,0.000035312,0.096468,0.000383,0.02054,0.217829001
mpi-single,sort256K.data,507,1,8,4,32,32,262144,32032,1001,0.00657031,0.01008714,0.198331622,0.023348704,0.016871841,0.000040322,0.086478,0.000386,0.023445,0.257999643
mpi-single,sort256K.data,507,2,8,4,32,32,262144,32032,1001,0.005591326,0.010181053,0.17086189,0.019465054,0.013929429,0.000035752,0.085453,0.000385,0.020636,0.222886832
mpi-single,sort256K.data,507,3,8,4,32,32,262144,32032,1001,0.005494312,0.010038176,0.163203331,0.022402564,0.017213862,0.000039872,0.085184,0.000387,0.02392,0.221242436
mpi-single,sort1M.data,519,0,8,4,32,32,1048576,32192,1006,0.015928368,0.034319823,0.187737679,0.08593776,0.043540184,0.000042042,0.1576,0.001716,0.066986,0.37288818
mpi-single,sort1M.data,519,1,8,4,32,32,1048576,32192,1006,0.019463401,0.03364299,0.199944476,0.086633798,0.04541513,0.000050572,0.127296,0.001672,0.069479,0.390395118
mpi-single,sort1M.data,519,2,8,4,32,32,1048576,32192,1006,0.015700906,0.033725368,0.198250959,0.079119995,0.044111503,0.000043632,0.119599,0.001671,0.067939,0.37660936
mpi-single,sort1M.data,519,3,8,4,32,32,1048576,32192,1006,0.015464685,0.033315988,0.197762276,0.08474356,0.046483982,0.000047692,0.120722,0.001692,0.070157,0.383373919
mpi-multi,sort16M.data,785,0,1,2,2,8,16777216,8710,4355,0.076063275,0.255527733,2.373445768,0.048070157,0.859846122,0.000026321,1.279491,2.277678,0.993704,3.9351654270000003
mpi-multi,sort16M.data,785,1,1,2,2,8,16777216,8710,4355,0.154550383,0.247933119,2.371369054,0.057181665,0.848126617,0.000037662,0.666039,2.359038,0.985385,4.013347426
mpi-multi,sort16M.data,785,2,1,2,2,8,16777216,8710,4355,0.073215627,0.260437338,2.402166441,0.058737779,0.800192248,0.000046052,0.661847,2.200106,0.941154,3.805917091
mpi-multi,sort16M.data,785,3,1,2,2,8,16777216,8710,4355,0.074487668,0.257938468,2.256283155,0.063106879,0.871948303,0.000041871,0.644219,2.3234310000000002,1.018147,3.988245574
mpi-multi,sort1M.data,635,0,16,4,64,256,1048576,64192,1003,0.015597765,0.040278689,0.587725141,0.009245143,0.048350689,0.000043982,0.262798,0.000292,0.062952,0.422276382
mpi-multi,sort1M.data,635,1,16,4,64,256,1048576,64192,1003,0.019019598,0.041412223,0.588047213,0.009603265,0.046477735,0.000033851,0.224311,0.000304,0.060136,0.423527931
mpi-multi,sort1M.data,635,2,16,4,64,256,1048576,64192,1003,0.015027142,0.041189265,0.590105452,0.006879698,0.049247727,0.000038272,0.222065,0.000355,0.059876,0.419636239
mpi-multi,sort1M.data,635,3,16,4,64,256,1048576,64192,1003,0.014703886,0.041478781,0.587321615,0.006603834,0.051979793,0.000059832,0.221096,0.000235,0.061986,0.422305713
mpi-multi,sort16K.data,721,0,1,4,4,16,16384,4004,1001,0.001357874,0.031923824,0.006467626,0.001882294,0.002251293,0.000044312,0.044367,0.000306,0.006394,0.045035303
mpi-multi,sort16K.data,721,1,1,4,4,16,16384,4004,1001,0.001462958,0.032217866,0.006408604,0.001595607,0.002398917,0.000049942,0.038164,0.000366,0.006217,0.045172579
mpi-multi,sort16K.data,721,2,1,4,4,16,16384,4004,1001,0.001345454,0.031161053,0.006573441,0.001544779,0.002341216,0.000054912,0.037066,0.000347,0.005878,0.043657738
mpi-multi,sort16K.data,721,3,1,4,4,16,16384,4004,1001,0.001302151,0.030985087,0.006377613,0.001659616,0.002390506,0.000047852,0.036629,0.000372,0.005914,0.042963831
mpi-multi,sort256K.data,623,0,16,1,16,64,262144,16048,1003,0.004000464,0.032925033,0.327269176,0.000428542,0.020549447,0.0000156,0.201131,0.000293,0.023531,0.226829317
mpi-multi,sort256K.data,623,1,16,1,16,64,262144,16048,1003,0.009129227,0.033906528,0.3304997,0.000747012,0.018139983,0.000016821,0.101472,0.000243,0.023194,0.234401271
mpi-multi,sort256K.data,623,2,16,1,16,64,262144,16048,1003,0.005541816,0.032805797,0.352176175,0.000435183,0.015048302,0.000021961,0.092286,0.000208,0.018529,0.235324017
mpi-multi,sort256K.data,623,3,16,1,16,64,262144,16048,1003,0.007153822,0.03399428,0.361883103,0.000830673,0.032063686,0.000100834,0.095082,0.000108,0.038085,0.263173921
mpi-multi,sort256M.data,271,0,2,4,8,32,268435456,69352,8669,14.030794554,4.821070749,14.169699631,1.724908259,19.488584128,0.000067893,42.115897,6.89152,20.947649,53.782064923
mpi-multi,sort256M.data,271,1,2,4,8,32,268435456,69352,8669,29.130575883,4.674624812,7.375858798,4.2033719099999995,24.721184053,0.000093233,33.826432,6.705484,29.615123,71.03290254
mpi-multi,sort256M.data,271,2,2,4,8,32,268435456,69352,8669,28.759538441,4.9149891,7.431597533,10.758336832,15.411695127,0.000063082,34.12108,6.713497,27.778,69.063441997
mpi-multi,sort256M.data,271,3,2,4,8,32,268435456,69352,8669,27.222356073,4.761902352,16.14327953,3.767253356,22.602180173,0.000086733,41.291333,6.505921,26.015288,74.349366141
mpi-single,sort1M.data,639,0,16,2,32,32,1048576,32192,1006,0.022717002,0.057012099,0.211234222,0.09914831,0.024588994,0.000062693,0.288137,0.001652,0.054713,0.425302146
mpi-single,sort1M.data,639,1,16,2,32,32,1048576,32192,1006,0.02771028,0.054552541,0.214664801,0.100093917,0.024141654,0.000063212,0.17681,0.001653,0.057564,0.431951696
mpi-single,sort1M.data,639,2,16,2,32,32,1048576,32192,1006,0.022656493,0.058549259,0.198171096,0.098661102,0.027217956,0.000088773,0.168106,0.001664,0.058457,0.416113555
mpi-single,sort1M.data,639,3,16,2,32,32,1048576,32192,1006,0.020480771,0.05138418,0.201893308,0.100889788,0.026515436,0.000064653,0.159627,0.001673,0.057804,0.411517841
mpi-single,sort1K.data,591,0,16,8,128,128,1024,128000,1000,0.000027361,0.036014469,0.295217062,0.000697765,0.002184688,0.000098533,0.337861,0,0.000616,0.336512399
mpi-single,sort1K.data,591,1,16,8,128,128,1024,128000,1000,0.000041982,0.039586856,0.289012791,0.000723155,0.005122242,0.000097593,0.334384,0,0.000671,0.337532074
mpi-single,sort1K.data,591,2,16,8,128,128,1024,128000,1000,0.000025511,0.035741059,0.275647937,0.000653753,0.005946991,0.000094564,0.315019,0,0.000596,0.320429167
mpi-single,sort1K.data,591,3,16,8,128,128,1024,128000,1000,0.000036781,0.035823002,0.268631227,0.000768656,0.002503529,0.000097943,0.310652,0,0.000599,0.309959455
mpi-multi,sort64M.data,259,0,2,16,32,128,67108864,45824,1432,0.573016354,0.932662335,0.849755954,0.382105419,0.974683772,0.000070513,4.035728,0.13616,1.8021859999999998,4.341751339
mpi-multi,sort64M.data,259,1,2,16,32,128,67108864,45824,1432,0.815224911,0.94066576,0.99494293,0.711980469,1.003241477,0.000093723,2.633358,0.159247,2.121359,5.108547787
mpi-multi,sort64M.data,259,2,2,16,32,128,67108864,45824,1432,0.691311934,0.986748012,1.16145573,1.4962798259999999,1.090913956,0.000101303,2.74428,0.138354,2.952549,6.1088557980000004
mpi-multi,sort64M.data,259,3,2,16,32,128,67108864,45824,1432,0.498312393,0.935261696,1.084153992,1.4337558910000001,1.142942823,0.000091803,2.453106,0.12871,2.956723,5.788289783
mpi-multi,sort1K.data,695,0,1,4,4,16,1024,4000,1000,0.000091233,0.02088631,0.002972472,0.001616509,0.00022968,0.000005051,0.023188,0.001179,0.002586,0.026548154
mpi-multi,sort1K.data,695,1,1,4,4,16,1024,4000,1000,0.000130785,0.021439231,0.002604778,0.0020284,0.000232336,0.00000519,0.023171,0.001004,0.003117,0.027530751
mpi-multi,sort1K.data,695,2,1,4,4,16,1024,4000,1000,0.000143266,0.021116559,0.002719092,0.001636633,0.000233074,0.00000432,0.023148,0.000945,0.002727,0.027163908
mpi-multi,sort1K.data,695,3,1,4,4,16,1024,4000,1000,0.000139605,0.021137949,0.00292234,0.001645349,0.000214039,0.0000046,0.022884,0.001114,0.002721,0.027017712
mpi-single,sort16K.data,725,0,1,2,2,2,16384,2006,1003,0.000242781,0.088314238,0.232522259,0.001792267,0.031730431,0.000016739,0.34315,0.000821,0.031912,0.357276509
mpi-single,sort16K.data,725,1,1,2,2,2,16384,2006,1003,0.000388914,0.056300995,0.231863601,0.001739013,0.031275364,0.000014627,0.288924,0.000836,0.031433,0.32389981
mpi-single,sort16K.data,725,2,1,2,2,2,16384,2006,1003,0.000302092,0.001700637,0.237589014,0.001782008,0.033565411,0.000015247,0.240015,0.000839,0.033722,0.277003512
mpi-single,sort16K.data,725,3,1,2,2,2,16384,2006,1003,0.000274206,0.001665179,0.234307411,0.001834624,0.033095223,0.00001633,0.236652,0.00082,0.033327,0.273187142
mpi-multi,sort1M.data,759,0,1,2,2,8,1048576,2418,1209,0.002873673,0.062376957,0.274352738,0.013772882,0.02036134,0.000012983,0.278715,0.020488,0.057561,0.263242092
mpi-multi,sort1M.data,759,1,1,2,2,8,1048576,2418,1209,0.002906395,0.091235,0.277732091,0.014656039,0.020845463,0.000013603,0.213665,0.022143,0.057369,0.293737992
mpi-multi,sort1M.data,759,2,1,2,2,8,1048576,2418,1209,0.002610478,0.059573819,0.288487058,0.014746238,0.020241484,0.000026909,0.184226,0.025196,0.060304,0.270397495
mpi-multi,sort1M.data,759,3,1,2,2,8,1048576,2418,1209,0.003465617,0.064794981,0.288578933,0.013486788,0.021355915,0.000012397,0.19375,0.021876,0.059068,0.275257879
mpi-single,sort1K.data,699,0,1,2,2,2,1024,2000,1000,0.000018844,0.000784403,0.215718661,0.000525051,0.038436636,0.000016426,0.227594,0.00003,0.028966,0.257312968
mpi-single,sort1K.data,699,1,1,2,2,2,1024,2000,1000,0.000027342,0.000751833,0.21532494,0.000493289,0.038540713,0.000015892,0.226232,0.00003,0.029044,0.256953752
mpi-single,sort1K.data,699,2,1,2,2,2,1024,2000,1000,0.000021059,0.03904108,0.21577416,0.000500351,0.038863874,0.000019207,0.264951,0.000029,0.029397,0.296368863
mpi-single,sort1K.data,699,3,1,2,2,2,1024,2000,1000,0.00002155,0.033585773,0.21657829,0.000587492,0.038732243,0.000019166,0.260336,0.00003,0.029294,0.291624875
mpi-single,sort16K.data,729,0,1,32,32,32,16384,32000,1000,0.00031182,0.033641848,0.026680433,0.003170601,0.011625527,0.000039191,0.06663,0.00003,0.012131,0.076950038
mpi-single,sort16K.data,729,1,1,32,32,32,16384,32000,1000,0.000543597,0.034595029,0.026944611,0.003232623,0.011156174,0.000040481,0.059992,0.000029,0.011865,0.078656084
mpi-single,sort16K.data,729,2,1,32,32,32,16384,32000,1000,0.000374653,0.033837004,0.027048444,0.003430408,0.011332069,0.000037611,0.061484,0.000028,0.012437,0.080261235
mpi-single,sort16K.data,729,3,1,32,32,32,16384,32000,1000,0.000368162,0.033478372,0.0269237,0.003210547,0.011614482,0.000040332,0.061529,0.000029,0.011952,0.080902596
mpi-multi,sort16K.data,865,0,2,2,4,16,16384,4004,1001,0.00091718,0.03095149,0.035298602,0.002038294,0.007025147,0.0000082,0.053007,0.000622,0.006816,0.06146888
mpi-multi,sort16K.data,865,1,2,2,4,16,16384,4004,1001,0.00111753,0.029700244,0.036093427,0.001889254,0.001394358,0.0000086,0.049266,0.000554,0.000449,0.055812459
mpi-multi,sort16K.data,865,2,2,2,4,16,16384,4004,1001,0.000976383,0.031674231,0.057260973,0.002410899,0.00447045,0.00000752,0.064425,0.000718,0.005636,0.071467742
mpi-multi,sort16K.data,865,3,2,2,4,16,16384,4004,1001,0.000944462,0.031046023,0.038178159,0.002070661,0.007449221,0.00000775,0.050842,0.000558,0.008948,0.064040773
mpi-multi,sort256M.data,269,0,2,1,2,8,268435456,109374,54687,1.464269803,3.188156425,61.416813971,0.074112806,27.518280163,0.000044202,22.273154,51.850579,27.575983,92.529658417
mpi-multi,sort256M.data,269,1,2,1,2,8,268435456,109374,54687,2.192404753,3.00996435,54.925828159,0.146278658,36.787651849,0.000035801,13.005228,46.249662,39.662039,98.963347509
mpi-multi,sort256M.data,269,2,2,1,2,8,268435456,109374,54687,1.375667707,3.326662618,55.807523759,0.060949686,28.69171738,0.000047282,13.700685,45.891846,28.720812,88.352214585
mpi-multi,sort256M.data,269,3,2,1,2,8,268435456,109374,54687,1.041484193,3.4325241699999998,54.603782284,0.052703173,30.063275514,0.000042762,14.737002,43.228913,30.086986,88.096243622
mpi-single,sort1K.data,703,0,1,32,32,32,1024,32000,1000,0.000033861,0.032758449,0.00399904,0.000943301,0.03526409,0.000026451,0.060212,0.000002,0.010853,0.076650919
mpi-single,sort1K.data,703,1,1,32,32,32,1024,32000,1000,0.000038652,0.031756007,0.004197395,0.000729873,0.034194255,0.000032081,0.058827,0.000002,0.010431,0.075416399
mpi-single,sort1K.data,703,2,1,32,32,32,1024,32000,1000,0.000060582,0.031290872,0.003737651,0.000918637,0.035355845,0.00002548,0.058733,0.000002,0.010794,0.076034619
mpi-single,sort1K.data,703,3,1,32,32,32,1024,32000,1000,0.000030881,0.032647525,0.004094462,0.001034332,0.034809966,0.000033921,0.057528,0.000002,0.010407,0.074779418
mpi-multi,sort1K.data,839,0,2,8,16,64,1024,16000,1000,0.000202989,0.000468912,0.064129745,0.003159888,0.000803996,0.00001158,0.028195,0.000208,0.000454,0.039134271
mpi-multi,sort1K.data,839,1,2,8,16,64,1024,16000,1000,0.000147057,0.000921163,0.063039453,0.003630369,0.003317746,0.000010761,0.025073,0.000262,0.00172,0.04167768
mpi-multi,sort1K.data,839,2,2,8,16,64,1024,16000,1000,0.000163738,0.006591466,0.053260958,0.003053978,0.003061544,0.00001245,0.030922,0.000335,0.00311,0.042318719
mpi-multi,sort1K.data,839,3,2,8,16,64,1024,16000,1000,0.000333026,0.000926623,0.061096034,0.004017681,0.006049001,0.000010871,0.023931,0.000235,0.001575,0.043924644
mpi-single,sort64M.data,263,0,2,4,8,8,67108864,23336,2917,1.3610792,1.00662621,3.550588459,7.004676137,1.151244667,0.000086043,7.332957,1.939722,4.697217,14.089019502
mpi-single,sort64M.data,263,1,2,4,8,8,67108864,23336,2917,5.661193029,1.016278089,3.380484171,13.937087513,2.42996693,0.000062443,8.306805,1.69417,14.661232,26.434461167
mpi-single,sort64M.data,263,2,2,4,8,8,67108864,23336,2917,3.635794185,1.127790918,5.292224282,5.54272938,1.8672706799999998,0.000055372,7.904159,2.065242,5.652207,17.473882705
mpi-single,sort64M.data,263,3,2,4,8,8,67108864,23336,2917,5.032235422,1.147384588,5.413755245,9.994668918,2.25414528,0.000092074,9.461243,2.069254,5.754379,23.850259732
mpi-single,sort1K.data,843,0,2,2,4,4,1024,4000,1000,0.000048021,0.001006767,0.0740033,0.000481637,0.028297456,0.000016109,0.092132,0.000013,0.008548,0.106341351
mpi-single,sort1K.data,843,1,2,2,4,4,1024,4000,1000,0.000028123,0.000823464,0.073580771,0.000484351,0.02796729,0.000018717,0.089823,0.000013,0.008619,0.104783113
mpi-single,sort1K.data,843,2,2,2,4,4,1024,4000,1000,0.000022244,0.000845603,0.073135225,0.000484459,0.028620325,0.000019353,0.09079,0.000013,0.008507,0.105046058
mpi-single,sort1K.data,843,3,2,2,4,4,1024,4000,1000,0.000022985,0.000795782,0.072393592,0.000416151,0.029920872,0.0000149,0.090276,0.000013,0.008562,0.105490493
mpi-single,sort1K.data,847,0,2,32,64,64,1024,64000,1000,0.000026951,0.010949801,0.113610924,0.000559777,0.012555785,0.000047972,0.10759,0,0.006935,0.139357464
mpi-single,sort1K.data,847,1,2,32,64,64,1024,64000,1000,0.000045352,0.018841748,0.106817457,0.000700423,0.012493179,0.000052502,0.106641,0.000002,0.007723,0.142821114
mpi-single,sort1K.data,847,2,2,32,64,64,1024,64000,1000,0.000022301,0.01888533,0.105549468,0.000629277,0.013186925,0.000049122,0.106439,0.000003,0.008439,0.142163884
mpi-single,sort1K.data,847,3,2,32,64,64,1024,64000,1000,0.000021251,0.014524017,0.105532757,0.159412816,0.012881972,0.000041902,0.099677,0,0.007739,0.294050571
mpi-single,sort256M.data,280,0,2,32,64,64,268435456,118528,1852,4.85903767,4.575574563,11.041028634,20.975908785,4.40503651,0.000177837,28.168766,0.888338,9.928191,45.875224135
mpi-single,sort256M.data,280,1,2,32,64,64,268435456,118528,1852,10.689205064,5.245527024,14.997478885,24.884368132,8.26165994,0.000182317,29.606561,1.140616,19.024388,64.105087514
mpi-single,sort256M.data,280,2,2,32,64,64,268435456,118528,1852,9.820623478,4.589691979,14.395819790000001,20.705266827,7.315156489,0.000136785,27.484551,1.105354,20.54274,56.846700274
mpi-single,sort256M.data,280,3,2,32,64,64,268435456,118528,1852,11.103095416,4.391210679,13.510244702,16.42864956,6.647847744,0.000183196,27.665456,1.115583,17.788131,52.101835634
mpi-multi,sort1K.data,991,0,4,2,8,32,1024,8000,1000,0.00023684,0.033968818,0.053327774,0.00261781,0.007871511,0.000009681,0.065293,0.000424,0.004411,0.075764723
mpi-multi,sort1K.data,991,1,4,2,8,32,1024,8000,1000,0.000242831,0.032774855,0.049512518,0.002222024,0.00785017,0.000009431,0.058504,0.000518,0.000134,0.072207799
mpi-multi,sort1K.data,991,2,4,2,8,32,1024,8000,1000,0.000258031,0.035714063,0.05415705,0.002092952,0.005540217,0.00000883,0.069278,0.000451,0.000165,0.076105088
mpi-multi,sort1K.data,991,3,4,2,8,32,1024,8000,1000,0.000135236,0.033924255,0.048960236,0.001931392,0.001077346,0.000009021,0.057961,0.000447,0.001707,0.065947449
mpi-multi,sort256M.data,814,0,1,16,16,64,268435456,73264,4579,6.323714255,4.47456938,11.66441226,2.399493423,6.801794722,0.000136497,34.423322,2.665359,8.654276,31.676434754
mpi-multi,sort256M.data,814,1,1,16,16,64,268435456,73264,4579,30.050037203,4.659422016,7.054295701,2.9544275349999998,7.68534019,0.000117976,37.100912,4.200464,12.069747,53.927880921
mpi-multi,sort256M.data,814,2,1,16,16,64,268435456,73264,4579,25.744799297,4.881642656,13.296934863,2.618124652,9.20927011,0.000095345,39.203267,4.360993,11.484283,55.554930596
mpi-multi,sort256M.data,814,3,1,16,16,64,268435456,73264,4579,26.30802498,4.586480916,12.264436938,0.771917969,9.489909131,0.000078173,38.612965,4.164207,10.020831,53.227655194
mpi-multi,sort64K.data,733,0,1,2,2,8,65536,2026,1013,0.001861077,0.012018051,0.021442049,0.004071146,0.001889418,0.000352418,0.042849,0.00219,0.008356,0.036002526
mpi-multi,sort64K.data,733,1,1,2,2,8,65536,2026,1013,0.003038408,0.019666989,0.02068138,0.004055724,0.001681639,0.000324645,0.033803,0.002013,0.008161,0.044088903
mpi-multi,sort64K.data,733,2,1,2,2,8,65536,2026,1013,0.002435258,0.020957413,0.021671745,0.004274224,0.001700294,0.000338058,0.034411,0.002329,0.008423,0.045611808
mpi-multi,sort64K.data,733,3,1,2,2,8,65536,2026,1013,0.001931321,0.014797988,0.022693337,0.004636977,0.001661357,0.000342108,0.029126,0.002783,0.008554,0.039986875
mpi-multi,sort256M.data,427,0,4,16,64,256,268435456,118528,1852,6.6246492329999995,4.020616386,8.934366521,14.769297087,3.575228204,0.000119666,31.43948,0.3915,18.127352,40.739349772
mpi-multi,sort256M.data,427,1,4,16,64,256,268435456,118528,1852,52.19602233,3.64842788,4.236748799,2.428641972,25.859544783,0.000104174,59.525141,0.409444,26.252573,89.782636495
mpi-multi,sort256M.data,427,2,4,16,64,256,268435456,118528,1852,53.269083616,3.636908949,4.256796539,2.277425805,27.753539258,0.000136775,60.606324,0.41384,27.520254,92.612134695
mpi-multi,sort256M.data,427,3,4,16,64,256,268435456,118528,1852,53.473734341,3.659305119,4.243532945,2.542506525,27.79789659,0.000143885,60.832763,0.416038,26.783573,93.109283913
mpi-single,sort256M.data,279,0,2,16,32,32,268435456,87392,2731,4.756531129,3.422920731,15.649616076000001,33.816181772,4.30279593,0.000582443,31.030138,2.040483,27.1974,61.960905409
mpi-single,sort256M.data,279,1,2,16,32,32,268435456,87392,2731,22.898562923,3.837213298,17.578531411,22.658138776,4.827388383,0.000165636,41.920624,2.135792,18.134944,71.808943687
